sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation
14293818,22692055,3,laskma,,adit,Narusk,Naruski,Mae laskis Naruski üheksasekundilisse eduseisu ja alustas siis karmi tagaajamist .,,,LOC,no,"The word 'Naruski' refers to a person's name, not a location."
2066247,3296559,23,pagema,,adit,peit,peitu,"Valdo Lips lõi tempo alla , Ivo Saksakulm ja Chris Moore kontrollisid lauavõitlust , Indrek Varblane ja Andrus Nagel pagesid kaitse haardest peitu ja tulistasid kaugvisetega .",,,,no,"The word 'peitu' means to hide and describes a state, not a location."
11302806,18113893,34,olema,,ill,eelarve,eelarvesse,"Tallinna rahandusküsimustega tegelev abilinnapea Ants Leemets kinnitas esmaspäeva õhtul oma kabinetis “ Postimehele ” selge sõnaga , et vähemalt selleks aastaks on Nomura laenu tagasimaksmiseks linnal raha juba olemas , s.o sisse planeeritud eelarvesse , mille volikogu nii või teisiti peagi vastu võtab .",,,,no,The word 'eelarvesse' refers to a budgetary concept and not a physical location.
9623819,15445097,16,hakkama,,ill,sisu,sisusse,"See oli aeg , kus raamatuhuviline poest kõik ilmunud uudiskirjanduse koju tassis ja alles siis sisusse hakkas süvenema .",,,,no,"The word 'sisusse' refers to content or substance, not a specific location."
2792027,4477403,1,sadama,maha,in,Tallinn,Tallinnas,Tallinnas laupäeval maha sadanud lumi lõi ilmajaama andmeil kümne aasta rekordi .,,location,LOC,yes,
2149636,3433963,8,ringlema,,in,piletiäri,piletiäris,"Lihtsad arvutused näitavad , et Tallinna põrandaaluses piletiäris ringlevad summad on tohutud .",,,,no,"The word 'piletiäris' refers to ticket business or trade, which is not a location but rather an activity or field of work."
12372585,19808269,6,sööma,,in,fuajee,fuajees,"Etenduse vaheajal sõid lapsed teatri fuajees puuvilju ning mängis ansambel "" Üks lust "" .",,location,,yes,
6427967,10334047,1,kiirustama,,adit,õnnetuspaik,Õnnetuspaika,Õnnetuspaika kiirustanud Soome ja Eesti päästekopterid meest enne pimeduse saabumist ei leidnud .,,location,,yes,
13574774,21705880,5,lubama,,ill,Vilnius,Vilniusesse,"SK Polaris ei lubanud Vilniusesse Jaanus Liivakut , nii tugevdavad Kalevit Valmo Kriisa Nybitist ja esmakordselt Kristo Reinumäe Canon-Eesti noortemeeskonnast .",,location,LOC,yes,
17113251,26300294,16,laskma,,ill,kaabel,kaablisse,Ekraan ( sukk ) oli enamasti « ülihõre » ja laskis väljaspoolt kõik = mürad kaablisse .,,,,no,"The phrase 'kaablisse' refers to an object or medium, not a location, so it was classified as not location ('no')."
20302207,29534587,9,võtma,kaasa,adit,lätt,lätti,kissy: jes ferru võtab mind tatu kontsertile lätti kaasa :D,,,,yes,"The phrase 'lätti' refers to a geographical location (Latvia), so it was classified as location ('yes')."
4692505,7540448,26,kavandama,,ill,siseasi,siseasjadesse,"USA riigipea George W. Bush aga kinnitas , et Makedoonia temaatika arutamine NATO tippkohtumisel ei tähenda veel seda , et allianss kavandaks sekkumist selle Balkani riigi siseasjadesse .",,,,no,"The phrase 'siseasjadesse' refers to internal matters or affairs rather than a physical location, so it was classified as not location ('no')."
11673400,18685172,1,liikuma,,in,House,House'is,"House'is raha ei liigu , me teeme seda armastusest .",,,LOC,yes,
6694675,10770662,20,tervitama,,in,Felix,Felixis,"Nagu vanasti , defitsiidi aegadel , kaunistati lette tühjuse varjamiseks selle tühisega , mis saada oli , nii tervitab Felixis ja Fabianis kohe uksest peale terve riiuliühik kunstipäraselt asetatud vestmikke .",,,PER,yes,
13504646,21599376,8,valvama,,in,nägu,näos,": Laigulised mundrid seljas , valvas pilk näos .",,,,no,"The phrase 'näos' refers to a part of the body, which is not a geographical location, so it was classified as not location ('no')."
307142,481759,12,hulkuma,,in,linn,linnas,"Eriti silmatorkavalt peegeldasid meie unikaalsust Tallinnas välismaised turistid , kes hulkusid linnas juba siis , kui meie inimesed alles teist külge keerasid .",,,,yes,
780916,1245424,11,ajama,,in,Tšetšeenia,Tšetšeenias,"Sõjaväevande ja ohvitseriau jalge alla tallanud Vene armee polkovnik ajas Tšetšeenias "" oma isiklikke asju "" , ärkas Venemaa armeejuhtkond eile .",,location,LOC,yes,
6046200,9704021,8,müüma,,ill,lennuk,lennukitesse,"Turismifirmad on müünud kalli raha eest pileteid lennukitesse , mis tõuseksid õhku samaks ajaks kui maa suurim tehiskaaslane maale tagasi jõuab .",,,,no,"The phrase 'lennukitesse' refers to entry into planes, which are not geographical locations, so it was classified as not location ('no')."
13184578,21093246,8,möllama,,in,Bosnia,Bosnias,Alles paar aastat tagasi möllas Euroopa lõunaosas Bosnias sõda ning vaenust laastatud riigis ennustati mitme talve eel tuhandete inimeste suremist nälja ja külma kätte .,,location,LOC,yes,
