sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,classification2
946484,1507299,1,hoiatama,,ad,kõnealune,Kõnealusel,"Kõnealusel saatelõigu eetrissemineku eel hoiatasid saatejuhid Võrno-Aarma , millega võib tegemist olla ja soovitasid täiskasvanuil alaealised teleri eest ära ajada .",,,,no,,no,no,no,no
4591975,7380111,11,toetama,,ad,investeerimine,investeerimisel,"See oleks loomulikult hea , kui keegi toetaks ettevõtjaid tootmisseadmetesse investeerimisel , kuid küsimus on EAS-i kompetentsis ja võimalustes .",,,,no,,no,no,no,no
234502,375765,12,läbima,,ad,otsing,otsingul,"Isegi sellised navigeerimiskunstnikud nagu rändlinnud või vaalad , kes läbivad toidu otsingul kümneid tuhandeid kilomeetreid , eksivad mõnikord teelt .",,,,no,,no,no,no,no
3882671,6253266,13,soovitama,,ad,NASA,NASA-l,"Astronaut ütles , et ta toetaks Kuule naasmist uurimiseesmärkidel , kuid soovitas NASA-l tõsiselt järele mõelda , kas sinna baasi loomine selleks , et sealt edasi Marsile minna , on mõttekas .",,location,ORG,no,,no,no,no,no
9653795,15492211,20,tunnetama,,ad,tase,tasemel,"Kahe viimase suveolümpia praktika näitab , et mitte ainult olümpiakomitee , vaid veel enam spordialaliidud ei tunneta oma esindajate tasemel vastutust rahva ees .",,,,no,,no,no,no,no
15883880,24714522,7,toetama,,ad,dua,dual,"ja kõik programmid ei toeta ka dual cpu'd ning kui sul näitex 2x1GHZ , siis tegelik kiirus on kuskil 1.",,,,no,,no,no,no,no
11241021,18012858,11,keelduma,,ad,töö,tööl,"Kui nad sellele esmaspäeva õhtul järele läksid , siis keeldus tööl olnud teine baarmen neile granaati tagastamast .",,,,no,,no,no,no,no
9727701,15608485,15,rääkima,,ad,kutseteema,kutseteemal,"Õiguskeskuse juhataja Aavo Kaine tõdes eilses lühiusutluses , et kui ametnik räägib oma tööajast kutseteemal , on talle raha maksmine võibolla tõesti problemaatiline .",,,,no,,no,no,no,no
3591236,5782828,7,tagastama,,ad,tingimus,tingimusel,"Venemaa tagastab Eestile Peterburi Jaani kiriku tingimusel , et kirik tehakse korda .",,,,no,The phrase 'tingimusel' was not classified as an adverbial of place because it does not indicate a location but rather a condition.,no,no,no,no
679603,1080634,22,põhinema,,ad,analoog,analoogil,"Esimese Euroopa autotootjana esitles tänavu kevadel Genfi autonäitusel mikromahtuniversaali Opel , mille ideeversioon Concept A põhineb kuus aastat tootmises olnud Suzuki analoogil Wagon R. Toyota , mille mudeliperekonnas seni puudus väike kastbuss , esitles samuti Genfis äsja ilmavalgust näinud väikeauto Yaris baasil konstrueeritud mudelit Verso , mis jõuab seeriatootmisse juba septembris .",,,,no,,no,no,no,no
17817891,27202239,2,kippuma,,ad,puhu,puhudel,muudel puhudel eriti ei kipu,,,,no,"The phrase 'puhudel' refers to occasions or instances, not a place, so it is not an adverbial of place.",no,no,no,no
14963656,23477124,28,rajanema,,ad,koordineerimine,koordineerimisel,"Artiklis 2 seatud eesmärkide saavutamiseks hõlmab liikmesriikide ja ühenduse tegevus käesoleva lepingu kohaselt ning vastavalt selles esitatud ajakavale niisuguse majanduspoliitika kasutuselevõttu , mis rajaneb liikmesriikide majanduspoliitika tihedal koordineerimisel , siseturul ja ühiseesmärkide kindlaksmääramisel ning mida korraldatakse kooskõlas vabal konkurentsil põhineva avatud turumajanduse põhimõttega .",,,,no,,no,no,no,no
12167610,19482582,6,pääsema,ette,ad,juhtimine,juhtimisel,Avapoolajal 15 punkti kogunud Kambala juhtimisel pääses Fenerbahce ette 9 : 2 ja 16 : 6.,,,,no,"The phrase 'juhtimisel' describes the manner or leadership context and not a physical location, so it is not an adverbial of place.",no,no,no,no
10278017,16494625,7,põhinema,,ad,Hiina-versioon,Hiina-versioonil,"Moldavia põhineb ümberehitatud Volkswagen Passati nn Hiina-versioonil , mille teljevahe on praegu tootmises olevast VW Passati omast 100 millimeetrit pikem .",,,,no,,no,no,no,no
2771217,4444118,7,vahendama,,ad,nõusolek,nõusolekul,"Siseministeerium vahendab EAÕK-d ja MPEÕK-d nende nõusolekul ja palvel , valitsus arutab kavatsuste protokollide projekte 10. septembri kabinetinõupidamisel .",,,,no,,no,no,no,no
5520917,8851593,2,vedama,alt,ad,kinnitus,kinnitusel,"Veebeli kinnitusel on Estonian Airi kahe Fokkeriga viimasel ajal juhtunud intsidentides reeglina alt vedanud kehv elektroonika , kuid samas hindas ta Fokkerit turvaliseks lennukiks .",,,,no,,no,no,no,no
1861155,2964104,2,ebaõnnestuma,,ad,puudumine,puudumisel,Osalejate puudumisel ebaõnnestus rahandusministeeriumi korraldatud avalik kirjalik enampakkumine Eesti Majandusjuhtide Instituudi ( EMI ) kahele patendiametis registreeritud kaubamärgile .,,,,no,,no,no,no,no
726401,1157054,9,tõusma,püsti,ad,juuresolek,juuresolekul,"Kui näete härrat , kes ei tõuse daami juuresolekul püsti , ei tervita vastu , ei lähe õiges paigas üle tee või jätab tegemata selle , mis on ühiselu seaduste järgi vajalik , siis teadke : see olen mina .",,state,,no,,no,no,no,no
9355159,15026771,16,lõppema,,ad,ettepanek,ettepanekul,"Jutt algas eetikast , seejärel tulid kahtlustused , siis kiskus vingeks hirmutamiseks , kuid saatejuhi ettepanekul lõppes kõik siiski seletusega , et nemad pole ju midagi erilist öelnud .",,,,no,,no,no,no,no
18958942,28624424,13,ilmnema,,ad,eriala,erialal,M. Veldi on täiendanud end keelepära kõrge asend ja kaela rasvinfiltratsioon - kõrva-nina-kurguhaiguste erialal Karolinska ilmneb inimese vananemisel .,,,,no,,no,no,no,no
7668285,12295509,2,tunduma,,ad,lõpumeeter,lõpumeetritel,"Ehkki lõpumeetritel tundus , et USA uus vabaujumise lootus Gary Hall jõudis venelasega ühele joonele , oskas Popov otsustava käelöögi hiilgavalt ajastada ning võita olümpia kroolisprindi finaali kohta selge vahe , 0,13 sekundiga .",,location,,no,,no,no,no,no
7591622,12182449,29,rajanema,,ad,interpretatsioon,interpretatsioonil,"Tuleb rõhutada , et mingi valdkonna naiivteooria pole naiivne mitte selles mõttes , et oleks kuidagi lapsik , vaid selles mõttes , et rajaneb pigem keelekollektiivi pikaaegse kogemuse interpretatsioonil kui teaduslikult seatud hüpoteesidel , nende katselisel kontrollil või väidete verifitseeritavusel ( Vainik , Orav 2005 ) .",,,,no,"The phrase 'interpretatsioonil' is referring to a concept or method rather than a physical location, so it is not an adverbial of place.",no,no,no,no
366058,566216,3,osutuma,,ad,potetsiaa,potetsiaal,Globaalne ionosfääri potetsiaal ja tagasivool madalatel laiuskraadidel on jällegi osutunud tugevaimateks Päikese maksimumi ajal.,,,,no,,no,no,no,no
15749505,24570502,29,nõudma,,ad,müük,müü-gil,"Kuna on vähetõenäoline , et riik veel sellel aastal raha leiab , tuleks esialgu vastu võtta otsus , mis nõuaks nii riigi kui omava-litsuse mälestiste nimekirja kuuluvate hoonete müü-gil kõigi neis leiduva väärtusliku üleskirjutamist ja pildistamist enne müüki , sest uus omanik asub kindlasti remonti või ümberehitusi tegema .",,,,no,,no,no,no,no
340726,526776,8,lõpetama,,ad,määr,määral,"Analüüsi käigus ilmnes kõnekalt see , mil määral ülikooli lõpetanud pedagoogid asuvad tööle koolides .",,,,no,,no,no,no,no
15214003,23755749,7,tõstma,,ad,kõrgus,kõrgusel,Siis tõstis Seventh ta oma näo kõrgusel ja küsis : « Miks te selle linna vallutasite » .,,,,no,,no,no,no,no
70778,121549,4,koostama,,ad,puudumine,puudumisel,Selge poliitilise eesmärgiseade puudumisel koostavad ametnikud ministeeriumis täiesti utoopilisi plaane .,,,,no,The phrase 'puudumisel' was classified as not adverbial of place because it refers to a state or condition (lack of political goal-setting) rather than a specific location.,no,no,no,no
1090382,1733251,11,rääkima,,ad,ainu,ainul,""" Kui hind oleks ainus argument , siis räägiksid kõik ainul Q GSM-iga ja sõidaksid Lada-ga , "" ütles Unineti juhatuse esimees Markus Nisula .",,,,no,,no,no,no,no
1291172,2051428,10,tuginema,,ad,hääl,häältel,Opositsioonilise Keskerakonna esimehe Edgar Savisaare populaarsus tugineb eelkõige mitte-eestlaste häältel .,,,,no,,no,no,no,no
15899450,24735348,1,viitsima,,ad,sellepea,Sellepeal,Sellepeal ma isegi ei viitsi mõelda ja aidata .,,,,no,,no,no,no,no
21290142,30013688,8,kippuma,,ad,tase,tasemel,"High-Q: emme aga see eest mul tasemel .. kipub tunne et polegi ema , pigem hea tädi või nii ...",,,,no,,no,no,no,no
12611942,20181758,11,kuulama,üle,ad,teema,teemal,"Samuti on Õnnela Pärnaste uurinud Käru ajalugu , kuulanud sel teemal üle kõik vanemad külaelanikud , ja tulemusi ka vastavalt võimalustele publitseerinud .",,,,no,,no,no,no,no
5005282,8036821,12,tuginema,,ad,kõlakas,kõlakatel,"VALITSUSE ERASTAMISE RAHVA AS on muidugi puhas fantaasiavili , mis tugineb kõlakatel sellest , et RER-i kogemusest innustust saanud suurettevõtjad on otsustanud poliitikasse tulla .",,,,no,,no,no,no,no
17412528,26703522,18,käsitlema,,ad,pitsat,pitsatitel,"” Teine näide on § 21 , mis käsitleb Eestis registreeritud juriidiliste isikute ja füüsilisest isikust ettevõtjate pitsatitel , templitel ning kirjaplankidel kasutatavat keelt .",,,,no,,no,no,no,no
1240619,1972005,12,teavitama,,ad,vajadus,vajadusel,"Samas on meil töötajad , kes jälgivad internetiäri ning teavitavad sellest vajadusel politseid , "" nendib Eesti Autoriõiguste Kaitse Organisatsiooni direktor Ilmar Härg .",,,,no,,no,no,no,no
13500855,21593493,1,ilmuma,,ad,mittetulundusühing,Mittetulundusühingul,"Mittetulundusühingul "" Keskaegne Lihula "" ilmus teisipäeval lehe "" Kodukoht "" esimene number .",,,,no,,no,no,no,no
11597836,18569990,4,lõpetama,,ad,MM-tase,MM-tasemel,"“ Kuigi meeskond MM-tasemel lõpetab , ei puuduta see umbes 40 Corollameest kogu maailmas .",,,,no,,no,no,no,no
14231001,22604477,33,täituma,,ad,alune,alusel,"Selle liikmesriigi pädev asutus , kelle õigusaktid seavad hüvitiste saamise õiguse omandamise , säilitamise või ennistamise sõltuvusse kindlustus- , töötamis- või elamisperioodide täitumisest , peab vajalikul määral arvesse võtma teise liikmesriigi õigusaktide alusel täitunud kindlustus- , töötamis- või elamisperioode , nii nagu need oleksid täitunud tema poolt rakendatavate õigusaktide alusel .",,,,no,,no,no,no,no
1033056,1643442,3,valutama,,ad,juht,juhul,""" Igal juhul valutas mul järgmisel hommikul pea ja suus oli maguslääge maitse , "" lisas Saar .",,,,no,,no,no,no,no
780442,1244679,13,põhinema,,ad,avaldatu,avaldatul,""" Omal käel ei ole me midagi uurinud , algatus põhineb ajakirjanduses avaldatul . """,,,,no,,no,no,no,no
1102901,1752457,16,andma,,ad,eeldus,eeldusel,"Eeloleva kuue kuni üheksa kuu jooksul annab pank Leedule veel 50 miljonit dollarit laenu , eeldusel , et Leedu valitsus kasutab raha strukturaalsete reformide läbi viimiseks majanduse võtmesektorites .",,,,no,,no,no,no,no
16150506,25064365,6,lähtuma,,ad,toetamine,toetamisel,"Nõukogu on siiamaani lähtunud investeeringute toetamisel ühest põhimõttest : toetada kõiki neid , kes on saanud üle koera , aga üle saba ei ole saanud , ehk teiste sõnadega , juhul kui hooldekodu omavalitsuse ja riigi ühispingutuste tulemusena on sisuliselt valmis ja tema käikulaskmist segab see , et ei suudeta köögiaparatuuri osta , siis hasartmängumaksu nõukogu on seda toetanud .",,,,no,,no,no,no,no
2395635,3839520,1,jõudma,kohale,ad,juht,Juhul,"Juhul kui bussid aprilli alguseks kohale ei jõua , on maavalitsus sunnitud lepingu Viljandi ATP-ga lõpetama ning korraldama Viljandi ja selle lähiliinide teenindaja leidmiseks uue konkursi .",,,,no,,no,no,no,no
553577,874502,8,kujundama,,ad,alus,alusel,"Eestit ei saa infoühiskonnaks kujunda tööstusühiskonna mallide alusel , mil nii Idas kui ka Läänes ehitati hiigelkombinaate : tehaseid , haiglaid ja panku .",,,,no,,no,no,no,no
19235538,29004230,40,tulenema,,ad,initsiatiiv,initsiatiivil,"Ma leian , et see õigus võib olla küll ka õigustatud subjektide ühendustel , kuid ainult sel juhul , kui õigustatud subjekt seda volitab , mitte et nad võivad seda teha , nagu praegusest redaktsioonist tuleneb , ka oma initsiatiivil , ilma õigustatud subjekti tahteta või isegi juhul , kui õigustatud subjekt on selle vastu ja tahab tegutseda ise .",,,,no,"The phrase 'initsiatiivil' refers to a manner or means, not a place, so it is not an adverbial of place.",no,no,no,no
6877324,11059118,2,tulema,kokku,ad,ettepanek,ettepanekul,Riigipea ettepanekul tulebki parlament erakorraliselt kokku .,,,,no,,no,no,no,no
1576166,2507265,22,keelduma,,ad,motiiv,motiivil,""" Koosseisuga keeldumise "" puhul tunnistab uurija , et isiku tegevuses on kuriteo tunnused , ja kuna ta vastutusele võtmisest aegumise motiivil keeldub , siis seda määrust kohus ega ka keegi teine ei kontrolli .",,,,no,,no,no,no,no
6882383,11064299,6,tulema,välja,ad,erandjuht,erandjuhtudel,"Koloh tuleb metsast välja vaid erandjuhtudel : kurbadel põhjustel või kui keegi maeti , ilma et tema sugulased oleksid tantsinud .",,event,,no,,no,no,no,no
10946672,17532879,7,külastama,,ad,eestvõtmine,eestvõtmisel,Kolmapäeval külastasid linnavolikogu liikmed Erika Salumäe eestvõtmisel koos linnapea Ivi Eenmaaga Tallinna nelja lastekodu .,,,,no,,no,no,no,no
1476483,2349585,10,planeerima,,ad,eeskuju,eeskujul,"EAL-i tegevjuht oli kindel , et organisatsioon teiste ametiühingute eeskujul ajakirjanike streike , pikette ja Toompea ründamist vähemalt esialgu ei planeeri .",,,,no,,no,no,no,no
4340524,6982351,7,oskama,,ad,kuju,kujul,"Mõtle , kuidas tahad , igal kujul on lavastaja osanud ulmelised ühiskondlikud asjaolud kunstiliselt teravalt tõstatada .",,,,no,"The phrase 'kujul' describes a manner or form, not a location, so it is not an adverbial of place.",no,no,no,no
3264259,5246599,2,andma,,ad,foon,foonil,"Sel foonil andis Kreml teada , et president Putin olevat andnud välisministeeriumile korralduse valmistada ette piirilepingud Eesti ja Lätiga ning kutsuda mõlema riigi presidendid Moskvasse lepinguid alla kirjutama .",,,,no,,no,no,no,no
6314289,10145696,20,mainima,,ad,juht,juhul,"Asju , mida tänapäeval enamik seostab natsionaalsotsialistliku võimuga - koonduslaagrid , rassism , sõjakuriteod - , mainib Junge parimal juhul paari sõnaga .",,,,no,,no,no,no,no
10986944,17597090,3,vormistama,,ad,tulemus,tulemusel,Pika surve tulemusel vormistas Ingemar Teever viigiseisu 1 : 1 alles 84. minutil .,,,,no,,no,no,no,no
88947,150872,3,võtma,vastu,ad,kinnitus,kinnitusel,"Sirje Vaaski kinnitusel võttis arendusnõukogu 1997. aasta septembris vastu otsuse , et riigiametnik ei või olla projektijuht .",,,,no,,no,no,no,no
