sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,classification2
3203785,5145765,22,lendama,,ad,kuju,kujul,"Siis ma hakkan seda kiilaspead värvima , selle tarvis on mul olemas Püha Vaim , kes lendab maa peale valge tuvi kujul ja laseb kiilakale tubli läraka otse keset pead .",,,,no,,no,no,no,no
487691,766391,10,lükkama,tagasi,el,bensiinimaks,bensiinimaksust,"Ja nii lükkaski eile Riigiduuma esimesel lugemisel seadus-eelnõu täiendavast bensiinimaksust tagasi , hoolimata Stepashini kaudsetest ähvardustest ebakonstruktiivne duuma laiali saata .",,,,no,,no,no,no,no
1042160,1657123,29,eraldama,,ad,alune,alusel,"Leemets ei soovinud ennatlikult kommenteerida , kas kõnealuse juhtumi puhul võib korduda sama , mis pimesooleoperatsioonil koomasse langenud Ruslan Kirilloviga , kellele linnavalitsus eraldas kahjutasuks veebruari alguses kohtuotsuse alusel üle poole miljoni krooni .",,,,no,,no,no,no,no
1433909,2281379,4,mängima,,all,natuur,natuurile,"Et Evert oma natuurile sootuks vastandlikku tegelast mängib , annab tunnistust tema tugevast näitlejapotentsiaalist . """,,,,no,"The phrase 'natuurile' refers to an abstract quality (nature) rather than a physical location, so it is not classified as an adverbial of place.",no,no,no,no
931473,1483428,4,suhtuma,,adit,kavatsus,kavatsusse,"Kultuuriminister Signe Kivi kavatsusse takistada piraatkauplejat pärast müügilitsentsist ilma jäämist teise firma nime all edasi , suhtub Eesti Autoriühingu tegevdirektor Kalev Ratus kahtlevalt .",,,,no,,no,no,no,no
9158574,14723249,7,tõstatama,,el,juhtimine,juhtimisest,"“ Tehing tõstatab ka küsimuse panga juhtimisest , ” ütles Mouskides .",,,,no,,no,no,no,no
10843974,17366920,4,uskuma,,el,austus,austusest,"Aga hoolimata kõrgest austusest nende suhtes , uskusin siiralt meie võimalustesse .",,state,,no,,no,no,no,no
7210785,11598327,19,tagastama,,ad,taotlus,taotlusel,"Tallinna liikluspolitsei määras aastas väidetavalt 17 miljonit krooni teenivale rallimehele 1920-kroonise trahvi ja tagastas paar päeva hiljem advokaadi taotlusel Märtinile juhiloa , sest eestlane pidi välismaale sõitma .",,,,no,,no,no,no,no
5038262,8086117,8,vastama,,all,avameelsus,avameelsusele,"Juhul kui naine mulle meeldib , vastan avameelsusele avameelsusega .",,,,no,The phrase 'avameelsusele' is not classified as an adverbial of place because it refers to an abstract concept (openness) rather than a physical location.,no,no,no,no
288593,454299,9,mõjuma,,all,enamus,enamusele,"Hinnates tagantjärele esimese suguühte kogemust , mõjus see enamusele siiski positiivselt : vastajate enamiku hinnangul “ õnnestus kõik suurepäraselt ” või “ tundsime end hästi , kuigi olime ebakindlad ja kohmakad ” .",,,,no,,no,no,no,no
16094706,24984669,23,leidma,üles,ad,nõu,nõul,"Kersna on Enelit tundes kindel , et tegelikult ei pöördunud naine siiski ise Kroonikasse , vaid Pedanik ja Wadowsky leidsid ta omal nõul üles ja püüavad nüüd Enelit ühes pojaga oma seebiooperisse mässida .",,,,no,,no,no,no,no
34522,59402,5,saama,üle,el,otsus,otsusest,Olete te oma eksnaise otsusest teid kõige raskemal momendil maha jätta nüüdseks üle saanud ?,,,,no,,no,no,no,no
15478179,24171315,23,jääma,puudu,el,laiskus,laiskusest,"Nad ütlesid , et oskan väga täpselt nööri visata ja et mul näib küllalt pealehakkamist olevat , samuti ei jäävat mul puudu laiskusest .",,,,no,,no,no,no,no
8135790,13058749,12,kuulama,,ad,iga,igal,"Tean ju ülihästi , et kuhu ma ka ei läheks , igal pool kuulaksid noored inimesed minu vestlusi nagu siingi .",,,,no,"The phrase 'igal' does not indicate a specific place but rather a general frequency or condition, so it is not an adverbial of place.",no,no,no,no
12900625,20636018,14,muutuma,,all,hind,hinnale,"Kunstkarusnahk on viimasel paaril aastal muutunud järjest aktuaalsemaks , eeskätt tänu oma soodsale hinnale .",,,,no,,no,no,no,no
7066332,11355100,8,muutma,,all,stsenaarium,stsenaariumile,"Laev kaldus jälle , kui Osgood vastavalt stsenaariumile kurssi muutis .",,,,no,,no,no,no,no
3218686,5170286,4,jääma,puudu,el,kasum,kasumist,Arusaadavalt jääks energiahiiu kasumist keskkonnamõjude korvamisel puudu .,,,,no,,no,no,no,no
19518555,29156322,4,tegema,välja,all,yhe,yhele,sa teed aint yhele välja.,,,,no,,no,no,no,no
11351669,18187503,15,mängima,,all,kaastunne,kaastundele,"Ma maksame kõige eest , ka kerjuste eest , kes "" mängivad "" teiste kaastundele .",,,,no,,no,no,no,no
9977663,16004467,14,täituma,,el,enesevaatlus,enesevaatlustest,"Rootslasest Peremehele kuuluvale ühe-maja-saarele on kõigi ja kõige eest põgenenud mees , kelle enesevaatlustest , olnu ja oleva eraldamispüüdest , minevikupõigetest ja hetkevaatlustest täitub kirjaridadega riiulilt leitud kaustik .",,,,no,"The phrase 'enesevaatlustest' describes a source or topic rather than a spatial location, so it is not an adverbial of place.",no,no,no,no
9453807,15180597,17,andma,,el,altruism,altruismist,"Olen kindel , et neil on selle kohta akt , et doonorid on neerud andnud puhtast altruismist .",,,,no,,no,no,no,no
5263947,8444185,15,alandama,,ad,tingimus,tingimusel,"Kinnitamata andmetel alandas Leedu Taupomasise minimaalset müügihinda 200 miljonilt litilt ligi 150 miljoni litini tingimusel , et Leedu ei võta endale panga arvatavalt 60 miljoni litini küündivate mittelikviidsete varadega seoses täiendavaid kohustusi .",,,,no,,no,no,no,no
5136432,8241256,17,teenima,,abl,protsent,protsendilt,"Teised söögikohad - pubid , baarid - ning vaba aja veetmise võimalused teenisid hea hinde 96 protsendilt hindajailt .",,,,no,,no,no,no,no
12292938,19678367,17,jutustama,,el,impressionism,impressionismist,"Albert Anni kõndis kunstikooli Burde ( kunstikooli õpilaste žargoonis Burdenko ) tänava majas ringi ning jutustas impressionismist , abstraktsionismist jne.",,,,no,"The phrase 'impressionismist' refers to a topic or subject rather than a place, so it is not adverbial of place.",no,no,no,no
14870144,23372707,3,tahtma,,ad,digita,digital,"Kes tahab digital audiot ilma resmaplimata , selle jaoks on CMI parem kui SB .",,,,no,,no,no,no,no
7709936,12361342,12,tulenema,,ad,tagastamine,tagastamisel,"Nende lahendada jäävad kõik piirivaidlused , mis tulenevad maa kaardi alusel tagastamisel .",,,,no,,no,no,no,no
8693669,13946925,4,tundma,,el,ebatäiuslikkus,ebatäiuslikkusest,"Bigart tundis oma ebatäiuslikkusest , et tal oli vaid üks paar silmi , hetkel valusat kahetsust . . .",,,,no,,no,no,no,no
10756959,17230742,6,suutma,,all,levik,levikule,"Kell 16.48 suutsid tuletõrjujad tule levikule koolihoones piiri panna , kuid kustutustööd jätkusid hilisõhtuni .",,,,no,,no,no,no,no
6705675,10788369,3,hääletama,,ad,ennustus,ennustusel,Andrei Piontkovski ennustusel hääletab Kremli poolt juhitav parlamendifraktsioon ilmselt umbusaldamise vastu .,,,,no,,no,no,no,no
13395379,21425981,17,kaduma,ära,ad,kättevõtmine,kättevõtmisel,""" Tooted näevad suhteliselt samasugused välja kui paberkandjal , kuigi leidub ka üksikuid esemeid , mille kättevõtmisel ostusoov ära kaob , "" möönab ta .",,,,no,,no,no,no,no
4804990,7715831,17,muutuma,,el,ettevaatamatus,ettevaatamatusest,"Esimesed teadsid tõde , teised aimasid tõde , tavaline kodanik ei osanud olla valvas ning muutus ettevaatamatusest ohvriks .",,,,no,,no,no,no,no
10079945,16169967,13,pühendama,,all,käsitöö,käsitööle,Kord kuus kohtub ligi tosin tegusat puuetega ülenurmelast huvikeskuses ja pühendab end käsitööle .,,,,no,The phrase 'käsitööle' is not classified as an adverbial of place because it does not refer to a location but rather to an activity.,no,no,no,no
16223541,25128974,14,toetama,,ad,nüansiotsing,nüansiotsingutel,Ka valitud instrumendid - sopransaksofon ja flööt - toetavad Coffinit tema loomusele omastel nüansiotsingutel .,,,,no,,no,no,no,no
565548,894541,2,pruukima,,ad,andmed,andmetel,Fjuki andmetel ei pruugi Eesti Raudtee investori leidmiseks üldse avalikku konkurssi kasutada .,,,,no,,no,no,no,no
5504060,8824861,18,näitama,,all,investeerimisreegel,investeerimisreeglitele,""" Kuid mõned eestlased muretsevad , kas globaliseerumine pole liiga kaugele läinud , rahvuslased näitavad näpuga üliliberaalsetele investeerimisreeglitele , mis on viinud enamusosaluse kõigis Eesti pankades , päevalehtedes , juhtivates telefonifirmades ja ainsas väärtpaberibörsis välisinvestoritele , "" kirjutab Postimees .",,,,no,,no,no,no,no
7023413,11282033,6,väljuma,,ad,üldjuht,üldjuhul,"Lindaliini klienditeenindusest öeldi , et üldjuhul ei välju tiiburid siis , kui tuule kiirus ületab 15 m/s , kuid see ei ole reegel .",,,,no,The phrase 'üldjuhul' is not classified as adverbial of place because it refers to a general situation or condition rather than a physical location.,no,no,no,no
4638160,7453047,1,esinema,,ad,Suurejooneline,Suurejoonelisel,"Suurejoonelisel muusikaauhindade üleandmise sõul esinevad Coldplay , Kaiser Chiefs , KT Tunstall , Kanye West , Kelly Clarkson , James Blunt ja vanameister Paul Weller .",,,,no,,no,no,no,no
15648987,24417380,17,tegema,välja,el,toon,toonist,"Tamm ajas mehe kaks korda minema , aga too ainult naeratas ja tänas ega teinud kurjast toonist väljagi .",,,,no,"The phrase 'toonist' refers to an abstract source ('from the tone'), not a physical location, so it is not an adverbial of place.",no,no,no,no
3267481,5251946,14,pruukima,,ad,jõud,jõul,""" Nendel katsetel tuleb olla eriti ettevaatlik , mitte riskida , sest oma jõul ja kahe mehaaniku abil auto parandamine ei pruugi õnnestuda .",,,,no,,no,no,no,no
9385819,15072006,24,lisama,,ad,viiesajaline,viiesajalistel,"Aga me oleme meeskonnas ( Marlboro Team Kanemoto Honda ) saavutanud hea tasakaalu , ” ütles 29 esikohale 250 cm3 klassis esimese ka viiesajalistel lisanud Biaggi pärast võistlust Reuterile .",,,,no,,no,no,no,no
3575861,5757930,14,suhtuma,,adit,kiri,kirja,"TALLINN , 20. märts ( EPLO ) - Linna meediapoliitikat kritiseerinud ajakirjanike avalikku kirja ükskõikselt suhtunud pealinna võimud pälvisid samal teemal etteheiteid Turu-uuringute ASi uuringus , kirjutab Postimees .",,,,no,It is not classified as adverbial of place because 'kirja' describes an object (letter) rather than indicating a location or spatial context.,no,no,no,no
1665980,2652266,7,sõltuma,,el,andmed,andmetest,""" Kõik ei sõltu ainult statistilistest andmetest , paindliku lähenemise korral võidakse opositsiooniga jõuda kompromissile , "" ütles Vaarik .",,,,no,,no,no,no,no
4827978,7751984,15,tundma,,el,huumorisoon,huumorisoonest,"Nad ütlevad , et tunnevad temast väga puudust - eriti tema vaiksest ja mõnusast huumorisoonest .",,,,no,,no,no,no,no
1286713,2044049,2,realiseerima,,ad,andmed,andmeil,Hulgimüüjate andmeil realiseerisid nad jaemüügifirmadele läinud kuul 177 582 mobiiltelefoni .,,,,no,,no,no,no,no
12667633,20269084,6,tasuma,,ad,arvamus,arvamusel,"Mitte just kõrge intellektuaalse tasemega arvamusel , et Eesti iseseisvust toetanud muulased taotlesid vaid ENSV sildi vahetamist Eesti Vabariigi oma vastu , ei tasukski pikemalt peatuda , kui see ei kajastaks osa inimeste ( näiteks mõne isamaaliku politikaani või rahvuslikult mureliku humanitaarharitlase ) arvamust .",,,,no,It was classified as not adverbial of place ('no') because 'arvamusel' does not describe a physical location but rather a state or stance.,no,no,no,no
129614,217127,11,tegema,lahti,all,mis,millele,"Elukäik kinnitab , et tegemist ei ole hilinenud eneseteostusega , millele Eesti taasiseseisvumise tee lahti tegi .",,,,no,,no,no,no,no
13791750,21989861,3,särama,,el,ähvardus,ähvardustest,Ilmajaama ametlikest ähvardustest hoolimata säras eile Tallinna kohal päike ning meelitas SL Õhtulehe Rahvajooksule mitu tuhat jooksuhuvilist .,,,,no,,no,no,no,no
2686155,4309048,8,kubisema,,el,tekst,tekstidest,Paljude muigelsui möödujate arvates mõjus Rakvere eurobürokraatlikest tekstidest kubisenud kiiksuga ettevõtmine üleriigilise närvilisuse taustal väga elutervelt ja samas ka sürrealistlikult .,,,,no,,no,no,no,no
946484,1507299,1,hoiatama,,ad,kõnealune,Kõnealusel,"Kõnealusel saatelõigu eetrissemineku eel hoiatasid saatejuhid Võrno-Aarma , millega võib tegemist olla ja soovitasid täiskasvanuil alaealised teleri eest ära ajada .",,,,no,,no,no,no,no
10614846,17013495,13,johtuma,,el,usk,usust,"Kõige levinum eelhoiak , millega “ Tapvale Tartule ” läheneti , johtus usust , et halb film seostub õilsa opositsiooni traditsiooniga .",,,,no,,no,no,no,no
12500346,20008752,8,hääletama,,el,95,95st,Enam kui seitse tundi väldanud koosolekul hääletas 95st kohal olnud TKLi liikmest 50 Liivati ja 55 Nurga tagandamise poolt .,,,,no,,no,no,no,no
4591975,7380111,11,toetama,,ad,investeerimine,investeerimisel,"See oleks loomulikult hea , kui keegi toetaks ettevõtjaid tootmisseadmetesse investeerimisel , kuid küsimus on EAS-i kompetentsis ja võimalustes .",,,,no,,no,no,no,no
234502,375765,12,läbima,,ad,otsing,otsingul,"Isegi sellised navigeerimiskunstnikud nagu rändlinnud või vaalad , kes läbivad toidu otsingul kümneid tuhandeid kilomeetreid , eksivad mõnikord teelt .",,,,no,,no,no,no,no
1467068,2334902,4,langetama,,el,seisukoht,seisukohast,Langetasin otsuse puhtisiklikust seisukohast .,,,,no,"The phrase 'seisukohast' indicates a perspective or point of view, not a physical place, so it is not an adverbial of place.",no,no,no,no
10399296,16683043,5,toetama,,el,ebaõnnestumine,ebaõnnestumisest,Tallinna Panga aktsiate müügi ebaõnnestumisest hoolimata toetas Tallinna volikogu linnavalitse esitatud ligi 51 miljoni kroonist lisaeelarvet .,,state,,no,,no,no,no,no
9638313,15466807,3,vaatama,tagasi,all,teatrikogemus,teatrikogemusele,"Kui oma teatrikogemusele tagasi vaatan , tundub küll , et uus on Tshehhovi-lavastuste kirevas seltskonnas kõige heledamaid ja helgemaid - et mitte ütelda kõige helgem .",,,,no,,no,no,no,no
3882671,6253266,13,soovitama,,ad,NASA,NASA-l,"Astronaut ütles , et ta toetaks Kuule naasmist uurimiseesmärkidel , kuid soovitas NASA-l tõsiselt järele mõelda , kas sinna baasi loomine selleks , et sealt edasi Marsile minna , on mõttekas .",,location,ORG,no,,no,no,no,no
16782408,25825310,11,tuginema,,all,eelnev,eelnevale,"« Matemaatika on üks neist ainetest , kus kõik tugineb eelnevale , ja väga raske on hakata vahelejäänut üksinda järele õppima .",,,,no,,no,no,no,no
10999300,17616868,26,tuginema,,all,köök,köögile,"Professor Kalervo Hovi osutab ühele , tänapäeval kummalisena tunduvale seigale - restoranide menüüs ( tugines Tallinnas tollal valdavalt vene ja ( venelastest kokkade ) prantsuse köögile ) olnud roogade hinnad püsisid pea muutumatuna kahekümnendate aastate keskpaigast kuni 1939. aastani .",,,,no,,no,no,no,no
