sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,is_org,exclude,classification2
16782408,25825310,11,tuginema,,all,eelnev,eelnevale,"« Matemaatika on üks neist ainetest , kus kõik tugineb eelnevale , ja väga raske on hakata vahelejäänut üksinda järele õppima .",,,,no,,no,no,no,no,no,UNK
10999300,17616868,26,tuginema,,all,köök,köögile,"Professor Kalervo Hovi osutab ühele , tänapäeval kummalisena tunduvale seigale - restoranide menüüs ( tugines Tallinnas tollal valdavalt vene ja ( venelastest kokkade ) prantsuse köögile ) olnud roogade hinnad püsisid pea muutumatuna kahekümnendate aastate keskpaigast kuni 1939. aastani .",,,,no,,no,no,no,no,no,UNK
1101324,1749713,4,sõitma,otsa,all,mis,millele,"Hynday Lantras , millele Ketlin otsa sõitis , olnuist said kokkupõrkes kehavigastusi Mihhail ( 64 ) , Anne ( 57 ) ja Eduoard ( 63 ) .",,,,no,,no,no,no,no,no,UNK
2757499,4422355,4,püüdma,,all,turvameede,turvameetmetele,Kas vaatamata ülitõhusatele turvameetmetele püüavad terroristid olümpia rahu rikkuda ?,,,,no,"The phrase 'turvameetmetele' refers to an abstract concept rather than a physical location, hence it is not an adverbial of place.",no,no,no,no,no,UNK
2409269,3862733,9,muutma,,all,omafinantseerimismäär,omafinantseerimismäärale,Niinimetatud sundüürnike laenutagatis muudab pangalaenu kättesaadavamaks tänu madalale omafinantseerimismäärale .,,,,no,,no,no,no,no,no,UNK
2308134,3696846,10,kehtima,,all,hinnapoliitika,hinnapoliitikale,"Balti riikide jaoks kehtivad tuliuutele mängudele tänu tootja painduvale hinnapoliitikale erihinnad : mängu orienteeruv müügihind Eestis on 650 krooni , kusjuures mujal Euroopas maksab ta alates 52 € ( 780 kr. ) .",,,,no,"The phrase 'hinnapoliitikale' does not refer to a physical location but rather to a concept or policy, so it is not an adverbial of place.",no,no,no,no,no,UNK
3372890,5426899,3,sõitma,otsa,all,teineteise,teineteisele,"Rongid sõitsid teineteisele otsa kolmapäeva pärastlõunal Tavsancilis Loode-Türgis , umbes 60 kilomeetri kaugusel Istanbulist .",,,,no,,no,no,no,no,no,UNK
17086068,26261991,13,kehtima,,all,mahaarvamine,mahaarvamistele,Eelnimetatud mahaarvamiste piirang ei kehti tulumaksuseaduse § 28 ja § 281 sätestatud mahaarvamistele .,,,,no,,no,no,no,no,no,UNK
8754719,14054046,12,toimima,,all,külgkardin,külgkardinatele,"Teisisõnu , nad toimivad vastupidiselt praegu kardinafirmades nii levinud rasketele siidistele külgkardinatele , mis katavad akna külgedelt .",,,,no,,no,no,no,no,no,UNK
973537,1550845,20,muutuma,,all,erinevus,erinevustele,""" Kaob igapäevane vajadus selgitada väljastpoolt tulijatele , mida tähendab valuutakomitee ja kuidas on ikka võimalik , et vaatamata erinevustele inflatsioonis ja intressimäärades ei ole krooni kurss euro suhtes muutunud , "" märgib Kunsing .",,,,no,,no,no,no,no,no,UNK
9827925,15769577,4,vastama,,all,eeldatav,eeldatavale,"Tulemus vastas ligilähedaselt eeldatavale - kriitika kriitikas nähakse eelkõige katset “ olla kõva mees , panna ära ” .",,,,no,,no,no,no,no,no,UNK
3206092,5149567,6,suutma,,all,järgimine,järgimisele,Tänu demokraatlikule riigile omaste põhimõtete järgimisele ja erinevate jõudude heale koostööle suutsime 1991. aastal ilma vägivalla ja ohvriteta taastada iseseisvuse .,,,,no,,no,no,no,no,no,UNK
16404088,25346220,15,vaatama,vastu,all,moehuviline,moehuvilisele,"Ly Ranne ( 35 ) oli üks kümnest Tallinna Moemaja modellist , kelle nägu moehuvilisele 80-ndate Silueti kaanelt vastu vaatas .",,,,no,,no,no,no,no,no,UNK
16234432,25145524,45,mõistma,,all,õigusteadvus,õigusteadvusele,"Pole ülearune meenutada sedagi , et NSV Liit pole iialgi vaidlustanud , vaid on alati ülistanud 25 . okt . 1917 II ülevenemaalise tööliste ja soldatite saadikute nõukogude kongressi rahudekreeti , kus öeldi : "" Annektsiooni ehk võõraste maade vallutamise all mõistab valitsus vastavalt demokraatia õigusteadvusele . . .",,,,no,"The phrase 'õigusteadvusele' refers to an abstract concept rather than a physical location, so it is not an adverbial of place.",no,no,no,no,no,UNK
8301500,13307666,14,mõtlema,,all,eelarve,eelarvele,"“ Me oleksime võinud Hansuga rohkemgi rääkida , kui ma ei oleks riigi eelarvele mõelnud . ”",,,,no,,no,no,no,no,no,UNK
1797918,2862518,15,korraldama,,all,ekstremism,ekstremismile,"Vene president Boriss Jeltsin teatas üleeile , et korraldab suure pealetungi Vene poliitikas vohavale ekstremismile ja antisemitismile .",,,,no,,no,no,no,no,no,UNK
15428240,24098900,9,vaevuma,,all,enamik,enamikele,"Samas ta ka ei vaiki , vaid vaevub enamikele neile jaburdustest vastama .",,,,no,,no,no,no,no,no,UNK
9227653,14829347,3,püüdma,,all,hüpe,hüpetele,Liiga hoogsatele hüpetele ajas ja ruumis püüdsid saatejuhid vastukaaluks aegajalt luua õdusat õhkkonda .,,,,no,,no,no,no,no,no,UNK
17161089,26356643,17,toimima,,all,forwardingu,forwardingule,"NAT'i puhul kasutasin ruuteri aadressiks arvutile ettenähtud ip'd ja ligipääs toimis enda arvutile ideaalselt tänu port forwardingule , nüüd aga kui nat maha sai võetud ja ruuterile tehase seaded taastatud asi enam ei toimi .",,,,no,,no,no,no,no,no,UNK
2362609,3785975,11,mängima,,all,potentsiaal,potentsiaalile,""" Aga võib öelda , et meie ei mänginud oma potentsiaalile vastavalt . """,,,,no,,no,no,no,no,no,UNK
6459102,10385873,2,kehtima,,all,kaitse-eeskiri,kaitse-eeskirjale,"Vastavalt kaitse-eeskirjale kehtib täielik maamaksuvabastus Esku ja Remnispea loodusreservaatides ning Vainopea , Mustoja , Koljaku-Oandu , Pedassaare , Lahe , Ulkkari , Älvi , Korjuse , Laviku , Eru , Käsmu , Kuradi , Juku , Valgejõe-Laukasoo , Sillaotsa , Mohni , Kasispea , Pärlijõe , Ulliallika , Juminda-Suurekõrve , Viru raba ja Muuksi sihtkaitsevööndites , kogupindalal 12 818,2 hektarit .",,,,no,,no,no,no,no,no,UNK
447687,700623,17,muutma,,all,mahutavus,mahutavusele,"Bussikoondis saadab hilje-malt neljapäeval Lasna-mäe liinile kahe vaguniga bussirongi , mis tänu lõõts-bussidest viiendiku võrra suuremale mahutavusele muudab tipptunnisõidu mugavamaks .",,,,no,,no,no,no,no,no,UNK
12907302,20646289,1,järgnema,,all,algusosa,Algusosale,"Algusosale järgneb esimene vaheklipp Aladdini võlulamp , mis kuvatakse kahele poole lava kõrvale .",,,,no,,no,no,no,no,no,UNK
7019651,11275702,3,kurtma,,all,idee,ideedele,Isamaaliidus oma ideedele vastutöötamist kurtnud Tallinna eelmine linnapea Tõnis Palts vahetas läinud suvel erakonda ja astus Res Publicasse .,,,,no,,no,no,no,no,no,UNK
7758162,12437304,13,mängima,,all,hiilgemäng,hiilgemängule,Cantona on viimases kaheksas kohtumises löönud seitse väravat ning paljuski tänu tema hiilgemängule on United Newcastle'i suure edu olematuks mänginud ja turniiritabeli tippu jõudnud .,,,,no,,no,no,no,no,no,UNK
16021335,24907892,26,muutma,,all,laius,laiusele,"Linuxis käib töölauaga , startmenüüga , akendega ümberkäimine peaaegu täpselt samamoodi Windowsiga , Mac teeb seal igasugu trikke , küll muudab akna suurust vastavalt veebilehe laiusele , küll loobib oma aknaid ei tea kuhu ja teeb igasugu harjumatuid trikke .",,,,no,,no,no,no,no,no,UNK
15256120,23829266,9,püüdma,,all,lapseootuseklatš,lapseootuseklatšile,"Kui SL Õhtuleht New Yorgi ametivendade väljaandest refereeritavale lapseootuseklatšile Kassi sugulastelt kinnitust püüab saada , ütleb Carmeni ema irooniliselt : « Jaa-jaa , ootab kindlasti .",,,,no,,no,no,no,no,no,UNK
3573300,5753830,13,noogutama,,all,see,sellele,""" Üks aktiivne inimene on hakanud üht piirkonda arendama ja vald noogutab sellele , kui see meile kasulik on , "" ütles Schmidt .",,,,no,It was not classified as an adverbial of place because 'sellele' does not indicate a location but refers to agreeing with an action or idea.,no,no,no,no,no,UNK
6757492,10871344,26,muutma,,all,ettepanek,ettepanekutele,"Jah - me oleme riigi huvide eest seisjana karmid nende vastu , kelle äri on üles ehitatud vaid maksude maksmisest kõrvalehoidmisele ja kes vaatamata meiepoolsetele ettepanekutele või sanktsioonidele midagi ei muuda .",,,,no,,no,no,no,no,no,UNK
3254280,5229410,12,pühendama,,all,lõõgastus,lõõ-gastusele,"Uuringutest nähtub , et ameeriklased võtavad üha vähem puhkepäevi ning pühendavad lõõ-gastusele järjest lühem aega .",,,,no,,no,no,no,no,no,UNK
14621465,23091989,17,vastama,,all,asutamisleping,asutamislepingule,"- liikmesriikide kehtestatud keeldude ja piirangutega seotud kontrolle , tingimusel et need vastavad Euroopa Ühenduste kolmele asutamislepingule .",,,,no,,no,no,no,no,no,UNK
12576911,20126968,2,elama,kaasa,all,mehetegu,mehetegudele,Veerpalu mehetegudele Ramsaus kaasa elanud ja pöialt hoidnud BAKT Kaubanduse töötajad kinkisid talle Bosch Silveri hooldevaba autoaku .,,,,no,,no,no,no,no,no,UNK
1870995,2980025,5,pühendama,,all,kartulikasvatus,kartulikasvatusele,"Enim ruumi pühendab käsiraamat kartulikasvatusele , soovitades erinevaile maalappidele sobivaid sorte .",,,,no,,no,no,no,no,no,UNK
13282039,21249749,16,mõtlema,,all,euro,eurodele,"Helistasin taas Eestisse ja selgus , et jutt käib kroonidest , meie aga mõtlesime harjumuspäraselt eurodele . """,,,,no,,no,no,no,no,no,UNK
3034105,4867145,6,viitama,,all,ajaveetmine,ajaveetmisele,"Sest millele muule kui lõbusale ajaveetmisele viitavad ostuüritused nagu Hinnatsirkus , Ostufestival , Mammutipäevad ja Imede Öö ?",,,,no,,no,no,no,no,no,UNK
4049056,6517337,20,muutma,,all,edasijõudmine,edasijõudmisele,"Sotsiaalsed muutused ja elanikkonna kihistumine on üheks kinnisvaraturu aktiivsust põhjustavaks teguriks - inimesed muudavad oma elukohta vastavalt "" elus edasijõudmisele "" , tihti aga ka vastupidi , sest eluasemekulusid meil enam kõigile ei lausdoteerita .",,,,no,,no,no,no,no,no,UNK
234160,375307,1,vastama,,all,HTML-keel,HTML-keelele,HTML-keelele vastab WAP-protokollis WML-keel .,,,,no,"The phrase 'HTML-keelele' was not classified as adverbial of place because it does not describe a location where an action occurs, but rather indicates a comparison or relationship between two systems.",no,no,no,no,no,UNK
15979112,24847919,7,oskama,,all,driver,driveritele,Aga äkki oskad andaa linki Dosi driveritele ?,,,,no,,no,no,no,no,no,UNK
2275396,3642280,21,lugema,,all,pää,pääle,Mäletan Teie jõulist ja enesekindlat maneeri näit. kui koos Ojaga tegite ETV ajaloolist ülevaadet või lugesite filmile kadumaläinud heliriba pääle .,,,,no,,no,no,no,no,no,UNK
13265053,21222930,35,ulatama,,all,sõimaja,sõimajale,"Kui fännid tulid sõimama Indianapolise ringraja bossi , et too korraldab säärast jama , nagu F1 võidusõit kahe auto ( Ferrarid ) ja nelja vedruvankri ( Jordan ja Minardi ) vahel , ulatas boss sõimajale lehe Michelini , FIA ja Formula One Managemendi aadressiga otsitagu süüdlast sealt .",,,,no,,no,no,no,no,no,UNK
11717043,18751786,4,suutma,,all,kultuurikogemus,kultuurikogemusele,"Tänu oma sügavamale kultuurikogemusele ja kriitilisele mõistusele suudavad just intellektuaalid sõnastada elulised eesmärgid ja nõudmised revolutsioonilises situatsioonis , välja töötada ajakohase ideoloogia .",,,,no,,no,no,no,no,no,UNK
2477194,3972016,5,tuginema,,all,info,infole,"Nii tugines Maksuamet peaasjalikult infole , mida saadi Diveci dokumentidest ja tegutses viisil nagu neil kombeks - kui meie maksuameti järeldusi ümber lükata ei suuda , siis on need tõesed .",,,,no,"The phrase 'infole' does not indicate a location or physical context but rather a reference to information, so it is not an adverbial of place.",no,no,no,no,no,UNK
8717748,13989255,22,toppima,,all,keel,keelele,"Ja Ricogi kargas rõõmust õhku , nipsutas sõrmi ja kuulutas , et nüüd ei topi ta mitu päeva vastikut vaha oma keelele , kui selline summa on koju tulnud .",,,,no,,no,no,no,no,no,UNK
1291177,2051437,15,põhinema,,all,vastuseis,vastuseisule,"Sotsioloog Iris Pettai sõnul on muulaste toetus Savisaarele pikaajaline traditsioon , mis põhineb Keskerakonna vastuseisule üksikutes emotsionaalsetes probleemides nagu gümnaasiumihariduse üleviimisele eesti keelele .",,state,,no,,no,no,no,no,no,UNK
11264998,18053430,24,toimima,,all,uudiseajend,uudiseajenditele,"Kui end riigikontrollile allutanud Vene ajakirjandus lähtub Eesti asjade kajastamisel Vene sõnumiloojate lähtekohtadest , siis Eesti meedia toimib tihtipeale reageerijana sealpool piiri loodud uudiseajenditele ja mängib tihtipeale Eesti riigi propaganda seisukohalt üsna kahjulikku rolli .",,,,no,,no,no,no,no,no,UNK
7800138,12504709,20,põhinema,,all,võltsing,võltsingutele,"Sellised andmed laseks päris kindlasti tuvastada , kas Meri valetab või on tõesti tegemist süüdistustega , mis põhinevad osavatele võltsingutele .",,,,no,,no,no,no,no,no,UNK
18519234,28042711,12,viitama,,all,a-oinsus,a-oinsusele,"pealegi , eelmise aasta messidele vastuste kirjutamine ei viita kah kuidagi a-oinsusele .",,,,no,,no,no,no,no,no,UNK
5660979,9079090,22,jutustama,,all,teataja,Teatajale,"Nii kui puhketoas keegi istet võtab , lendab kana kohe sülle , vaat seal meeldib tal istuda , jutustas Järvik Järva Teatajale .",,alive,ORG,no,,no,no,no,no,no,UNK
306436,480652,6,mängima,,all,iseseisvus,iseseisvu-sele,Suuremat rolli mängib USA toetus iseseisvu-sele .,,,,no,,no,no,no,no,no,UNK
1417855,2255389,8,tegema,lahti,all,lihtmenetlus,lihtmenetlustele,Lääne-Viru maakohtu esimehe Leo Sarneti sõnul tegi lihtmenetlustele tee lahti Viljandi maakohus .,,,,no,,no,no,no,no,no,UNK
8364761,13404527,18,jagama,välja,all,väärikaim,väärikaimatele,"Iga aasta esimestel kuudel tuleb BirdLife'i , FFI ja BP ekspertide kuueliikmeline komisjon kokku , jagab naftaraha väärikaimatele välja - ja võitjate hulgas on tõesti olnud küllalt ka väljaspool Ühendatud Kuningriiki õppivaid tudengeid .",,,,no,,no,no,no,no,no,UNK
17999228,27389308,6,kehtima,,all,antibeebipill,antibeebipillidele,"Kui varem kehtis nende puhul antibeebipillidele 90% soodustus , siis nüüd on see 50% .",,,,no,"The phrase 'antibeebipillidele' refers to the object of the discount and does not provide information about a location, so it is not an adverbial of place.",no,no,no,no,no,UNK
9323157,14975494,15,muutuma,,all,korraldaja,korraldajatele,"“ Kui aga ühel nädalavahetusel oleks Modern Talkingu ja Scorpionsi kontsert , muutuks olukord korraldajatele minu arvates tunduvalt keerulisemaks , ” rääkis Kala .",,,,no,,no,no,no,no,no,UNK
3475224,5596076,18,kõlama,,all,lint,lintidele,"Praegu pole selge , kas helilint on ehtne , kuid hääl lindil kõlab sarnasena eelmistele bin Ladeni lintidele .",,,,no,,no,no,no,no,no,UNK
1653666,2631819,15,meenutama,,all,avalikkus,avalikkusele,Professor Vello Venseli esitamine Eesti Panga nõukogu esimehe kohale president Lennart Meri poolt meenutas avalikkusele taas Eesti Panka .,,,,no,,no,no,no,no,no,UNK
18853480,28472321,11,järgnema,,all,ajalehelugu,ajaleheloole,"Kuna üks päevaleht opereeris uhkelt viitega allikale välisministeeriumist , järgnes ajaleheloole “ kompetentsete organite ” tööretk välisministeeriumi , mis muidugi tähendas samuti antireklaami viimasele .",,,,no,,no,no,no,no,no,UNK
714993,1138624,5,näitama,,all,esindusauto,esindusautodele,"Just avalikkuse kõrgendatud tähelepanu esindusautodele näitavat , et tal on õigus !",,,,no,,no,no,no,no,no,UNK
18341943,27802213,8,põhinema,,all,tervis,tervisele,"b ) Kui kõnealused otsused põhinevad inimeste tervisele eriti tõsise ohu olemasolul , edastatakse need viivitamata lähteliikmesriigi pädevale asutusele ja komisjonile .",,,,no,,no,no,no,no,no,UNK
14384422,22802665,21,vastama,,all,aktsepteerimistingimus,aktsepteerimistingimustele,"Pärast esitatud dokumentide kontrollimist edastavad liikmesriigid komisjonile hiljemalt taotluste esitamise tähtajale järgnevaks seitsmendaks tööpäevaks nende importijate nimekirja , kes vastavad aktsepteerimistingimustele , märkides eelkõige importijate nimed ja aadressid ning artikli 2 lõikes 2 osutatud aja jooksul imporditud loomade arvu .",,,,no,"The phrase 'aktsepteerimistingimustele' refers to a set of conditions and not a physical place, so it is not classified as an adverbial of place ('no').",no,no,no,no,no,UNK
9083574,14605630,13,muutma,,all,suund,suunale,"Pisiasjadeni kõiki ja kõike kontrolliv juht , kes päeva jooksul vastavalt tuule suunale lõputult oma otsuseid muudab , on tekitanud majas ebakindluse ning käegalöömise meeleolu .",,,,no,"Classified as 'no' because 'suunale' indicates direction rather than a specific location, so it is not an adverbial of place.",no,no,no,no,no,UNK
15334048,23947179,20,viitama,,all,dateerimisviga,dateerimisvigadele,"Isa , aga , võin nihet ajaloos pooldada , kui leian üles nende väidetavate mõõtmiste tulemused , mis mainitud dateerimisvigadele viitavad .",,,,no,,no,no,no,no,no,UNK
8735356,14021423,4,lugema,ette,all,kohus,kohtule,"Kalda luges eile kohtule ette oma avalduse selle kohta , et teda pärast vahistamist Tallinna prefektuuri hoones Lubja tänavas öö läbi peksti , ja avaldas soovi algatada kriminaalasi piinajatest politseinike vastu .",,,,no,,no,no,no,no,no,UNK
12295662,19683079,6,oskama,,all,teataja,Teatajale,"Ükski kütusefirma ei osanud Virumaa Teatajale eile öelda , millal nad hakkavad põllumeestele mõeldud ning selle võltsimise vältimiseks siniseks värvitud kütust müüma .",,alive,ORG,no,,no,no,no,no,no,UNK
17823288,27209728,9,jääma,vahele,all,rühm,rühmale,Sõjaväe ajal jäi üks vend enda rahuldamisega poolele rühmale vahele .,,,,no,,no,no,no,no,no,UNK
11559245,18510150,2,jagama,välja,all,grupp,grupile,"Jagas grupile kunstnikele värvi välja ( tooni sai igaüks ise valida ) ja vaatas , mida keegi tegi .",,,,no,"It was not classified as adverbial of place because 'grupile' refers to the recipient of an action, not a location.",no,no,no,no,no,UNK
13884817,22140826,17,apelleerima,,all,suurenemine,suurenemisele,"See toob omakorda kaasa selle , et ka erasektor palgatõusud edasi lükkab ning apelleerib töötajate tulu suurenemisele pelgalt tulumaksumäära alandamise läbi .",,,,no,,no,no,no,no,no,UNK
4721384,7585170,11,proovima,,all,kasv,kasvule,"Valujev jõudis poksini alles ülikoolis , olles enne proovinud oma kasvule sobivamat korvpalli ning kergejõustikualadest kuulitõuget ja kettaheidet .",,,,no,,no,no,no,no,no,UNK
4422093,7111377,16,vaidlema,vastu,all,erastamiskord,erastamiskorrale,"Eramu- , suvila- ja aianduskruntide sooduserastamise kõige vihasemadki vastased pole avalikult vastu vaielnud praegu kehtivale erastamiskorrale , vaid seda koguni propageerinud .",,,,no,,no,no,no,no,no,UNK
681840,1084217,10,suutma,,all,erimeelsus,erimeelsustele,Reformierakonnna fraktsiooni esimehe Jürgen Ligi sõnul suudab valitsusliit vaatamata erimeelsustele tulumaksu probleemile lahenduse leida .,,,,no,,no,no,no,no,no,UNK
286129,451179,2,anduma,,all,uurimistöö,uurimistööle,"Öma uurimistööle andunud teadlane on kõigil aegadel töötanud eeskätt sisemise vajaduse pärast ja tema taotluste tasuks on ikka olnud kõigepealt rõõm oma uurimistulemuste üle ; ühtlasi on aga teadlasele toeks olnud see veendumus , et tema töövili tuleb kasuks üldsusele , kuigi üldsus seda alati hinnata ei mõistnud ...",,,,no,,no,no,no,no,no,UNK
2334836,3739421,21,vastama,,all,avaldatu,avaldatule,"Brändi Belõi Aist nime all müüdud joogile teostati laboriuuringud , mille käigus selgus , et joogi kangus ei vasta etiketil avaldatule samuti , et antud alkohoolne jook oma koostiselt ei ole brändi .",,,,no,,no,no,no,no,no,UNK
13132219,21012886,24,viitama,,all,aktsepteeritavus,aktsepteeritavusele,"Teiseks mõjub häirivalt üle jõu elamine - kui lennuvälja direktor söandab enesele riigi rahaga poolemiljonilise ametiauto osta , siis viitab see teatud luksusmallide aktsepteeritavusele .",,,,no,,no,no,no,no,no,UNK
5173196,8299634,7,jääma,vahele,all,võimuesindaja,võimuesindajatele,"Kui illegaalselt USAs töötav inimene jääb võimuesindajatele vahele , siis levinumaks karistuseks on maalt väljasaatmine ning eluaegne sissesõidukeeld USAsse .",,alive,,no,,no,no,no,no,no,UNK
14750281,23234193,8,muutma,,all,direktiiv,direktiivile,Liikmesriigid muudavad oma siseriiklikke õigusakte vastavalt käesolevale direktiivile 18 kuu jooksul pärast esimese kooskõlastamisdirektiivi teatavakstegemist ning teatavad sellest viivitamata komisjonile .,,,,no,,no,no,no,no,no,UNK
17843220,27234962,15,muutma,,all,lõige,lõikele,"3 ) praeguseks on nõukogu vastavalt direktiivi 78/660/EMÜ artikli 53 lõikele 2 kolmel korral muutnud eküüdes väljendatud summasid vastavalt direktiividega 84/569/EMÜ ,  4  90/604/EMÜ  5  ja 94/8/EÜ ;  6",,,,no,,no,no,no,no,no,UNK
11930416,19090811,6,valmistama,,all,džiip,džiibile,Teravad künkad ja salakavalad augud džiibile raskusi ei valmista .,,,,no,"The phrase 'džiibile' refers to the entity performing the action and is not describing a location, thus it is not an adverbial of place.",no,no,no,no,no,UNK
15305977,23895830,2,pruukima,,all,küs,küs-tele,neile küs-tele muidugi Sa ei pruugi vastata .. vbndn .,,,,no,"The phrase 'küs-tele' refers to the questions being addressed rather than a location, so it is not classified as an adverbial of place.",no,no,no,no,no,UNK
5583714,8953000,3,seletama,,all,näiteseltskond,näiteseltskonnale,Seletan seda näiteseltskonnale hoolega .,,alive,,no,,no,no,no,no,no,UNK
14368477,22792679,29,soovitama,,all,kord,korrale,"b ) Kui korraldusasutusele on soovitatud punktis a nimetatud meetmeid , teatab ta nendest ja annab oma selgitused komisjonile , kes vajaduse korral soovitab vastavalt artiklis 18 ettenähtud korrale nende liikide ekspordipiiranguid .",,,,no,The phrase 'korrale' was classified as not adverbial of place ('no') because it does not denote a physical location but rather refers to a procedural order.,no,no,no,no,no,UNK
1225548,1948788,8,muutuma,,all,kaasamine,kaasamisele,""" Näiteks tänu regiooni peaministrite isiklike esindajate kaasamisele on praeguseks võitlus organiseeritud kuritegevusega juba intensiivisemaks muutunud , "" märkis ta .",,,,no,,no,no,no,no,no,UNK
