sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,is_org,exclude,classification2
12665114,20264712,25,uskuma,,el,liblikas,liblikatest,"Seetõttu lendavad paljud liblikad meelsasti inimese ja teiste imetajate vähegi niiskete väljaheidete ning higilõhna peale kohale ja asuvad hoolikalt noolima seda , mida tavaettekujutuses liblikatest hästi ei usukski .",,,,no,,no,yes,no,no,yes,actor
499828,786047,17,koosnema,,el,alkohoolik,alkohoolikutest,"Antagu mulle andeks , aga mõnest piirkonnast pole tulemas midagi muud , kui vaid kõige ehtsamatest alkohoolikutest koosnevad väeosad .",,alive,,no,,no,yes,no,no,yes,actor
517576,815402,16,jätkama,,el,albaanlane,albaanlastest,"Eile hommikul Kosovo pealinnas puhkenud lahingud õhtuks küll vaibusid , kuid Serbia politseiüksused jätkasid siiski albaanlastest iseseisvusvõitlejate jälitamist .",,alive,,no,,no,yes,no,no,yes,actor
3031344,4862476,7,andma,,el,eestlanna,eestlannast,Soomes elav koolitüdruk Petra Nokelainen annab eestlannast ema vahendusel Heale Lapsele intervjuu sealse kooli- ja koduelu kohta .,,alive,,no,,no,yes,no,no,yes,actor
678115,1078134,8,uskuma,,el,kes,kellest,"Keskerakonnale kindlustavad eelkõige juhtpositsiooni venekeelsed valijad , kellest 37 protsenti usub Edgar Savisaare partei edusse .",,,,no,,no,yes,no,no,yes,actor
12577295,20127519,1,lõpetama,,el,laevakapten,Laevakaptenist,"Laevakaptenist tänaseks tegevuse lõpetanud väikeettevõtte juhiks tõusnud Tamm ütles , et rentis "" Gertrudi "" Baltic European Co tollasele esindajale Tarmo Ratasele 1995 . aasta septembris , kuid on tänaseni saanud oma aluse eest ainult 45 000 krooni ettemaksuks .",,alive,,no,,no,yes,no,no,yes,actor
830145,1324097,11,hääletama,,el,see,neist,"Viimati valis riigikogu 484 000 inimest , ainuüksi Keskerakonna poolt hääletas neist 113 000.",,,,no,,no,yes,no,no,yes,actor
13545581,21662818,3,hoiduma,,el,euroromantik,euroromantikutest,Hoidugem kutselistest euroromantikutest,,,,no,,no,yes,no,no,yes,actor
4363150,7018921,15,pooldama,,el,valija,valijatest,""" President Lukashenko konstitutsiooni ei tohi tunnustada isegi siis , kui seda pooldas 101% valijatest , "" lausus Tihhinja .",,,,no,,no,yes,no,no,yes,actor
12770185,20427445,11,tulenema,,el,anne,andest,"Kunsti loob teose ideeline unikaalsus , ja see tuleneb kunstniku andest .",,,,no,"The phrase ""andest"" refers to a quality or characteristic, not a location, so it is not an adverbial of place.",no,yes,no,no,yes,actor
2714288,4353874,6,olema,nõus,el,soomlane,soomlastest,"Aga kuna eestlased olid nõus soomlastest väiksema palgaga , pidasid Soome ehitajad seda ebaausaks konkurentsiks ning olid ametiühingu käitumisega nõus .",,alive,,no,,no,yes,no,no,yes,actor
7709872,12361215,20,kubisema,,el,parunitest-paruness,parunitest-parunessidest,"1920. AASTAL JõUDIS Huene Pariisi - moemetropoli , mis kubises vene aadlikest ja tsaari õukonnas tähtsaid ameteid pidanud baltisaksa parunitest-parunessidest .",,,,no,,no,yes,no,no,yes,actor
6397822,10284115,15,tegutsema,,el,soomlane,soomlasest,"Loomulikult ei ole politseinikul miilitsa õigusi , vaid ta tegutseks eraõigusliku keeli oskava asjamehena soomlasest kuriteoohvri ja Venemaa ametivõimude vahel .",,alive,,no,,no,yes,no,no,yes,actor
9264199,14885883,3,lugema,,el,foiniiklane,foiniiklastest,"Lugesin hiljuti foiniiklastest , sellepärast tahakski kohe kohtuda Assüüria maailmariigi asutaja Tiglatpilesan IIIga ja küsida ta käest : “ Kus parem on , kas siin või seal ? ”",,alive,,no,,no,yes,no,no,yes,actor
13193356,21106165,4,moodustama,,el,hambaarst,hambaarstist,Kiiruga moodustasime neljast hambaarstist aktsiaseltsi ja käisime idee välja .,,alive,,no,,no,yes,no,no,yes,actor
8875669,14261331,10,olema,nõus,el,mitte-eestlane,mitte-eestlastest,"Kui aga uskuda venekeelset ajakirjandust , ei olnud ka mitte-eestlastest Tallinna elanikud üldiselt nõus turu müügiga sellistel tingimustel .",,alive,,no,"The phrase 'mitte-eestlastest' describes a group or category of people, not a place, so it is not an adverbial of place.",no,yes,no,no,yes,actor
9151175,14711946,19,jätkama,,el,tegelane,tegelastest,Rahvusraamatukogu jätkab juulikuus projekti “ Sada sajandi suurkuju ” uue väljapanekuga rahva seas enim tunnustust pälvinud avaliku elu tegelastest .,,,,no,,no,yes,no,no,yes,actor
9852595,15810494,11,lõpetama,,el,rass,rassist,Nädalavahetusel USAd närvipinges hoidnud kaks inimest mõrvanud ja kümmekonda haavanud rassist lõpetas oma põgenemise politsei eest enesetapuga .,,,,no,,no,yes,no,no,yes,actor
7564953,12152402,19,andma,,el,bojaar,bojaaridest,"Ka laskis väepealik talle ütelda : ta annab talle [ piiskopile ] kloostri juurde kaitseks ühe vojevoodi suurvürsti bojaaridest niikauaks , kui sõjavägi asub linna ümbruses , samuti mõningad ratsanikud ja ammukütid , et temale midagi häda ei sünniks .",,alive,,no,,no,yes,no,no,yes,actor
3922344,6316963,12,kasutama,,el,ettevõtja,ettevõtjatest,"Kui elektri hind tõuseks kümnendiku võrra , kasutaksid tõenäoliselt paljud nendestki ettevõtjatest , kelle toodangu omahinnast elektrienergia moodustab kaduvväikese osa , magusat võimalust oma toodangule kümnendik hinda juurde panna .",,alive,,no,,no,yes,no,no,yes,actor
1607812,2558385,3,jätkama,,el,demokraat,demokraatidest,Austinis jätkasid demokraatidest meeleavaldajad kokkupõrkeid Texase kuberneri residentsi juures Bushi üksustega .,,,,no,,no,yes,no,no,yes,actor
6793923,10930390,8,andma,,el,autoajakirjanik,autoajakirjanikust,Tehnikamaailma korraldatud konkursi žüriis osalenud 17 Eesti autoajakirjanikust kuus andsid maksimumpunktid Hondale ning seitse BMW-le .,,,,no,,no,yes,no,no,yes,actor
13417900,21461370,10,toetama,,el,osavõtnu,osavõtnutest,"Eile õhtupoolikul avaldatud andmetel toetas Põhja-Iirimaal rahulepingut 71 , 12 rahvahääletusest osavõtnutest .",,alive,,no,,no,yes,no,no,yes,actor
392577,610089,9,tapma,,el,inimene,inimesest,"Euroopa madalaim näitaja on Kreekas , kus 100.000 inimesest tapab end viis .",,alive,,no,,no,yes,no,no,yes,actor
2139485,3417621,2,lõpetama,,el,laulja,lauljast,Kolmest lauljast kaks on lõpetanud Eesti Muusikaakadeemia ning kolmas Siberi linna Tobolski Muusikakooli laulu erialal .,,,,no,"The phrase 'lauljast' does not specify a location but rather describes the individuals, so it is not an adverbial of place.",no,yes,no,no,yes,actor
11231925,17997086,3,armuma,,el,noor,noortest,Neljateistkümne-viieteistkümneaastastest Eesti noortest on pea kõik olnud armunud .,,,,no,,no,yes,no,no,yes,actor
12417782,19882511,6,töötama,,el,itaallane,itaallasest,"Viimase aasta on nad töötanud itaallasest couch'iga ( lauljatega töötav pianist ) , kes arvab , et Mozartit ei tulekski varases eas ( palju ) laulda .",,alive,,no,,no,yes,no,no,yes,actor
11899370,19042456,8,sündima,,el,Alisha,Alishast,Kuid Amelia ja tema vend Ashley sündisid Alishast ja Anoushkast 17 kuud hiljem – just nii kaua lebasid need munarakud ühes Inglismaa kliinikus sügavkülmas .,,,PER,no,,no,yes,no,no,yes,actor
12281217,19660264,3,töötama,,el,hotelliteenindaja,hotelliteenindajatest,"TTK lõpetanud hotelliteenindajatest töötab praegu Tartu hotellis Barclay 6 , Tarus 6 , Ihastes 2 , Rehe motellis 2 inimest .",,,,no,,no,yes,no,no,yes,actor
9876009,15846267,8,nimetama,,el,bass,bassist,"Muusikud tahtsid teha hüppe kõrvale , aga bassist Larry Mullen nimetas ebaõnnestunud üritust isekuseks , millel muusikaga ei pruugi erilist pistmist olla .",,,,no,"The phrase 'bassist' does not denote a location, so it is not an adverbial of place.",no,yes,no,no,yes,actor
3793971,6110952,6,surema,,el,kõik,kõigist,Koos temaga suri osake meist kõigist .,,,,no,,no,yes,no,no,yes,actor
2533768,4064964,10,lõpetama,,el,palestiinlane,palestiinlasest,Kindluse valvamise Iisraeli vägede poolt lõpetas kolmapäeva õhtul kuue palestiinlasest vangi transportimine Briti ja USA vägede vahi alla .,,alive,,no,,no,yes,no,no,yes,actor
13229860,21166654,21,pajatama,,el,patriarh,patriarhist,"Kloostri peakiriku kuplid juba paistavad , kui raadios ilmselt teises jaamas , aga jälle ei pannud tähele pajatab Tiit Matsulevitš patriarhist .",,alive,,no,,no,yes,no,no,yes,actor
4161265,6697545,1,uskuma,,el,Tõnuri,Tõnurist,"Tõnurist usub samuti , et suuresti ilma etnilise aadressita kultuuri sissetung on tekitanud Eestis esialgu veel märkamatu rahvusliku tunde plahvatuse just noorte seas .",,,,no,,no,yes,no,no,yes,actor
7210601,11597989,19,jätkama,,el,rusikakangelane,rusikakangelastest,"Veia lisas , et vägivaldsetest peredest sirgunud tüdrukud võtavad suureks saades ohvrirolli emalt üle , samas jätkavad poisid rusikakangelastest isade traditsioone .",,alive,,no,,no,yes,no,no,yes,actor
2680746,4300420,10,uskuma,,el,too,nondest,"Eestlased näitavad näpuga muukeelsete inimeste vähesele lõimumistahtele , kuid nondest usub vaid veerand , et "" eestivenelased ei ole ise soovinud integreeruda "" .",,,,no,,no,yes,no,no,yes,actor
11933669,19096530,3,meeldima,,el,keskerakondlane,keskerakondlasest,Teadaolevalt Isamaaliidule keskerakondlasest peaminister ei meeldiks .,,alive,,no,,no,yes,no,no,yes,actor
1981090,3159700,1,toetama,,el,kaotaja,Kaotajaist,"Kaotajaist toetasid 22 punkti toonud Ritsi Lea Vene 13 , Kai Lass 12 ja Zilmer 11 silmaga .",,,,no,,no,yes,no,no,yes,actor
10421707,16718361,2,hoolima,,el,kirjanik,kirjanikest,Isegi kirjanikest ei hooli .,,alive,,no,,no,yes,no,no,yes,actor
10662121,17086706,7,pajatama,,el,mölder,möldrist,"“ Robin Hood ” pajatab vahvast möldrist , kes “ heitis äkitselt neile jahu näkku , täites nende silmad , nina ja suu püüliga ning tehes nad pimedaks ja pannes peaaegu lämbuma ” .",,alive,,no,,no,yes,no,no,yes,actor
11189239,17923677,8,töötama,,el,lastekodukasvandik,lastekodukasvandikust,Tallinnas ei õpi ega tööta viieteistkümnest ellusuunatud lastekodukasvandikust üheksa .,,,,no,,no,yes,no,no,yes,actor
9628529,15451046,9,toetama,,el,esitaja,esitajast,"Olen veendunud , et Isamaaliit toetab neid sõltumata esitajast .",,alive,,no,,no,yes,no,no,yes,actor
928505,1479130,9,nimetama,,el,budist,budistist,"Rezhissöör Oliver Stone nimetas "" äärmiselt naeruväärseteks "" budistist näitleja Richard Gere'i arvamusavaldusi Hiina ja Tiibeti konflikti kohta .",,alive,,no,,no,yes,no,no,yes,actor
10700670,17147600,3,tundma,,el,jaan,Jaanist,"Tunnen siin Jaanist teravat puudust , sebin palju üksi .",,time,,no,"The phrase 'Jaanist' is classified as not adverbial of place ('no') because it refers to a person (Jaan) and expresses an absence or lack, not a location.",no,yes,no,no,yes,actor
9371314,15050772,9,tõstma,esile,el,noor,noortest,"Kontrollmängude põhjal kiitis Kerde eriti Indrek Ruutu , noortest tõstis aga esile Karmo Allikat ja Indrek Suurt .",,,,no,,no,yes,no,no,yes,actor
6973531,11204178,2,täituma,,el,ootaja,ootajatest,Tervitamistseremoonia ootajatest olid täitunud kõik suusapealinna pubid ja söögikohad .,,,,no,The phrase 'ootajatest' was classified as not adverbial of place ('no') because it describes the group of people (awaiting the ceremony) and not a location.,no,yes,no,no,yes,actor
218080,354861,5,uskuma,,el,küsitletu,küsitletuist,"Siis uskus tervelt 81% küsitletuist , et aasta 2000 tuleb ettevõtjale eelmisest parem .",,alive,,no,,no,yes,no,no,yes,actor
2006297,3200959,9,nimetama,,el,koond,koondist,Väravavaht Mart Poom nimetas maailmajagude ristmikul asuva Egiptuse koondist väga huvitavaks .,,,,no,"The phrase 'koondist' does not describe a location or place but refers to a team, so it is not classified as an adverbial of place.",no,no,no,yes,yes,actor
12793809,20465810,3,jääma,kõrvale,el,põhimees,põhimeestest,Eesti koondise põhimeestest jäi turniirist kõrvale vaid vigastust raviv Tanel Tein .,,alive,,no,"The word 'põhimeestest' refers to a group of main team members and specifies their exclusion but does not denote a location, so it is not classified as an adverbial of place.",no,yes,no,no,yes,actor
8451868,13546085,10,arvama,,el,arvaja,arvajast,"Imelik , kui kirjutaja kirjutab kirjutajast , arvaja arvab arvajast .",,,,no,,no,yes,no,no,yes,actor
5001697,8030672,10,lõpetama,,el,neid,neidudest,Ent näiteks 1995. aastal ülikooli astunutest lõpetas nelja aastaga neidudest vaid 44% ja noormeestest neljandik .,,alive,,no,,no,yes,no,no,yes,actor
6654687,10707870,20,töötama,,el,kasutanu,kasutanutest,"Leppik lisas , et võimalus varem pensionile minna aitas inimestel majanduslikult toime tulla , sest vaid viiendik seda võimalust kasutanutest töötas .",,,,no,,no,yes,no,no,yes,actor
18180650,27615046,15,tõstma,esile,el,peaministrikandidaat,peaministrikandidaatidest,"Tuletage meelde presidendi esinemist televisioonis valimiste-eelsel laupäeval , kui ta millegipärast tõstis kõikidest võimalikest peaministrikandidaatidest esile ühe , mis oli lubamatu sekkumine valimiskampaaniasse .",,,,no,,no,yes,no,no,yes,actor
4182006,6730416,22,nimetama,,el,matsirahvas,matsirahvast,"Esimesed saksa soost uurijad , kellelt pärinevad üle kolme sajandi tagasi tehtud ülestähendused siinse talurahva eluolu ja kommete kohta , nimetasid matsirahvast ebausklikuks , harimatuks ja kasimatuks , kuid trotslikuks ja kavalaks porduelu elavaks karjaks , kes elab vaeselt , sest ei viitsi tööd teha .",,alive,,no,,no,yes,no,no,yes,actor
2618547,4201239,9,jätma,kõrvale,el,kõurik,kõurikutest,"Mis siis õigupoolest tekitab töötajates stressi ( jätkem kõurikutest , vananemisest , purunenud eelarvest ning abielust tingitu siinkohal kõrvale ) ?",,alive,,no,,no,yes,no,no,yes,actor
933527,1486774,8,tapma,,el,juuditar,juuditarist,"28. aprillil tappis Baumhammers Pittsburghis ilmselt oma juuditarist naabrinaise , samuti ühe afroameeriklase ning indialase , vietnamlase ja hiinlase .",,alive,,no,,no,yes,no,no,yes,actor
3502320,5639536,3,meeldima,,el,elanik,elanikest,Limburgeri lossi elanikest meeldib mulle õlirull .,,alive,,no,,no,yes,no,no,yes,actor
16620814,25589265,2,lugema,,el,A. Hitler,A. Hitlerist,"Lugesin A. Hitlerist näiteks et taoskas päris korralikult prantsuse keelt , ja oskas ka teatud määral inglise keelt .",,,PER,no,,no,yes,no,no,yes,actor
1167505,1854936,7,toetama,,el,soomlane,soomlastest,"Arvamusuuringud näitavad , et hetkel toetab soomlastest NATO-ga liitumist vaid 20 protsenti .",,alive,,no,,no,yes,no,no,yes,actor
243171,389026,6,surema,,el,eestlane,eestlasest,"Kui enne sõda suri 100 000 eestlasest vereringeelundite haigustesse kuni 200 , siis 1970-ndatest alates juba 3-4 korda enam .",,alive,,no,,no,yes,no,no,yes,actor
11882630,19014073,11,arvama,,el,erakonnakaaslane,erakonnakaaslastest,"Ajaveebis aadressil http://meikar.blogspot.com kirjutab Meikar näiteks sellest , mida arvab erakonnakaaslastest purjutajate kohta ning kuidas respublikaanidel on võimule tagasitulekuks kokkulepe Keskerakonna esimehe Edgar Savisaarega .",,alive,,no,,no,yes,no,no,yes,actor
942878,1501409,8,kasutama,,el,elanikkond,elanikkonnast,"Täna kasutab Eestis 28% 15-74 elanikkonnast , mis on üle kahe korra rohkem , kui 1999 aasta suvel , enne , kui tasuta sissehelistamisteenus Eesti turule toodi .",,alive,,no,,no,yes,no,no,yes,actor
17352565,26631044,11,tegema,välja,el,lauasistuja,lauasistujatest,"Igahommikune vaatepilt meie kodus : mees loeb ajalehte , teistest lauasistujatest välja ei tee .",,,,no,,no,yes,no,no,yes,actor
8764687,14066253,2,uskuma,,el,hongkonglane,hongkonglastest,"Küsitletud hongkonglastest 41 protsenti ei uskunud , et kohtuotsus oleks ise Hongkongi konstitutsiooni muutnud , kuigi 26 protsenti siiski arvas seda .",,alive,,no,,no,yes,no,no,yes,actor
3533826,5690471,9,mäletama,,el,naaber,naabrist,"Ainus , mida Piia oma lapse suvisest haiglapalati naabrist mäletab , on poisi voodialune koomiksiraamatute virn .",,,,no,,no,yes,no,no,yes,actor
11379465,18234182,5,põlvnema,,el,vanem,vanematest,"Lapsel , kes põlvneb vanematest , kes ei ole omavahel abielus , on samad õigused ja kohustused oma vanemate ja nende sugulaste suhtes kui lapsel , kes põlvneb omavahel abielus olevatest vanematest .",,,,no,The phrase 'vanematest' is not adverbial of place because it indicates a source or origin ('from the parents') rather than describing a location.,no,yes,no,no,yes,actor
673207,1070477,10,suutma,,el,kes,kellest,"Kuid maailmas elab niisutatavate alade naabruses miljard inimest , kellest vaid käputäis suudab kasutada uue tehnoloogia saavutusi .",,,,no,,no,yes,no,no,yes,actor
7399429,11876614,8,tegutsema,,el,badde,baddest,"Nii palju uudiseid veel , et isehakanud baddest bitch tegutseb uudisteosel ka dancehall- vallas , kuid post-Eve ajastul tundub tema Gucci-pop halenaljaka tõmblemisena .",,,,no,,no,yes,no,no,yes,actor
8417682,13491737,2,domineerima,,el,tema,neist,"Mis neist domineerib , on senini ebaselge .",,,,no,,no,yes,no,no,yes,actor
1407480,2238558,8,töötama,,el,president,presidendist,Politsei arreteeris aastail 1986-1992 oma presidendist isa Aafrika-nõunikuna töötanud Jean-Christophe'i üleeile .,,,,no,,no,yes,no,no,yes,actor
10083248,16175862,12,armuma,,el,kokaiinisõltlane,kokaiinisõltlasest,"Siis on seal veel usklik politseinik , kes esimesest pilgust armub kokaiinisõltlasest kaunitari ( kes omakorda on vähihaige telesaatejuhi hüljatud tütar ) , ning uuriv telereporter , kes koomas lamava meediamoguli “ kadunud poja ” ( temperament-selt ja uhkelt mängiv Tom Cruise ) hinge proovib tungida .",,,,no,,no,yes,no,no,yes,actor
6185956,9932688,21,olenema,,el,autorikaitsja,autorikaitsjatest,"Kas Ameerika pretsedent võib mõjuda ka Eestile , s.t. kas Eesti kohtupraktikasse võivad samasugused kohtuasjad jõuda , oleneb ainult meie autorikaitsjatest .",,,,no,,no,yes,no,no,yes,actor
98022,165694,30,suutma,,el,kontrolör,kontrolörist,"Pigem tõesti ainult kleidi suhtes , sest kui kleiti ennast polegi , on järel veel ainult maal kunstimuuseumis , mis üksiti filmi peategelast ehk kleiti kujutab , ei suuda kontrolörist meesterahvas ( keda muuseas ekraanil kehastab van Warmerdam ise ) kiusatusele vastu seista ning tormab , nuga õieli , maali kallale .",,alive,,no,,no,yes,no,no,yes,actor
6053247,9716130,17,saama,lahti,el,Saddami,Saddamist,""" Ma usun , et parim variant oleks , kui sõjavägi läheks sisse , saaks lahti Saddamist , paneks paika vastuvõetava valitsuse - vastuvõetava iraaklastele - ja laseks jalga , "" sõnas Baer .",,,PER,no,,no,yes,no,no,yes,actor
4884619,7842307,7,uskuma,,el,lapsevanem,lapsevanemaist,Nooruses narkootikume proovinud või regulaarselt tarvitanud lapsevanemaist usub ligikaudu kaks kolmandikku oma lapsi sama tegevat .,,alive,,no,,no,yes,no,no,yes,actor
4255479,6846895,9,uskuma,,el,eraperemees,eraperemeestest,"Metsa omamine annab majandusliku kindlustunde , usub 73% eraperemeestest .",,,,no,,no,yes,no,no,yes,actor
5545825,8892347,8,töötama,,el,lätlane,lätlastest,Lisaks sellele elab ja töötab Vike-Freiberga sõnul lätlastest teadlasi Novosibirskis .,,alive,,no,,no,yes,no,no,yes,actor
6692459,10767025,6,sündima,,el,itaallanna,itaallannast,"Anita Roddick sündis Inglismaal Littlehamptonis itaallannast ema ja ameeriklasest isa immigrandiperes , kolmanda lapsena neljast .",,alive,,no,,no,yes,no,no,yes,actor
20032922,29415534,1,uskuma,,el,poiss18tartu,poiss18tartust,poiss18tartust: ei usu,,,,no,,no,yes,no,no,yes,actor
