sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,is_org,exclude,classification2
11299201,18108224,3,näima,,all,kalev,Kalevile,"Ilmselt näis Kalevile kolm-neli minutit enne lõpusireeni , et võit ongi kodus ja ohjad anti käest .",,,,no,,no,yes,no,no,yes,actor
13876060,22126766,21,tulema,ette,all,fänn,fännidele,"« Naisteriietes mehed ja minimaalse , multifunktsionaalse trupiga naljanumbrid tulevad Monty Pythoni ja värske brittide situatsioonikomöödiaparoodia « Stella Streeti » fännidele tuttavad ette . »",,alive,,no,,no,yes,no,no,yes,actor
4794176,7699192,17,näitama,ette,all,tollitöötaja,tollitöötajale,"Need kaubaturistid , kes arvasid , et kui nad istuvad kaubakoti otsas ja ise oma kaupa tollitöötajale ette ei näita ( seadus ei luba tolliametnikul ise inimese asju läbi vaadata , vaid inimene peab need ise ette näitama - toim. ) , siis pääsevad ka trahvist , eksisid .",,,,no,,no,yes,no,no,yes,actor
951018,1514790,8,laulma,,all,rattur,ratturitele,Nii nad siis laulsidki peamiselt möödakihutavatele poolsurnud ratturitele .,,alive,,no,,no,yes,no,no,yes,actor
10499036,16833461,10,valetama,,all,mutike,mutikesele,"Jõhvis elav Kalda ei käinud hääletamas , kuid valetas mutikesele , et hääletas Knjazevi poolt .",,alive,,no,,no,yes,no,no,yes,actor
9200938,14788385,11,mõistma,,all,isa,isale,Rekordilise narkolasti tänavu märtsis Lõuna-Ameerikast kullerina Eestisse toimetanud viieaastase lapse isale Jaanus Ehalale ( 24 ) mõistis kohus kokaiini salakaubaveo eest nelja ja poole aasta pikkuse vanglakaristuse .,,alive,,no,,no,yes,no,no,yes,actor
13043,22652,2,vaatama,järele,all,mees,mehele,Millisele mehele vaatad tänaval järele ?,,,,no,,no,yes,no,no,yes,actor
7774404,12463851,3,seletama,,all,Käbin,Käbinile,"Markvart seletab Käbinile , et ise te tegite selle seaduse .",,,PER,no,,no,yes,no,no,yes,actor
8141768,13069190,14,vastama,,all,detektiiv,detektiivile,"Kriitikud leidsid üpris üksmeelselt , et Garner vastab oma füüsiselt kõige täpsemini Chandleri detektiivile .",,alive,,no,Detektiivile is not an adverbial of place because it does not indicate a location or direction but rather identifies an entity.,no,yes,no,no,yes,actor
9689589,15549779,6,pühendama,,all,Annie,Annie'le,Rezhissöör pühendas filmi oma naisele Annie'le .,,,PER,no,,no,yes,no,no,yes,actor
9699649,15566073,4,helistama,,all,dramaturg,dramaturgile,"Mina helistasin ühele dramaturgile ja küsisin , tema naeris ja ütles , et see küsimus on nüüd küll huumori vallast .",,alive,,no,,no,yes,no,no,yes,actor
3507156,5647482,12,viitama,,all,aselinnapea,aselinnapeale,"Majavalitsuse õigusjärglasest , Maardu Elamust rääkides viitas Amlet Liivak Maardu endisele aselinnapeale Arnold Knuudile , kes linnavalitsusse tööle asudes võttis kaasa oma meeskonna .",,alive,,no,,no,yes,no,no,yes,actor
13979863,22254911,9,esitlema,,all,kohtunik,kohtunikele,"Margus Hernits jätab poognate jäälejoonistamise pooleli ja esitleb kohtunikele iluuisusaapaid , mille kruvid on jääle pudenenud .",,alive,,no,,no,yes,no,no,yes,actor
3227527,5185124,10,ulatama,,all,pangamees,pangamehele,""" On ikka , "" vastab Reinalu ja ulatab pangamehele suure kartulikorvi .",,,,no,,no,yes,no,no,yes,actor
14017541,22315944,23,meenuma,,all,Reet,Reedale,""" Ma väga täpselt ei mäleta , aga oli vist küll üks pikk must kleit , mida armastasin kasutada , "" meenub Reedale .",,,,no,,no,yes,no,no,yes,actor
278923,440846,5,muutuma,,all,kunstnik,kunstnikele,"Keha ise on muutunud kunstnikele uueks meediaks , mille kaudu rünnatakse seksuaalseid tabusid , mis ka vabameelsemaks muutuvas ühiskonnas kunagi ei kao .",,alive,,no,,no,yes,no,no,yes,actor
1068270,1697214,5,valetama,,all,direktor,direktorile,Tikk valetas ka kooli direktorile,,,,no,,no,yes,no,no,yes,actor
4069733,6550951,22,jutustama,,all,ise,endale,"Me maksame suurema osa toote hinnast loo eest , mis jutustab , kes me oleme , ja me jutustame seda lugu endale ja eriti teistele meie ümber .",,,,no,,no,yes,no,no,yes,actor
6533227,10509153,11,pruukima,,all,külaelanik,külaelanikele,"Tehase töötaja sõnul tuleb korstnast aeg-ajalt tõesti lõhna , mis külaelanikele meeltmööda ei pruugi olla , kuid hais levib aleviku kohal kord nädalas , kui sulamalmi vormidesse valatakse .",,alive,,no,It is not classified as an adverbial of place because 'külaelanikele' specifies the recipients of the smell rather than a location where something happens.,no,yes,no,no,yes,actor
9895634,15875677,7,sõitma,otsa,all,pensionär,pensionärile,Auto sõitis kurvis otsa kõnniteel seisnud pensionärile ja jäi pidama elutoas .,,alive,,no,,no,yes,no,no,yes,actor
3212655,5160504,16,esitlema,,all,liit,Liidule,"TALLINN , 1. juuli ( EPLO ) - Regionaalminister Jaan Õunapuu esitles esmaspäeval Raplamaa Omavalitsuste Liidule Rapla maavanema kandidaati Tõnis Blanki , keda toetas enamik täiskogul osalenuid , kirjutab Nädaline .",,,ORG,no,,no,no,no,yes,yes,actor
578309,915781,20,tuletama,,all,naistöötaja,naistöötajale,""" Seadke oma tool keha järgi mugavaks , "" tuletab Tallinna Elcoteqi menetluse planeerimise osakinna juhataja Anja Kovanen noorele naistöötajale meelde .",,,,no,,no,yes,no,no,yes,actor
12084483,19345354,12,mängima,,all,korraldaja,korraldajatele,"Ilmataat mängis « Henri Remma Euroülikool Super Jump Show 2005 » korraldajatele paraja vembu , nii et ettevõtmise algul tundus olukord üsna lootusetu .",,,,no,,no,yes,no,no,yes,actor
6877979,11060209,4,määrama,,all,Varis,Varisele,Soome suusaliit määras Varisele esialgu võistluskeelu .,,,ORG,no,,no,yes,no,no,yes,actor
4632757,7445139,4,soovitama,,all,friigi,friigile,"Igale endast lugupidavale friigile aga soovitan suveööde vürtsitamiseks Maniakkide Tänava romaani "" Mu aknad on puust ja seinad paistavad läbi "" .",,,,no,,no,yes,no,no,yes,actor
14988776,23514967,1,kõlama,,all,tavainimene,Tavainimesele,Tavainimesele kõlab 20 000 naela suurune ehk ligi poole miljoni kroonine igakuine elatis ilmse liialdusena .,,alive,,no,,no,yes,no,no,yes,actor
1211330,1926653,14,helistama,,all,Kristjan,Kristjanile,""" Algul mõtlesin , et võtan ema kaasa , aga siis helistasin kaksikvend Kristjanile .",,,PER,no,"Classified as 'no' because 'Kristjanile' refers to the recipient of an action (calling), not a physical location, and thus is not an adverbial of place.",no,yes,no,no,yes,actor
194329,320429,5,valmistama,,all,arvutiteadlane,arvutiteadlastele,"Viiendaks , ja mis arvutiteadlastele eriti meelehärmi valmistab , on meid ümbritseva maailma pidevus , mistõttu on raske kõiki võimalikke sisendeid ja väljundeid korralikult ära nummerdada .",,alive,,no,,no,yes,no,no,yes,actor
2290292,3667555,9,tõlkima,,all,sõbranna,sõbrannale,"Ma saan sellest aru , tõlkisin just ühele sõbrannale kooli sisseastumisankeete .",,alive,,no,,no,yes,no,no,yes,actor
1389222,2209656,5,proovima,,all,ise,enesele,"Kaur  : Ma proovin enesele juba pikemat aega silme ette manada mõnd mittenaiselikku naist , ebameeldivat naist ... ja ei suuda .",,,,no,,no,yes,no,no,yes,actor
9724155,15602698,2,soovitama,,all,Primus,Primusele,"Soovitasime Primusele Tartut , sest Tallinnas oli tegijaid niigi , ” meenutas Käbin .",,,,no,,no,yes,no,no,yes,actor
14667348,23129393,11,suutma,,all,kõlupea,kõlupeale,"2004 18:02 OK selgitan selgemalt :_ No ei minusugusele kõlupeale suuda ükski selgitamine selgeks selgitada , et mõttekalambuuril _Daost väljus Üks .",,,,no,,no,yes,no,no,yes,actor
8225900,13199672,13,näima,,all,helistaja,helistajale,"Tegemist oli kulupõlenguga , mis polnud veel kuurini jõudnud , nagu häirekeskusesse helistajale näis . ”",,alive,,no,,no,yes,no,no,yes,actor
10036775,16101671,32,lugema,,all,omanik,omanikele,"Kuigi omandireformiga pole suudetud heastada kümnendikkugi sellest , mida okupatsioon Eesti riigile ja rahvale tekitas , on ometigi see Eesti põhiseaduse kõrval üheks sündmuseks , mis loob tegijatele ( loe : omanikele ja ettevõtjatele ) kindlustunde , et nendele seaduslikult kuuluvat vara Eesti Vabariigis enam kunagi ära ei võeta .",,alive,,no,,no,yes,no,no,yes,actor
2765369,4434901,9,panema,välja,all,armastaja,armastajatele,Oksjonimaja Christie's pani haruldase Hiina keiserliku keraamika kunsti armastajatele ja investoritele enne oksjonit tutvumiseks ja hindamiseks avalikult välja .,,,,no,,no,yes,no,no,yes,actor
9859843,15822430,5,seostuma,,all,komissar,komissarile,Tänavalasteks nimetatud seostuvad noorsoopolitsei komissarile eelkõige prügimägede ja keldrikorteritega .,,alive,,no,,no,yes,no,no,yes,actor
4061148,6536869,20,esitlema,,all,kes,kellele,"Lugejate konkurentsitu lemmiku Nora Robertsi nimi oli mulle tundmatu , samuti polnud temast kuulnud teiste riikide laenutushüvitussüsteemide juhid , kellele möödunud aastal Eesti süsteemi esitlesin .",,,,no,,no,yes,no,no,yes,actor
4585771,7370320,10,vaatama,vastu,all,artist,artistidele,"Publik luges tutvustavatest tekstidest "" kunagisest Adiemuse-häälest "" , artistidele aga vaatas sirgete pingiridade asemel saalist vastu kari põrandal lamasklevaid kunstitudengeid .",,alive,,no,,no,yes,no,no,yes,actor
3245146,5214282,5,kehtima,,all,kaubitseja,kaubitsejatele,"Kui lageda taeva all kaubitsejatele kehtib enam-vähem ühesugune hinnaskaala , siis hoopis segasem on asi turuhallis .",,alive,,no,,no,yes,no,no,yes,actor
9032595,14523533,16,muutma,,all,luulesõber,luulesõbrale,"Poeedi lastelooming paistab silma vaimukusega , mis muudab ta nauditavaks ka kesk- ja kõrges eas luulesõbrale .",,,,no,,no,yes,no,no,yes,actor
16807783,25866909,9,tungima,kallale,all,korravalvur,korravalvureile,"Ööl vastu pühapäeva ei tunginud noored küll enam korravalvureile kallale , kuid turvaliselt ei saanud end tunda ühegi tänavaserva pargitud auto omanik ega poepidaja .",,alive,,no,,no,yes,no,no,yes,actor
1884862,3002777,4,valetama,,all,kaasa,kaasadele,Naisedki valetavad oma kaasadele samadel põhjustel nimetades seda kodurahu päästvaks hädavaleks .,,,,no,,no,yes,no,no,yes,actor
11892197,19030594,4,näima,,all,Anu,Anule,"Tagantjärele mõeldes näib Anule , et kui viis-kümme aastat tagasi ta tõepoolest arvas , et pole vaja oma kodu avalikult eksponeerida , siis uskus ta , et nüüd juba võib .",,,PER,no,"The phrase 'Anule' refers to a person, not a place, so it is not classified as an adverbial of place.",no,yes,no,no,yes,actor
2785488,4466774,18,tuletama,,all,kes,kellele,"Publikuks olid inimesed , kes Läti kuulsaima helilooja ja pianisti Raimonds Paulsi kuulsuse ajal üles kasvasid ja kellele Nõukogude estraadi professionaalne läänelik osa tuletab meelde õitsvat noorust .",,,,no,,no,yes,no,no,yes,actor
3717315,5986727,12,kehtima,,all,kojuviija,kojuviijatele,Ettevõtlusameti juhataja Kairi Teniste sõnul kehtib alkoholimüügi keeld siiski ka toidu kojuviijatele .,,,,no,,no,yes,no,no,yes,actor
7939879,12723226,6,naeratama,,all,Krista,Kristale,"Nõksutan end rütmis ja naeratan Kristale , kellel on peas nähtavasti samad mõtted .",,,PER,no,,no,yes,no,no,yes,actor
7537345,12103839,13,viitama,,all,Villem,Villemile,""" Kes see maavillane mats oli ? "" viitas Leoga kaasasolev noormees Villemile , kui see sadamatööliste sekka ära kadus .",,,LOC,no,,no,yes,no,no,yes,actor
106540,179512,17,pühendama,,all,kallim,kallimatele,"Paljudes tulevikuühiskonda käsitlevates kirjutistes maalitud pilt sellest , kuidas inimesed infoühiskonnas vaba aja argitoimetuste asemel end kallimatele , sõpradele ja kaunitele kunstidele pühendavad , on arvatavasti samavõrd paikapidamatu , kui ükskõik milline industriaalrevolutsiooni jooksul ikka ja jälle tärganud lootus , et aurumasin , raudtee , elekter või arvuti muudab inimesed paremaks .",,alive,,no,,no,yes,no,no,yes,actor
16999035,26132842,3,meenuma,,all,komisjon,komisjonile,See asjaolu komisjonile ei meenunud .,,,,no,,no,no,no,yes,yes,actor
3678714,5924134,12,valmistama,,all,elukaaslane,elukaaslasele,Mõni tund hiljem valmistas ta assisteerinud doktor Kaidu Meiterni sõnul üllatuse elukaaslasele .,,alive,,no,"The phrase 'elukaaslasele' refers to a person and not a place, so it is not adverbial of place.",no,yes,no,no,yes,actor
7750475,12425134,9,seletama,,all,Tulviste,Tulvistele,"Ta silmitses imposantset kauplust ning seletas kaardileti ees Tulvistele , miks Nõukogude ajal trükitud Eesti kaartidel kunagi Soomet näha polnud .",,,LOC,no,,no,yes,no,no,yes,actor
1915815,3052335,4,valetama,,all,hoiustaja,hoiustajatele,"Hoiupanga juhtkond valetas hoiustajatele ja aktsionäridele ühtejärge mitu kuud , aga õnneks kadus üksnes pank , mitte hoiustajate raha .",,,,no,,no,yes,no,no,yes,actor
8813771,14154115,6,vaidlema,vastu,all,keegi,kellelegi,NAKi esimees Valeeria Villandi vaidles kellelegi ettevaatlikult vastu :,,,,no,,no,yes,no,no,yes,actor
7915570,12678518,6,püüdma,,all,Minna,Minnale,"Kui ma püüdsin ta tähelepanu Minnale ja sellele juhtida , kui hirmsasti Ukuaru org on ära lõhutud , naeris ta laialt :",,,PER,no,,no,yes,no,no,yes,actor
3254155,5229189,5,näima,,all,juht,juhtidele,"Kahtlasena näib praegustele TDK juhtidele ka see , et 6000 krooni eest vajas Kivilo auto aruannete järgi aprillis ka plekitöid .",,,,no,,no,yes,no,no,yes,actor
50326,86992,17,tulema,järele,all,mina,meile,"“ Ma olen kõige kauem neli kuud järjest treeninglaagris olnud , kuid siis tulid lõpuks naised meile järele .",,,,no,The phrase 'meile' was not classified as adverbial of place because it does not indicate a specific physical location but rather refers to a group of people (us).,no,yes,no,no,yes,actor
16543487,25512038,5,mõistma,,all,veli,veljele,Kokkuvõttes mõistis kohus vanemale veljele kaks aastat ja kolm kuud ning nooremale kaks aastat ja kuus kuud vabadusekaotust .,,alive,,no,,no,yes,no,no,yes,actor
13353887,21362463,10,muutuma,,all,koondislane,koondislastele,Aastaid heaoluühiskonnas ning Vana Maailma rikkamates klubides heidelnud Hollandi koondislastele muutus MM-i pronks oluliseks alles viiastel sekunditel .,,alive,,no,"It is not classified as adverbial of place because 'koondislastele' refers to the recipients or beneficiaries, not a location.",no,yes,no,no,yes,actor
18363218,27836694,16,tuletama,,all,idealist,idealistidele,"Muidugi on meelisala võistkonnas mängimisel ja kohustusliku ajateenistuse läbimisel oluline vahe , aga siinkohal tuletaks idealistidele meelde rahvatarkust : "" Kes ei toida oma väge toidab varsti võõrast väge "" .",,alive,,no,"The phrase 'idealistidele' refers to a group of people and not to a location, so it is not an adverbial of place.",no,yes,no,no,yes,actor
11241215,18013124,17,demonstreerima,,all,puhkaja,puhkajatele,"Laupäeval kella poole kuue ajal pidas politsei Anne kanali ääres kinni 75-aastase Hindreku , kes oli puhkajatele oma kärbuvat mehelikkust demonstreerinud .",,alive,,no,,no,yes,no,no,yes,actor
11285812,18087047,5,seletama,,all,seisja,seisjatele,"Režissöör Andri Luup seletab seisjatele üksikasjalikult , mida nad peavad tegema ja kuidas käituma .",,alive,,no,,no,yes,no,no,yes,actor
10925450,17497375,16,pakutama,,all,lugeja,lugejale,"End ajarändureile mõeldud virtuaalse reisina reklaamiv raamat erineb tavapärastest antiiklugudest eeskätt selle poolest , et lugejale ei pakuta mitte sündmuste jada , vaid pilti Antiik-Rooma elust , kultuurist ja olustikust .",,,,no,,no,yes,no,no,yes,actor
8726784,14006258,3,seletama,,all,Juan,Juanile,"Aidann seletas Juanile trikke , mida nood tegid ja ühmas tihti põlglikult , et see või teine asi on tehtud labaselt ja teadjale silmale kohe läbinähtav .",,,PER,no,,no,yes,no,no,yes,actor
14262169,22639356,3,maitsema,,all,messikülastaja,messikülastajatele,"Sültidest maitses messikülastajatele enim Talleggi kanasült , pasteetidest Rakvere pidupasteet , jõulupraadidest Talleggi ahjukana õunte ja ploomidega ning üllatustoote tiitel läks Lihameistri toorsuitsu talle-seljafileele .",,,,no,,no,yes,no,no,yes,actor
7321435,11752441,33,seletama,,all,olija,olijatele,"Keelejuht PH on nii neid sõnu kui järgmise lause sõnu ( ei sööda , ei süüdä ) hääldanud kaks korda , sest ta tegi pärast lausete lugemist pausi ja seletas lindistuse juures olijatele , mida sõnad tähendavad , öeldes sõnad uuesti .",,alive,,no,,no,yes,no,no,yes,actor
1494919,2380119,1,meenuma,,all,Otis,Otisele,"Otisele meenub küll hetki , kui Rourke oli "" võluv ja andekas poisu "" , kuid ta ei suuda unustada ka päevi , mil mees langes raevu- ja vägivallahoogudesse .",,,,no,,no,yes,no,no,yes,actor
11559528,18510631,6,virutama,,all,väikeettevõtja,väikeettevõtjaile,"Selline aktsiisipoliitika virutab lagipähe ka väikeettevõtjaile , kes tahes-tahtmata peavad mingi ajavahemiku järel oma transpordivahendeid ( näiteks kaubikuid ) vahetama .",,alive,,no,The phrase 'väikeettevõtjaile' is not adverbial of place because it refers to the recipient of the action rather than a specific location.,no,yes,no,no,yes,actor
503979,792875,45,kurtma,,all,esimees,esimehele,"Eesti Kirjanike Liidu legendaarne autojuht Voldemar Laanemets , nüüd juba manalamees , kes ei teinud ühtki avariid , ei jäänud kunagi hiljaks ega sosistanud edasi ühtki sõna , mida tema autos rääkisid sõnaohtrad loovinimesed kainelt või lõbusa peaga , kurtis kord meie liidu pikaajalisele esimehele Paul Kuusbergile , et tema aiamajakese kamin ei taha tõmmata .",,alive,,no,,no,yes,no,no,yes,actor
15538962,24267799,5,tuletama,,all,korteriomanik,korteriomanikule,"Ühistu juhatuse liige tuletas korteriomanikule meelde , et tal on veeraha maksmata .",,,,no,,no,yes,no,no,yes,actor
8534899,13678890,19,tegema,välja,all,Öövel,Öövelile,"Aga põhimõtteliselt see jutt Thomsoni radaritest ja sellest , et osteti just Thomsonilt , sest nad tegid Pariisis Öövelile lõunasöögi välja , ei vasta tõele , ” väitis Vähi eile .",,,PER,no,,no,yes,no,no,yes,actor
11038589,17679179,10,pruukima,,all,vaimulik,vaimulikule,"Mis ilmalikule mõtteviisile normaalne , ei pruugi seda olla vaimulikule .",,,,no,,no,yes,no,no,yes,actor
14974179,23490816,11,seletama,,all,perenaine,perenaisele,"Vahetult enne näitust ei tohiks kassi pesta , seletab kohtunik perenaisele .",,alive,,no,"It refers to the person being addressed, not a location, and does not answer the question 'where'.",no,yes,no,no,yes,actor
4748999,7627156,9,püüdma,,all,harrastuskalamees,harrastuskalamehele,Üleeile soolasid keskkonnainspektsiooni Pärnu osakonna inspektorid koha püüdnud harrastuskalamehele esimese protokolli .,,,,no,,no,yes,no,no,yes,actor
560271,885902,19,virutama,,all,mina,mulle,""" Võõras pöördus minu poole , küsis ülbelt : "" Mis asja sa vahid ? "" ning virutas mulle rusikaga näkku .",,,,no,,no,yes,no,no,yes,actor
5555698,8907985,6,ütlema,ära,all,olümpiavõitja,olümpiavõitjale,""" Osaka ütles ära ka olümpiavõitjale Virgilijus Aleknale , kes kuulub samuti minu gruppi , ning LAVi olümpiapronksile Frantz Krugerile !",,alive,,no,,no,yes,no,no,yes,actor
10042045,16110644,10,vastama,,all,Lillik,Lillikule,"x 9. dets 1998 - parketimüüja AS Arxel vastab Lillikule : me võime parketti müüa , sest riigi tervisekaitseametilt on luba , teie nõudmist parkett ära vahetada me ei rahulda .",,,PER,no,,no,yes,no,no,yes,actor
