sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,is_org,exclude,classification2
5813427,9327088,9,pääsema,,ad,Saharov,Saharovil,"89. minutil on supervõimalus karistusalas ootamatult löögile pääsenud Saharovil , kes palli tugeva löögiga tribüünile saadab .",,,LOC,no,,no,yes,no,no,yes,actor
915337,1457989,7,vestlema,,ad,Have,Havel,Presidendi esindaja Ladislav Spaceki sõnul vestled Havel reedel siseminister Stanislav Grossiga ning palus muuhulgas piirilt tagasisaadetute nimekirja .,,,LOC,no,,no,yes,no,no,yes,actor
2134739,3409765,5,jääma,puudu,ad,Netšeporuki,Netšeporukil,"Oma Eesti rekordist jäi Netšeporukil puudu 21 punkti , siiski on Talence'i võidutulemus maailma hooaja edetabelis kümnes .",,,LOC,no,,no,yes,no,no,yes,actor
7404632,11886864,17,nõudma,,ad,kreeklane,kreeklastel,"Mina jooksin pardale , käskisin hiivata ankruköie ning kui laeva põhja alt kostis kopsimist , nõudsin kreeklastel ettevaatlikult põhja auk saagida .",,alive,,no,,no,yes,no,no,yes,actor
12591636,20149675,9,aitama,,ad,Pedajas,Pedajasel,"Olulisim koht lavakangelaste elus on muusikal , mida Pedajasel on valida aidanud rootslanna , rahvamuusik Sofia Joons , kes ka ise tükis kaasa teeb .",,,,no,,no,yes,no,no,yes,actor
13571301,21700431,17,tabama,,ad,ONiga,ONeal,"Läinudöistes NBA mängudes tuli trammi alt välja liider Los Angeles Lakers , kahepunktilises kaotusseisus tabas Shaquille ONeal korvi alt Kobe Bryanti söödust , realiseeris teenitud vabaviske ning vastaste viimasel rünnakul blokeeris Vlade Divaci viske .",,,,no,"The phrase 'ONeal' refers to a person and not a location, so it is not an adverbial of place.",no,yes,no,no,yes,actor
14739878,23220211,15,märkima,,ad,inimene,inimestel,"” Eriti suur risk haigestuda on kontorirottidel , ” märgib Marianne Niin , ” inimestel , kes istuvad suurema osa ajast kinnistes ruumides ning otsustavad siis äkki korralikult päikest võtta . ”",,alive,,no,,no,yes,no,no,yes,actor
11689071,18707729,3,diagnoosima,,ad,väikemees,väikemehel,Märtsis sündinud väikemehel diagnoosisid arstid õlavarre-ja reieluumurru .,,alive,,no,,no,yes,no,no,yes,actor
156042,259912,14,valutama,,ad,tema,neil,"MM :  On inimtüüpe , kes hakkavad hambaarstiks õppima selle pärast , et neil hammas valutab .",,,,no,,no,yes,no,no,yes,actor
15713941,24520843,15,kõlama,,ad,osa,osal,"See oli noorte lavastus noortele ning kandis oma vormilises küljes noortele omaseid märke : osal tegelastest oli punksoeng või hokivarustus , kõlas rokkmuusika .",,,,no,,no,yes,no,no,yes,actor
3882671,6253266,13,soovitama,,ad,NASA,NASA-l,"Astronaut ütles , et ta toetaks Kuule naasmist uurimiseesmärkidel , kuid soovitas NASA-l tõsiselt järele mõelda , kas sinna baasi loomine selleks , et sealt edasi Marsile minna , on mõttekas .",,location,ORG,no,,no,no,no,yes,yes,actor
6811115,10958035,3,tegema,kaasa,ad,mina,meil,"Samas pole meil üheski mängus kaasa teinud kaks-kolm kogenut liidrit , kes vaevlevad vigastuse küüsis , "" lausus Klemann .",,,,no,,no,yes,no,no,yes,actor
2220342,3550793,7,pääsema,,ad,Priit,Priidul,"Konstaabel Kiinvaldi sõnul olid eluga pääsenud Priidul tugevad alkoholilõhnad , hukkunud meeste alkoholijoobe astme selgitab ekspertiis .",,,,no,,no,yes,no,no,yes,actor
1091930,1735191,3,diagnoosima,,ad,kannatanu,kannatanul,Arstid diagnoosisid kannatanul lahtise sääreluumurru ning otsmiku põrutushaava .,,alive,,no,,no,yes,no,no,yes,actor
6803967,10946810,14,saama,,ad,CC,CC-l,"Karvkatte erinevus oli näha juba aasta eest , iseloom on aga täiskasvanuks saanud CC-l samuti hoopis teistsugune , niisamuti kui ka kehaehitus .",,,,no,,no,yes,no,no,yes,actor
5747326,9218610,4,sujuma,,ad,Operi,Operil,"Hooaja algus sujus Operil Moskva Torpedos korralikult , suveks aga istutati ta pingile .",,,ORG,no,,no,yes,no,no,yes,actor
11709343,18739731,10,jääma,üle,ad,lugemishuviline,lugemishuvilisel,"RAAMATUKOGUS : Et raamat kallineb järjest , siis jääb lugemishuvilisel üle oma kultuurijanu raamatukogus vaigistamas käia .",,,,no,,no,yes,no,no,yes,actor
10607918,17003410,1,süüdistama,,ad,Javlinski,Javlinskil,Javlinskil süüdistab,,,,no,,no,yes,no,no,yes,actor
19821620,29300214,12,nihutama,,ad,mina,mul,nica: seebitaja- kas sa pliis nihutaksid oma keelt pisut paremale mul oma kelel kitsas,,,,no,,no,yes,no,no,yes,actor
4846695,7781363,4,jääma,üle,ad,astmahaige,astmahaigel,"Järelikult ei jää astmahaigel muud üle , kui oma haigusega kohaneda ning õppida elama koos sellega .",,,,no,,no,yes,no,no,yes,actor
16727992,25737499,13,tasuma,,ad,kinkija,kinkijal,"Et roos ka tõepoolest kaks või enam nädalat vastu peaks , tasuks kinkijal eelistada kodumaist värsket lille .",,,,no,,no,yes,no,no,yes,actor
13308746,21291189,6,lõpma,,ad,issi,issil,""" Et siis , kui issil hooaeg lõpeb , "" räägib Jana .",,alive,,no,"The phrase 'issil' refers to 'to dad' but does not indicate a physical location; thus, it is not adverbial of place.",no,yes,no,no,yes,actor
714186,1137314,3,tekkima,,ad,Davenporti,Davenportil,Finaalis tekkis Davenportil vaid üks nõrkusehetk : avasetis kaotas ta seisul 4 : 1 oma pallingu ja Hingis tuli järele 4 : 3.,,,LOC,no,"The phrase 'Davenportil' refers to a person and not a location, so it is not an adverbial of place.",no,yes,no,no,yes,actor
14732938,23209955,3,kaduma,,ad,elektroonikatudeng,elektroonikatudengil,"Kõrval lebaval elektroonikatudengil Indrekul on näost veri kadunud , ja kotikesse ei ole see voolanud .",,,,no,,no,yes,no,no,yes,actor
13504839,21599659,17,kaduma,,ad,autovaras,autovarastel,"Politseinikud rõhuvad sellele , et kui inimesed pättidele oma auto eest raha ei maksaks , kaoks autovarastel hõlbus teenistus .",,,,no,"The phrase 'autovarastel' does not indicate a location but refers to a group of people, so it is not an adverbial of place.",no,yes,no,no,yes,actor
8024472,12875201,5,lubama,,ad,assistent,assistendil,"Piibemann omalt poolt lubas assistendil koormust vähendada , teatagu ainult ette , kui tulemata jääb ; telefonid on juba leiutatud , jumal tänatud .",,alive,,no,,no,yes,no,no,yes,actor
13500855,21593493,1,ilmuma,,ad,mittetulundusühing,Mittetulundusühingul,"Mittetulundusühingul "" Keskaegne Lihula "" ilmus teisipäeval lehe "" Kodukoht "" esimene number .",,,,no,,no,no,no,yes,yes,actor
9806624,15734310,4,jääma,puudu,ad,Ustritsk,Ustritskil,"88. minutil jäi Ustritskil vähe puudu , et peaga võiduvärav lüüa .",,,LOC,no,,no,yes,no,no,yes,actor
1249965,1987342,10,soovitama,,ad,autoostja,autoostjatel,"Varsti jõuavad ummikud ka Eestisse ja seetõttu soovitan kõigil autoostjatel järele vaadata , kas topsihoidjad olemas .",,,,no,"The phrase 'autoostjatel' identifies a group of people but does not specify a location, so it is not adverbial of place.",no,yes,no,no,yes,actor
3080216,4944265,3,jääma,puudu,ad,meeskond,meeskonnal,""" Pärnu meeskonnal jääb pisut puudu rünnakuvõimsusest , kuigi olen kindel , et nädal tagasi Moskvas peetud kohtumises kogu potentsiaal ei avanenud .",,alive,,no,,no,yes,no,no,yes,actor
13839283,22066709,12,käskima,,ad,sugulane,sugulastel,"Mõtlesin isegi , et äkki Juri polegi surnud , vaid käskis sugulastel seda lihtsalt minu Venemaale meelitamiseks öelda . ”",,,,no,,no,yes,no,no,yes,actor
7458855,11974305,14,saama,,ad,Kare,Karel,"Mihkel haigestus n-ö õliste käte sündroomi sõbra abiga , temalt omakorda sai selle Karel .",,,PER,no,,no,yes,no,no,yes,actor
5197195,8337470,4,ebaõnnestuma,,ad,sakslane,sakslasel,"MK teisel , sakslasel Martin Schmittil ebaõnnestus võistlus Sapporos .",,alive,,no,,no,yes,no,no,yes,actor
7928909,12703081,3,vaevama,,ad,mina,meil,See vaevas meil kevadel 43 sadu vange .,,,,no,,no,yes,no,no,yes,actor
12317627,19721004,4,välistama,,ad,suursugu,Suursool,Ameerikasse siirdumine välistab Suursool võimaluse tulla järgmise aasta aprillis Eesti koondisele appi maailmameistrivõistluste B-grupi turniiril Sloveenias .,,,,no,,no,yes,no,no,yes,actor
12850191,20554032,25,kippuma,,ad,massöör,massööril,"« Kui mul minekut on , väsivad lihast töötleva mehe käed ja randmed ära ja ta hakkab kiruma , » muigas Jass , et massööril kipuvad vänged sõnad üle huulte lipsama .",,alive,,no,,no,yes,no,no,yes,actor
9115631,14656103,13,tasuma,,ad,järeltulija,järeltulijal,"Arvan veendunult , et Päts oli tõeline riigimees , kellest igal tema järeltulijal tasuks eeskuju võtta just selles , kuidas üks elu on jäägitult elatud Eestile .",,alive,,no,,no,yes,no,no,yes,actor
14726326,23200172,3,jääma,üle,ad,kiilaspea,Kiilaspeadel,AHISTATUD : Kiilaspeadel ei jää sageli muud üle kui kogu asi naljaks pöörata .,,,,no,,no,yes,no,no,yes,actor
1050619,1670984,2,vajama,,ad,mina,mul,"Kui mul tütar aga haruldase haiguse pärast kiiresti närviarsti abi vajas , poleks ta seda saanud , kui me ise poleks nahaalselt Rakverre kohale sõitnud ja läbivaatamist nõudnud .",,,,no,,no,yes,no,no,yes,actor
7588239,12177104,5,tulema,välja,ad,kunstnik,kunstnikel,Luukerede joonistamine tuli noortel kunstnikel hästi välja .,,alive,,no,,no,yes,no,no,yes,actor
12131293,19423093,9,lubama,,ad,Agger,Aggeril,Nüüd ei kaitsnud Flora enam üldse ning lubas Aggeril ka 4 : 0 koksata .,,,LOC,no,,no,yes,no,no,yes,actor
12276933,19654035,4,lubama,,ad,Sonn,Sonnil,"Vene vastuluure lubas Sonnil koju helistada kolm korda , sealjuures võis ta vaid öelda , et on haige ja tuleb hiljem .",,,LOC,no,The phrase 'Sonnil' (Sonni) was classified as not adverbial of place ('no') because it refers to a person rather than a location.,no,yes,no,no,yes,actor
10838338,17358195,22,arvama,,ad,MK,MKl,"“ Olin enne Tallinna mõõka edetabelis alles 19 . kohal , kuid mingid väljavaated mul olümpiamängudele pääseda ikka on , ” arvas MKl üldse oma esimese esikoha võitnud 25aastane Fekete .",,event,ORG,no,,no,no,no,yes,yes,actor
185401,308018,3,tekkima,,ad,Ossegg,Osseggil,"Ohjeldamatu fantaasialennuga Osseggil tekkis mõte , et tegemist on kuriteoga .",,,,no,,no,yes,no,no,yes,actor
181055,300938,5,jääma,üle,ad,kodanik,kodanikul,"Need puhkevad õitsele , kodanikul aga jääb raha ülegi , et jaanipäevaks , jõuluks ja riigipühadeks ajaleht pidulauale tuua .",,alive,,no,,no,yes,no,no,yes,actor
8374201,13419092,12,jääma,üle,ad,inimtegelane,inimtegelastel,"Et peategelaseks on valitud 300-miilise tunnikiirusega kaost külvav keeristorm , jääb inimtegelastel üle vaid veidralt huilates sellele kas järele joosta või eest pageda .",,,,no,,no,yes,no,no,yes,actor
897244,1429509,2,minema,,ad,Jaagup,Jaagupil,Kuidas Jaagupil matemaatikatunnis läks ?,,,LOC,no,,no,yes,no,no,yes,actor
2955424,4739702,1,seostuma,,ad,tavainimene,Tavainimesel,"Tavainimesel seostub Bulgaaria tomatikonservide ning veiniga , natuke teadjamatel kraanade ja tõstukitega .",,alive,,no,,no,yes,no,no,yes,actor
485436,762735,5,laskma,,ad,Taal,Taalil,"Koonderakonna poliitikud ei lasknud Taalil tõesti viimastel kuudel ise uut kantslerit valida , ehkki eraettevõtlusest tulnuna pidas minister sellist juhtimispõhimõtet enesest-mõistetavaks .",,,PER,no,,no,yes,no,no,yes,actor
13793505,21992820,1,jääma,üle,ad,Vassiljev,Vassiljevil,"Vassiljevil ei jää suurt muud üle , kui helgemat homset oodata .",,,,no,,no,yes,no,no,yes,actor
5563815,8920862,10,oskama,,ad,tema,neil,"Kuid ilmselt on ka Eesti ettevõtted muutunud targemaks ja neil , kel on valuutariske , oskavad neid maandada .",,,,no,,no,yes,no,no,yes,actor
1568110,2495358,1,valutama,,ad,mees,Mehel,Mehel valutab kurk .,,,,no,,no,yes,no,no,yes,actor
6937775,11149096,4,tulema,välja,ad,eurooplane,eurooplastel,"Paljudel väga tugevatel eurooplastel , suurfavoriitidel ei tulnud siin midagi välja .",,alive,,no,,no,yes,no,no,yes,actor
4927432,7911506,3,paluma,,ad,Makarevitš,Makarevitšil,"Sügiste palus Makarevitšil ka endast ühe pildi teha , sest kes teab , võimalikus kokkupõrkes bandiitidega võib kuul ju filmimeest tabada .",,,PER,no,,no,yes,no,no,yes,actor
55856,96682,9,tulema,,ad,Erik,Erikul,"Akadeemiline karjäär katkes , pärast ülikooli lõpetamist tuli Erikul asuda põllumajandusliku perefirma etteotsa .",,,PER,no,,no,yes,no,no,yes,actor
9272845,14899257,15,aitama,,ad,Pikaro,Pikarol,"“ Peab selgitama , kas ja miks aitas Kesklinna kriminaalpolitsei juhtivametnik oma töötõendit kasutades Pikarol ühes Tallinna väidetavas lõbumajas eraasju lahendada , ” kinnitas Tallinna prefekt Helmut Paabo eile Postimehele .",,,LOC,no,,no,yes,no,no,yes,actor
13980557,22255954,3,soovitama,,ad,Kaire,Kairel,Lopassov soovitab Kairel võimalikult kiirelt Eestimaa tolmu jalgadelt pühkida .,,,PER,no,,no,yes,no,no,yes,actor
16226755,25133851,6,tulema,välja,ad,narvalanna,narvalannadel,Ka teises geimis ei tulnud narvalannadel midagi välja .,,alive,,no,,no,yes,no,no,yes,actor
9272408,14898544,1,tulema,,ad,Anant,Anandil,Anandil tuli aga oma uuendused ilmselt juba Groningenis välja käia .,,,,no,,no,yes,no,no,yes,actor
9763739,15666421,6,jaksama,,ad,Estrave,Estravel,Pärast nende loobumist jaksab ka Estravel rootslastest majaomanikele kahekordset Riia keskmist büroorendi tasu maksta .,,,ORG,no,,no,no,no,yes,yes,actor
6264914,10064137,3,lugema,,ad,Bohum,Bohumil,"Siis lugesin Bohumil Hrabalit , mõned aastad tagasi surnud tšehhi kirjanikku , keda Milan Kundera pidas kõige tähtsamaks tšehhi romaanikirjanikuks pärast Teist maailmasõda .",,,PER,no,,no,yes,no,no,yes,actor
13577969,21711174,5,jääma,üle,ad,loomatohter,loomatohtritel,"Sellisel juhul ei jää loomatohtritel muud üle , kui nukrutsejat tablettidega tur-gutada .",,alive,,no,,no,yes,no,no,yes,actor
14492262,22919074,1,kaaluma,,ad,vana,Vanal,"Vanal kaalus haavel 28 , sellel 24 grammi .",,,,no,,no,yes,no,no,yes,actor
10122130,16239866,1,aeguma,,ad,mina,Meil,Meil kuriteod aina aeguvad .,,,,no,,no,yes,no,no,yes,actor
12678810,20286166,3,paluma,,ad,Hedvig,Hedvigil,"Turvamehed palusid Hedvigil tsirkusetrikid lõpetada ja kohe alla ronida , sest see olevat eluohtlik .",,,LOC,no,,no,yes,no,no,yes,actor
10436350,16737180,4,jääma,puudu,ad,allianss,alliansil,"Ainus , millest alliansil seekord puudu jäi , oli piisav rahvusvaheline toetus väljaspool NATOt .",,location,,no,,no,no,no,yes,yes,actor
4588657,7375014,5,murduma,,ad,kaaslane,kaaslasel,"Olen näinud , kuidas kaaslasel murdub käeluu .",,,,no,,no,yes,no,no,yes,actor
8244864,13228844,5,kippuma,,ad,igaüks,igaühel,Ülikooli meeskonnal kipub üldse igaühel erinev munder olema : Marati dressidest kuni second-hand'i ja koondise särkideni .,,,,no,,no,yes,no,no,yes,actor
1972685,3145578,5,pruukima,,ad,partei,parteil,"Tuleval aastal ei pruugi parteil aga olla raha , et kaitsta oma 1999. aastal Šoti ja Walesi parlamentides kätte võidetud liidrirolli .",,alive,,no,,no,no,no,yes,yes,actor
677772,1077525,9,paluma,,ad,arst,arstil,"Kui tahan apteegist odavamalt soodusravimeid saada , palun arstil kõik ravimid eraldi retseptidele kirjutada- nii annab apteek neist igaühe soodustusega .",,alive,,no,,no,yes,no,no,yes,actor
610115,967468,17,käskima,,ad,kaitseliitlane,kaitseliitlastel,"Omandivaidluses Bekkeri sadama ühe haldaja , Kaitseliiduga koostööleppe sõlminud OÜ RasmusSoni palvel käskis Leesik Harju maleva kaitseliitlastel laupäeva õhtul sulgeda Marati tänav ja asuda julgestama üle tee rajatava raudtee ehitamist .",,alive,,no,"The phrase 'kaitseliitlastel' refers to individuals (members of the Defense League) and not to a location, so it is not classified as an adverbial of place.",no,yes,no,no,yes,actor
3291016,5290312,9,laskma,,ad,Parts,Partsil,"Ja ega mina tänamatu pole , näe , Partsil lasin ma peaministriks saada ja hoian teda selle koha peal nii kaua kui tahan !",,,PER,no,,no,yes,no,no,yes,actor
12924768,20674839,4,diagnoosima,,ad,näitleja,näitlejal,"Mullu diagnoosisid arstid näitlejal ägeda kõhunäärmepõletiku , mille põhjustas ilmselt napsi ja tablettide koosmõju .",,alive,,no,,no,yes,no,no,yes,actor
8926061,14348105,17,jääma,ära,ad,teenistuja,teenistujal,"Palgatõus jääb ära ministeeriumide , maavalitsuste , ametite , inspektsioonide ja teiste seadusega moodustatud valitsemisasutuste 15 800 teenistujal .",,alive,,no,,no,yes,no,no,yes,actor
701124,1115654,6,sujuma,,ad,teine,teistel,""" Tuleb vaadata , kuidas teistel sõit sujub .",,,,no,,no,yes,no,no,yes,actor
3001012,4813647,1,tasuma,,ad,huumorisõber,Huumorisõpradel,Huumorisõpradel tasub kindlasti lugeda riigikogu koduleheküljelt öise istungi stenogrammi .,,,,no,,no,yes,no,no,yes,actor
8903563,14311773,6,suruma,,ad,jaamaülem,jaamaülemal,Rongile vastu tulnud inimesed suruvad jaamaülemal kätt :,,alive,,no,,no,yes,no,no,yes,actor
6342684,10191872,1,tasuma,,ad,joogahuviline,Joogahuvilistel,"Joogahuvilistel tasub külastada lehekülge  , kus kirjas joogatreeningud üle Eesti .",,,,no,,no,yes,no,no,yes,actor
9060105,14568256,1,tasuma,,ad,jalgrattur,Jalgratturitel,Jalgratturitel tasuks seda meeles pidada .,,alive,,no,,no,yes,no,no,yes,actor
8338729,13362314,1,ütlema,üles,ad,Arder,Arderil,"Arderil , vaesekesel , ütlesid närvid üles ning ta pani vagunis suitsu ette .",,,,no,,no,yes,no,no,yes,actor
7105190,11426774,5,tulema,,ad,Borkwelli,Borkwellil,Nii imelikud võrdlused tulid Borkwellil praegu pähe .,,,LOC,no,,no,yes,no,no,yes,actor
15633963,24392695,14,jääma,puudu,ad,linnainimene,linnainimestel,"Tillukesest Vajangust pärit maatüdrukuna hindab ta inimeste juures siirust ja leiab , et linnainimestel jääb sellest omadusest veidi puudu .",,alive,,no,,no,yes,no,no,yes,actor
1678642,2673405,2,kaaluma,,ad,sina,sul,"Kui sul siiski kaalus juurde võtta ei õnnestu , pöördu arsti-dietoloogi poole .",,,,no,"The phrase 'sul' refers to a person and not a location, so it is not an adverbial of place.",no,yes,no,no,yes,actor
5234915,8398335,6,käskima,,ad,komandör,komandöril,Ta käskis läinudnädalast operatsiooni juhtinud komandöril lahendada kiiresti sellega seoses esitatud kaebused .,,alive,,no,,no,yes,no,no,yes,actor
17806504,27184654,8,käskima,,ad,suitsetaja,suitsetajatel,Villu käib tusaselt ringi ja käsib kõigil suitsetajatel konid Statoilist saadud kotikesse panna .,,alive,,no,,no,yes,no,no,yes,actor
1337341,2126402,2,soovitama,,ad,Kiisler,Kiisleril,"Soovitan Kiisleril seda maja külastada ja vaadata , kas selles korteris on tehtud sisetöid .",,,LOC,no,,no,yes,no,no,yes,actor
2970110,4764175,3,ennustama,,ad,mina,mul,""" Sõber mul siin kõrval ennustas , et lõppseis jääbki 1 : 1 , kui seis nii jääb , saab tema raha endale , "" selgitab Naaris .",,,,no,,no,yes,no,no,yes,actor
12232280,19583350,4,võtma,,ad,elevant,elevandil,Ootamatult kaua võttis elevandil aega narkoosist väljatulek .,,alive,,no,,no,yes,no,no,yes,actor
