text,id,label,review,annotator,annotation_id,created_at,updated_at,lead_time
Linnavalitsuses on kokku üheksa nõunikku .,2954,"[{""start"": 19, ""end"": 24, ""text"": ""kokku"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,965,2022-12-02T13:47:53.429570Z,2022-12-02T13:47:53.429625Z,3.897
"See on endine eriuurimisteenistuse töötaja , 26-aastane Leedu kodanik Eugenijus Jonika , kes varem kandis nime Golovenko .",2953,"[{""start"": 93, ""end"": 98, ""text"": ""varem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,964,2022-12-02T13:47:47.988063Z,2022-12-02T13:47:47.988119Z,6.227
"Venemaa ja Euroopa Liidu liidrid kinnitasid täna Moskvas toimunud tippkohtumisel , et Tšetšeenia küsimusele tuleb leida poliitiline lahendus , mis ei rikuks Venemaa suveräänsust ja territoriaalset terviklikkust .",2952,"[{""start"": 44, ""end"": 48, ""text"": ""täna"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,963,2022-12-02T13:47:40.524604Z,2022-12-02T13:47:40.524664Z,15.778
"Tänapäevaaineline muinaslugu koos laulude ja tantsudega toob lasteni loo vanast tammest ja selle okstele ning õõnsusse kodu rajanud lindudest ja loomakestest , kelle muredele ja rõõmudele on väikestel vaatajatel võimalus innukalt kaasa elada .",2951,"[{""start"": 221, ""end"": 229, ""text"": ""innukalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,962,2022-12-02T13:47:21.929671Z,2022-12-02T13:47:21.929724Z,11.525
"Homme on Eesti Draamateatri suur saal laste päralt , kell 16 esietendub David Woodi lastenäidend "" Kiigepuu "" .",2950,"[{""start"": 0, ""end"": 5, ""text"": ""Homme"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,961,2022-12-02T13:47:09.157498Z,2022-12-02T13:47:09.157562Z,4.031
"Ta ei pea end eurovisioonifänniks , ka ei tõmba teda vabatahtlikuks võimalus näha Malta lauljat või kohvi joovat Tanel Padarit .",2949,"[{""start"": 36, ""end"": 38, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,960,2022-12-02T13:47:03.747049Z,2022-12-02T13:47:03.747100Z,8.562
"Sealne kogemus on mul meeles , pealegi ei meeldi mulle suhtumine , et kui midagi palutakse teha , siis küsitakse , mis ma selle eest saan , "" leiab Kirso .",2948,"[{""start"": 31, ""end"": 38, ""text"": ""pealegi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,959,2022-12-02T13:46:53.727357Z,2022-12-02T13:46:53.727411Z,7.747
Varem pole ta vabatahtlik olnud .,2947,"[{""start"": 0, ""end"": 5, ""text"": ""Varem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,958,2022-12-02T13:46:43.819496Z,2022-12-02T13:46:43.819549Z,3.033
"Ta on üks ligi sajast vabatahtlikust , kes eile end Eesti Televisioonile eurovisiooni korraldamisel appi pakkus .",2946,"[{""start"": 43, ""end"": 47, ""text"": ""eile"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,957,2022-12-02T13:46:39.327860Z,2022-12-02T13:46:39.327910Z,4.479
"Saksamaa jalgpalli bundesligas on voor enne lõppu oma kolmandale järjestikusele meistritiitlile väga lähedal Müncheni Bayern , kes laupäeval peetud eelviimases voorus alistas kodus Kaiserslauterni 2 : 1.",2945,"[{""start"": 96, ""end"": 100, ""text"": ""väga"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,956,2022-12-02T13:46:32.240411Z,2022-12-02T13:46:32.240466Z,4.442
"Ukraina Intellektuaalse Vara Kaitse Liidu presidet Jevgeni Kornitšuk ütles , et Ühendriigid võivad kehtestada Ukraina kaupadele täiendava 40-protsendilise eksporditolli või keelata kogu Ukraina ekspordi ligi miljardi dollari väärtuses .",2944,"[{""start"": 203, ""end"": 207, ""text"": ""ligi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,955,2022-12-02T13:46:26.512568Z,2022-12-02T13:46:26.512622Z,13.912
Ravialuste nimekirjas on ka San Antonio Spursi Monty Williams ja Philadelphia 76ersi Derrick Coleman .,2943,"[{""start"": 25, ""end"": 27, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,954,2022-12-02T13:46:11.258602Z,2022-12-02T13:46:11.258653Z,7.373
"Kesklinna lastepolikliiniku lastearsti Mare Rosina sõnul esinevad selles vanuses lapsel sageli rahutusehood , mil ta nutab ja topib rusikaid suhu , sest igemed sügelevad ja kihelevad .",2942,"[{""start"": 88, ""end"": 94, ""text"": ""sageli"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,953,2022-12-02T13:46:02.111594Z,2022-12-02T13:46:02.111641Z,18.288
Viljandi folgi kodulehelt on võimalik oma arvutisse laadida ka tasuta RealPlayeri programmi .,2941,"[{""start"": 60, ""end"": 62, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,952,2022-12-02T13:45:42.255648Z,2022-12-02T13:45:42.255729Z,5.792
Tänasest kuni pühapäevani saab interneti vahendusel jälgida umbes 25 pärimusmuusika kontserti Viljandist .,2940,"[{""start"": 60, ""end"": 65, ""text"": ""umbes"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,951,2022-12-02T13:45:34.945785Z,2022-12-02T13:45:34.945835Z,4.896
Eesti Telefoni tormikahjud on samuti mõõdetavad miljonites kroonides .,2939,"[{""start"": 30, ""end"": 36, ""text"": ""samuti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,950,2022-12-02T13:45:28.520455Z,2022-12-02T13:45:28.520511Z,4.25
""" Itaalias on seoses dopinguafääriga keelatud praegu kõik rattavõistlused ja toimub juurdlus .",2938,"[{""start"": 46, ""end"": 52, ""text"": ""praegu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,949,2022-12-02T13:45:21.818110Z,2022-12-02T13:45:21.818161Z,6.158
"on lausa säärane rubriik , kuhu võib saata fotosid teemal "" Mina ja kuulsus "" .",2937,"[{""start"": 3, ""end"": 8, ""text"": ""lausa"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,948,2022-12-02T13:45:14.429420Z,2022-12-02T13:45:14.429501Z,4.406
"Samas ei avalikustanud Kask , kui suure miinusega ettevõtte iga kuu töötab .",2936,"[{""start"": 0, ""end"": 5, ""text"": ""Samas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,947,2022-12-02T13:45:08.206861Z,2022-12-02T13:45:08.206914Z,4.513
""" Olen selle üle väga uhke , "" märkis ta .",2935,"[{""start"": 17, ""end"": 21, ""text"": ""väga"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,946,2022-12-02T13:45:02.508575Z,2022-12-02T13:45:02.508632Z,2.381
Inglise ja saksa keele alal omandas Ricci ka teise kõrghariduse .,2934,"[{""start"": 42, ""end"": 44, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,945,2022-12-02T13:44:58.909257Z,2022-12-02T13:44:58.909310Z,5.941
"Ta oli meeldivalt üllatunud , et Virumaa Kommertspanga kaheksast juhatuse liikmest viis on naised .",2933,"[{""start"": 7, ""end"": 17, ""text"": ""meeldivalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,944,2022-12-02T13:44:51.767776Z,2022-12-02T13:44:51.767832Z,6.814
"Enim , 1,94 protsenti tõusis Merko Ehituse aktisa , kes avalikustas täna justiitsministeeriumiga sõlmitud 112,5 miljoni kroonise ehituslepingu .",2932,"[{""start"": 68, ""end"": 72, ""text"": ""täna"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,943,2022-12-02T13:44:42.920459Z,2022-12-02T13:44:42.920533Z,5.705
Ajalehe teatel kohtusid USA kõrged sõjaväelased hiljuti Badoia linnas Somaalia valitsusega opositsioonis oleva ühenduse Leppimisnõukogu esindajatega .,2931,"[{""start"": 48, ""end"": 55, ""text"": ""hiljuti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,942,2022-12-02T13:44:34.388737Z,2022-12-02T13:44:34.388796Z,5.91
Tema kirjutas tolli poolt 1992. aastal alla Rootsi tolliameti ja kaitsejõudude vahelisele lepingule niinimetatud eriotstarbelise materjali tollideklaratsioonide kohta .,2930,"[{""start"": 100, ""end"": 112, ""text"": ""niinimetatud"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,941,2022-12-02T13:44:27.030469Z,2022-12-02T13:44:27.030522Z,14.277
"Milliseid paragrahve ja millises sõnastuses muuta tuleb , on Jõksi sõnul praegu ennatlik öelda .",2929,"[{""start"": 73, ""end"": 79, ""text"": ""praegu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,940,2022-12-02T13:44:10.561877Z,2022-12-02T13:44:10.561931Z,6.417
"Õiguskantsler Allar Jõksi seisukohalt ei takista põhiseadus Eesti ühinemist Euroopa Liiduga , samal seisukohal on ka Soome õiguskantsler Paavo Nikula .",2928,"[{""start"": 114, ""end"": 116, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,939,2022-12-02T13:44:02.886600Z,2022-12-02T13:44:02.886653Z,3.714
"Aastate eest äärmiselt populaarse keerdtrepi kohta ütleb Perm , et ebamugavuse pärast ei saa see olla kodu põhitrepp .",2927,"[{""start"": 13, ""end"": 22, ""text"": ""äärmiselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,938,2022-12-02T13:43:55.581669Z,2022-12-02T13:43:55.581723Z,3.055
Läbi raskuste said nad oma trepi siiski maja lõhkumata kätte .,2926,"[{""start"": 33, ""end"": 39, ""text"": ""siiski"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,937,2022-12-02T13:43:51.326004Z,2022-12-02T13:43:51.326060Z,7.271
Üldjuhul valatakse betoontrepp valmis betoonifirmas ja tõstetakse siis kraanaga paika .,2925,"[{""start"": 66, ""end"": 70, ""text"": ""siis"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,936,2022-12-02T13:43:41.655142Z,2022-12-02T13:43:41.655197Z,6.447
"Esimesed fotod ja video Iraagi diktaatorist pidid kinnitama , et arreteeritu on tõesti Iraagi riigijuht .",2924,"[{""start"": 80, ""end"": 86, ""text"": ""tõesti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,935,2022-12-02T13:43:33.559896Z,2022-12-02T13:43:33.559947Z,8.418
"Plahvatusohvrite seas on kokku viis last , neist noorim oli kaheaastane , teatasid võimud .",2923,"[{""start"": 25, ""end"": 30, ""text"": ""kokku"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,934,2022-12-02T13:43:23.631592Z,2022-12-02T13:43:23.631646Z,6.472
Kinnisvarabüroo LVM juhataja Andres Suti sõnade järgi muutub Suur-Jõekalda 4a kinnistu ja selle ümber asuv jõeäärne piirkond kinnisvaraturul järjest atraktiivsemaks .,2922,"[{""start"": 141, ""end"": 148, ""text"": ""järjest"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,933,2022-12-02T13:43:14.411998Z,2022-12-02T13:43:14.412063Z,10.563
"Kaks aastat tagasi maksis kinnistu 1 135 000 krooni , millest 11 350 tasuti erastamisväärtpaberites , nüüd hindab kinnisvarabüroo LVM kinnistu mitteametlikuks ligikaudseks maksumuseks kolm miljonit krooni .",2921,"[{""start"": 102, ""end"": 106, ""text"": ""nüüd"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1,932,2022-12-02T13:42:58.489477Z,2022-12-02T13:42:58.489544Z,6.459
Guatemalas on alates juuni algusest sadanud paduvihmad tänaseks nõudnud 17 inimelu .,2920,"[{""start"": 55, ""end"": 63, ""text"": ""tänaseks"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1,931,2022-12-02T13:42:50.811729Z,2022-12-02T13:42:50.811781Z,5.204
