text,id,label,review,annotator,annotation_id,created_at,updated_at,lead_time
"Näiteks tupsutage värskesse valgesse värvi vaevuaimatavaid kuusekesi , siniseid lumeviirge ja õhtust taevast .",4982,"[{""start"": 18, ""end"": 36, ""text"": ""värskesse valgesse"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2347,2023-01-02T11:22:07.184753Z,2023-01-02T11:22:07.184836Z,11.929
"Nüüd võib vaasile ka vett peale minna , ilma et midagi juhtuks .",4981,"[{""start"": 10, ""end"": 17, ""text"": ""vaasile"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2346,2023-01-02T11:21:53.976541Z,2023-01-02T11:21:53.976595Z,3.725
""" Ta ei võta praegu üldse telefoni ega taha kellegagi kontakteeruda .",4980,"[{""start"": 44, ""end"": 53, ""text"": ""kellegagi"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2345,2023-01-02T11:21:48.907253Z,2023-01-02T11:21:48.907309Z,4.629
Eile pärastlõunaks oli Pedagoogikaülikooli laekunud 802 avaldust .,4979,"[{""start"": 23, ""end"": 42, ""text"": ""Pedagoogikaülikooli"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2344,2023-01-02T11:21:42.341705Z,2023-01-02T11:21:42.341752Z,3.473
""" Suure tungi tõttu pikendame dokumentide vastuvõttu 3. juulini , "" ütles Aben .",4978,"[{""start"": 53, ""end"": 63, ""text"": ""3. juulini"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2343,2023-01-02T11:21:37.486869Z,2023-01-02T11:21:37.486966Z,5.596
Kristjan Roots ( 83 kg ) pidi tunnistama Bojan Mijatovi ( Jugoslaavia ) 0 : 3 ja Hodor SHarijevi ( Turkmeenia ) 2 : 4 paremust .,4977,"[{""start"": 72, ""end"": 77, ""text"": ""0 : 3"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2342,2023-01-02T11:21:30.372340Z,2023-01-02T11:21:30.372405Z,11.897
""" Talenti on raske mõõta , aga töötahe on Richardil väga suur , "" ütleb Vinter .",4976,"[{""start"": 42, ""end"": 51, ""text"": ""Richardil"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2341,2023-01-02T11:21:17.019445Z,2023-01-02T11:21:17.019498Z,7.82
20aastane Karelson harjutab Tapa Spordiklubis .,4975,"[{""start"": 28, ""end"": 45, ""text"": ""Tapa Spordiklubis"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2340,2023-01-02T11:21:07.443774Z,2023-01-02T11:21:07.443831Z,2.495
"Eesti Ühispanga eluasemelaenude baasintress on pikemat aega olnud 2,3% .",4974,"[{""start"": 47, ""end"": 59, ""text"": ""pikemat aega"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2339,2023-01-02T11:21:03.422136Z,2023-01-02T11:21:03.422207Z,6.19
Selleks aastaks ennustab Nordea Pank sama aktiivset eluasemelaenu võtmist kui läinud aastal .,4973,"[{""start"": 0, ""end"": 15, ""text"": ""Selleks aastaks"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2338,2023-01-02T11:20:51.101902Z,2023-01-02T11:20:51.102010Z,6.333
Sampo personaal- ja jaepanganduse direktori Margus Žuravljovi sõnul pole tegemist ühekordse kampaaniaga .,4972,"[{""start"": 0, ""end"": 67, ""text"": ""Sampo personaal- ja jaepanganduse direktori Margus Žuravljovi sõnul"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2337,2023-01-02T11:20:43.253998Z,2023-01-02T11:20:43.254049Z,3.968
"Q : Saadet "" õhtul õhus "" juhib eesti mees Kiur Aarma .",4971,"[{""start"": 4, ""end"": 23, ""text"": ""Saadet \"" õhtul õhus"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2336,2023-01-02T11:20:37.930445Z,2023-01-02T11:20:37.930501Z,5.234
Moodsa aja marsse esitab Sexxapeal Band Villu Veski juhatusel .,4970,"[{""start"": 52, ""end"": 61, ""text"": ""juhatusel"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2335,2023-01-02T11:20:31.369094Z,2023-01-02T11:20:31.369143Z,6.07
Kas Te täna tunnete Visarite kunsti üle uhkust või veidi häbenete tollast taset ?,4969,"[{""start"": 20, ""end"": 39, ""text"": ""Visarite kunsti üle"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2334,2023-01-02T11:20:23.955942Z,2023-01-02T11:20:23.955993Z,4.685
Visarite kogemusest tasuks aga õppida .,4968,"[{""start"": 0, ""end"": 19, ""text"": ""Visarite kogemusest"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2333,2023-01-02T11:20:14.521309Z,2023-01-02T11:20:14.521367Z,4.146
"Vaevalt hakkasid nad hiljem sõimama abstraktset kunsti nii , nagu praegu isegi haritud literaadid kirtsutavad nina tänapäeva kunsti peale .",4967,"[{""start"": 115, ""end"": 137, ""text"": ""tänapäeva kunsti peale"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2332,2023-01-02T11:20:08.742419Z,2023-01-02T11:20:08.742480Z,14.203
"Jaak Olepilt pärineb idee hävitada kõik Visarite tööd , et vaid müüt säiliks .",4966,"[{""start"": 0, ""end"": 12, ""text"": ""Jaak Olepilt"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2331,2023-01-02T11:19:53.074317Z,2023-01-02T11:19:53.074367Z,11.212
Pentagon kavatseb vähendada sõdurite arvu suveks 110 000-le .,4965,"[{""start"": 42, ""end"": 59, ""text"": ""suveks 110 000-le"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2330,2023-01-02T11:19:40.373254Z,2023-01-02T11:19:40.373309Z,3.475
""" See võib olla kohutavalt kõle kohutavalt pikka aega . """,4964,"[{""start"": 32, ""end"": 53, ""text"": ""kohutavalt pikka aega"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2329,2023-01-02T11:19:35.429022Z,2023-01-02T11:19:35.429075Z,8.719
""" No tema võtab särgi kohe pärast selgapanemist ära ja paneb uue .",4963,"[{""start"": 27, ""end"": 47, ""text"": ""pärast selgapanemist"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2328,2023-01-02T11:19:24.305374Z,2023-01-02T11:19:24.305449Z,3.726
""" Kord nädalas pärast sauna ! """,4962,"[{""start"": 7, ""end"": 14, ""text"": ""nädalas"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2327,2023-01-02T11:19:18.886471Z,2023-01-02T11:19:18.886548Z,5.374
""" Asi on ikka täiesti masendav , iga aastaga läheb eelarve järjest väiksemaks . """,4961,"[{""start"": 33, ""end"": 44, ""text"": ""iga aastaga"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2326,2023-01-02T11:19:11.966784Z,2023-01-02T11:19:11.966837Z,6.687
Nemad on taastanud Eestile palju kuulsust toonud ning juba välja surnud tööstusharu ?,4960,"[{""start"": 19, ""end"": 26, ""text"": ""Eestile"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2325,2023-01-02T11:19:03.620181Z,2023-01-02T11:19:03.620233Z,4.963
"Teistsugusena pakume ka lugemisvara , mis nende kaante vahel .",4959,"[{""start"": 0, ""end"": 13, ""text"": ""Teistsugusena"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2324,2023-01-02T11:18:57.065311Z,2023-01-02T11:18:57.065364Z,6.022
Ärilehe sellise eriväljaande tiitellehel tutvustame üht uut eestikeelset sõna ?,4958,"[{""start"": 8, ""end"": 40, ""text"": ""sellise eriväljaande tiitellehel"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2323,2023-01-02T11:18:48.772110Z,2023-01-02T11:18:48.772164Z,8.646
Kulminatsioon võtab kananaha ihule .,4957,"[{""start"": 29, ""end"": 34, ""text"": ""ihule"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2322,2023-01-02T11:18:37.311080Z,2023-01-02T11:18:37.311132Z,3.893
Orkester mürisenud naerda nagu rahvusmeeskoor .,4956,"[{""start"": 26, ""end"": 45, ""text"": ""nagu rahvusmeeskoor"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2321,2023-01-02T11:18:31.885368Z,2023-01-02T11:18:31.885424Z,4.614
"Eesti dirigent Tarmo Leinatamm käib mööda Dublinit nagu mr Bean , üliõnneliku olemisega .",4955,"[{""start"": 36, ""end"": 50, ""text"": ""mööda Dublinit"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2320,2023-01-02T11:18:25.550016Z,2023-01-02T11:18:25.550065Z,7.233
"Ise kuulutas : "" Kiilatud maa "" , Marisha , Estonia !!! """,4954,"[{""start"": 0, ""end"": 3, ""text"": ""Ise"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2319,2023-01-02T11:18:16.572700Z,2023-01-02T11:18:16.572748Z,6.259
"Aga sooja on 14 kraadi ja televiisor lubab , et kohe tuleb 21.",4953,"[{""start"": 59, ""end"": 62, ""text"": ""21."", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2318,2023-01-02T11:18:08.705127Z,2023-01-02T11:18:08.705179Z,4.963
"VÕRU , 1. aprill ( EPLO ) - Võru politsei saatis prokuratuuri kriminaalasja , kus esitati süüdistus mitmetes vargustes ja röövimises kuuele noormehele , kes tegutsesid 1999. aastast alates .",4952,"[{""start"": 168, ""end"": 188, ""text"": ""1999. aastast alates"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2317,2023-01-02T11:18:02.077938Z,2023-01-02T11:18:02.077994Z,8.487
"Ta kirjutab , et nüüd on kõik läbi ja enam Eesti asjast asja ei saa .",4951,"[{""start"": 43, ""end"": 55, ""text"": ""Eesti asjast"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2316,2023-01-02T11:17:51.306000Z,2023-01-02T11:17:51.306064Z,4.39
""" Pärast koeraga metsas jalutamist tunnen , et mul on jälle jõudu andeks anda , "" võttis Leelo Tungal närvilise aja mõtted kokku .",4950,"[{""start"": 2, ""end"": 34, ""text"": ""Pärast koeraga metsas jalutamist"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2315,2023-01-02T11:17:45.210346Z,2023-01-02T11:17:45.210400Z,3.497
""" See kõik on mäng heas mõttes .",4949,"[{""start"": 19, ""end"": 30, ""text"": ""heas mõttes"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2314,2023-01-02T11:17:40.474462Z,2023-01-02T11:17:40.474517Z,2.687
"Aga millised on tänased jõulukombed helilooja Raimo Kangro , kirjanik Leelo Tungla ja nende kolmelapselises peres , päris lõunalekutsuja edasi .",4948,"[{""start"": 114, ""end"": 142, ""text"": "", päris lõunalekutsuja edasi"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2313,2023-01-02T11:17:36.446780Z,2023-01-02T11:17:36.446833Z,9.761
""" Kuigi mulle väga ei meeldi norskavad jõuluvanad ja Hongkongi ehted , las nad olla .",4947,"[{""start"": 8, ""end"": 13, ""text"": ""mulle"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2312,2023-01-02T11:17:25.444050Z,2023-01-02T11:17:25.444103Z,13.162
"Umbes nii , nagu näitlejale tehakse grimmi : tükk aega on Vaarik ja järsku on hoopis Ivan Orav .",4946,"[{""start"": 17, ""end"": 27, ""text"": ""näitlejale"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2311,2023-01-02T11:17:08.081251Z,2023-01-02T11:17:08.081303Z,26.802
Aitasin isale habet ette panna .,4945,"[{""start"": 8, ""end"": 13, ""text"": ""isale"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2310,2023-01-02T11:16:39.111219Z,2023-01-02T11:16:39.111271Z,3.225
"Eks me elasime väga vaeselt ja seetõttu ei söönud me sealiha , vaid neppe , tetri ja metsjäneseid , "" selgitas Leelo Tungal oma mõningal määral kummalise lemmiktoidu minevikku ulatuvaid tagamaid .",4944,"[{""start"": 128, ""end"": 143, ""text"": ""mõningal määral"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2309,2023-01-02T11:16:34.146933Z,2023-01-02T11:16:34.146989Z,15.577
"Ja täpsustas siis : "" Mulle meenutab see restoran natukene meieaegset ülikooli kohvikut .",4943,"[{""start"": 22, ""end"": 27, ""text"": ""Mulle"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2308,2023-01-02T11:16:17.111996Z,2023-01-02T11:16:17.112063Z,8.5
""" Kuid kindlasti ei saa me rääkida Eesti vabastamisest Nõukogude Liidu vägede poolt , "" toonitas Laidre , lisades , et Eesti käsitleb sellist avaldust ebasõbralikkuse märgina .",4942,"[{""start"": 35, ""end"": 83, ""text"": ""Eesti vabastamisest Nõukogude Liidu vägede poolt"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2307,2023-01-02T11:16:03.465486Z,2023-01-02T11:16:03.465547Z,6.167
"Sillaehitusest käib aga jõud üle , "" rääkis Treial .",4941,"[{""start"": 0, ""end"": 14, ""text"": ""Sillaehitusest"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2306,2023-01-02T11:15:55.603175Z,2023-01-02T11:15:55.603227Z,5.197
"ümberringi mööda maad minnes tuleb läbida kaheksa kilomeetrit , "" kirjeldas linnapea .",4940,"[{""start"": 11, ""end"": 21, ""text"": ""mööda maad"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2305,2023-01-02T11:15:48.918689Z,2023-01-02T11:15:48.918740Z,5.486
""" Valisime rippsilla , sest see sobib maastikuga ning teeb Tamula järve rannajoone huvitavaks , "" põhjendas Võru linnapea Harri Treial sillaideed .",4939,"[{""start"": 38, ""end"": 48, ""text"": ""maastikuga"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2304,2023-01-02T11:15:41.117959Z,2023-01-02T11:15:41.118026Z,6.07
Ühistud ei sellega nõustu .,4938,"[{""start"": 11, ""end"": 18, ""text"": ""sellega"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2303,2023-01-02T11:15:33.504266Z,2023-01-02T11:15:33.504319Z,4.105
Hinnavahe tekib tarbimiskoguste erinevuste tõttu .,4937,"[{""start"": 16, ""end"": 48, ""text"": ""tarbimiskoguste erinevuste tõttu"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2302,2023-01-02T11:15:28.021549Z,2023-01-02T11:15:28.021603Z,2.938
"Mõned riigid näevad ühtset maksubaasi sammuna tulumaksumäärade ühtlustamise suunas , kuigi näiteks Komisjoni volinik Siim Kallas on seda eitanud .",4936,"[{""start"": 38, ""end"": 82, ""text"": ""sammuna tulumaksumäärade ühtlustamise suunas"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2301,2023-01-02T11:15:23.555766Z,2023-01-02T11:15:23.555831Z,9.283
Rahandusministeeriumil on ka sotsiaalmaksumäära vähendamise idee 1-2 protsendi võrra .,4935,"[{""start"": 65, ""end"": 84, ""text"": ""1-2 protsendi võrra"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2300,2023-01-02T11:15:12.953700Z,2023-01-02T11:15:12.953752Z,5.387
"Null-tulumaksumäära puhul tuleb küsida , kas see on meie ettevõtete huvides .",4934,"[{""start"": 0, ""end"": 25, ""text"": ""Null-tulumaksumäära puhul"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2299,2023-01-02T11:15:06.299471Z,2023-01-02T11:15:06.299523Z,3.636
"Peaasi , et Eesti ettevõtluskeskkond säilitaks oma konkurentsivõime Euroopas .",4933,"[{""start"": 68, ""end"": 76, ""text"": ""Euroopas"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2298,2023-01-02T11:15:01.253696Z,2023-01-02T11:15:01.253757Z,13.765
Seda teemat ei ole täna mõtet emotsionaalselt taevasse tõsta .,4932,"[{""start"": 46, ""end"": 54, ""text"": ""taevasse"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2297,2023-01-02T11:14:46.006165Z,2023-01-02T11:14:46.006220Z,9.413
""" Tatarlased kasutasid tuba isegi palvusteks , sest muud kohta polnud .",4931,"[{""start"": 52, ""end"": 62, ""text"": ""muud kohta"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2296,2023-01-02T11:14:34.674491Z,2023-01-02T11:14:34.674544Z,9.407
Faksist ja paljundusmasinast veel siiski unistada ei juleta .,4930,"[{""start"": 0, ""end"": 28, ""text"": ""Faksist ja paljundusmasinast"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2295,2023-01-02T11:14:23.933360Z,2023-01-02T11:14:23.933410Z,23.939
"Ta lisas , et kultuuriministeeriumilt ja Tallinna linna kultuuriametilt saadi väga vähe toetust .",4929,"[{""start"": 14, ""end"": 71, ""text"": ""kultuuriministeeriumilt ja Tallinna linna kultuuriametilt"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2294,2023-01-02T11:13:58.637520Z,2023-01-02T11:13:58.637576Z,6.917
30. aprill 1996 - Tammsaare tee pikenduse piirikupitsat märgivad pidulikult maha abilinnapea Jaak Saarniit ja linnapea Jaak Tamm .,4928,"[{""start"": 0, ""end"": 15, ""text"": ""30. aprill 1996"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2293,2023-01-02T11:13:48.626208Z,2023-01-02T11:13:48.626262Z,3.08
Siseministeeriumi teatel sai 30 inimest viga .,4927,"[{""start"": 0, ""end"": 24, ""text"": ""Siseministeeriumi teatel"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2292,2023-01-02T11:13:44.130749Z,2023-01-02T11:13:44.130811Z,4.52
Triibu ühes otsas on vikerkaarevärvidena kõigi toimetuste värvid .,4926,"[{""start"": 21, ""end"": 40, ""text"": ""vikerkaarevärvidena"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2291,2023-01-02T11:13:38.092153Z,2023-01-02T11:13:38.092235Z,5.858
Sisu oli aga meie arvates hoopis parem kui välja paistis .,4925,"[{""start"": 13, ""end"": 17, ""text"": ""meie"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2290,2023-01-02T11:13:30.839915Z,2023-01-02T11:13:30.839967Z,7.649
Riigikogu aseesimeeste valimisel oli kehtetuid hääletamissedeleid 1.,4924,"[{""start"": 0, ""end"": 32, ""text"": ""Riigikogu aseesimeeste valimisel"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2289,2023-01-02T11:13:20.558193Z,2023-01-02T11:13:20.558246Z,9.84
Eesti Reformierakonna fraktsiooni nimel esitas Savi kandidatuuri Maret Maripuu .,4923,"[{""start"": 0, ""end"": 39, ""text"": ""Eesti Reformierakonna fraktsiooni nimel"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1,2288,2023-01-02T11:13:04.399929Z,2023-01-02T11:13:04.399984Z,7.558
Kelami kandidatuuri esitas Sotsiaaldemokraatliku fraktsiooni nimel Riigikogu liige Toomas Hendrik Ilves .,4922,"[{""start"": 27, ""end"": 66, ""text"": ""Sotsiaaldemokraatliku fraktsiooni nimel"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2287,2023-01-02T11:12:54.866246Z,2023-01-02T11:12:54.866301Z,13.152
"Teistes üleminekumatšides kohtuvad Tai - Austraalia , Brasiilia - Horvaatia , Ukraina - Saksamaa , Bulgaaria - Jaapan , Slovakkia - Valgevene , Indoneesia - Sloveenia ja Kanada - Šveits .",4921,"[{""start"": 0, ""end"": 25, ""text"": ""Teistes üleminekumatšides"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2286,2023-01-02T11:12:39.807852Z,2023-01-02T11:12:39.807903Z,6.75
Hiljem lülitati ehitis kaitstavate mälestiste nimistusse .,4920,"[{""start"": 23, ""end"": 56, ""text"": ""kaitstavate mälestiste nimistusse"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2285,2023-01-02T11:12:31.554474Z,2023-01-02T11:12:31.554527Z,4.029
"Mainitud teisest angaaridegrupist valmisid vaid vundamendid kahele võlvikruumile , need peaksid alles olema ka praegu , peitunult pinnasesse peaehitise kõrval .",4919,"[{""start"": 9, ""end"": 33, ""text"": ""teisest angaaridegrupist"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2284,2023-01-02T11:12:26.031709Z,2023-01-02T11:12:26.031783Z,7.415
Eesti Päevaleht avaldas 10. detsembril loo vesilennukite angaaridest .,4918,"[{""start"": 24, ""end"": 38, ""text"": ""10. detsembril"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2283,2023-01-02T11:12:16.624450Z,2023-01-02T11:12:16.624505Z,4.392
Lasteaed sai korda,4917,"[{""start"": 13, ""end"": 18, ""text"": ""korda"", ""labels"": [""syntax_ignore_entity_obl""]}]",bound,1,2282,2023-01-02T11:12:10.896398Z,2023-01-02T11:12:10.896458Z,2.487
Nõmme elanikud saavad kohtuda õiguskantsleriga,4916,"[{""start"": 30, ""end"": 46, ""text"": ""õiguskantsleriga"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2281,2023-01-02T11:12:07.154128Z,2023-01-02T11:12:07.154179Z,3.797
Tänavatele kulus 1500 tonni soolaliiva,4915,"[{""start"": 0, ""end"": 10, ""text"": ""Tänavatele"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2280,2023-01-02T11:12:01.993068Z,2023-01-02T11:12:01.993119Z,4.515
Turule on tulnud ka palju uusi populaarsust võitnud tooteid .,4914,"[{""start"": 0, ""end"": 6, ""text"": ""Turule"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2279,2023-01-02T11:11:56.089248Z,2023-01-02T11:11:56.089304Z,5.942
"ADM Communicationsi juht Erki Peinar ütles , et hetkel hoiabki suuremat osa SMS-ärist enda käes meelelahutuslik pool , ehk logode-helinate-tarbijamängude-loosimiste valdkond .",4913,"[{""start"": 48, ""end"": 54, ""text"": ""hetkel"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1,2278,2023-01-02T11:11:48.112001Z,2023-01-02T11:11:48.112057Z,5.1
