COLLECTION	SPANSTART	TYPE	TEXT
373989	4711	O	Veel võiks vähemasti värvikamate laikudena nende kolme tunni jooksul mainida Euphemiet ( Kleer Maibaum ) ja Hermogeni ( Andero Ermel ) ning Andres Roosilehe Vürsti .
373989	4711	S	Veel võiks vähemasti värvikamate laikudena nende kolme tunni jooksul mainida Euphemiet ja Hermogeni ning Andres Roosilehe Vürsti .
373989	4711	Odeprel	advmod aux advmod amod obl nmod nummod obl case root nsubj punct parataxis flat punct cc conj punct parataxis flat punct cc conj flat flat punct
373989	4711	Sdeprel	advmod aux advmod amod obl nmod nummod obl case root nsubj _ _ _ _ cc conj _ _ _ _ cc conj flat flat punct
			
81880	1439	O	Samal alal kohendas isiklikku marki ka Külli Kaljus ( 17.04 , 32 ) .
81880	1439	S	Samal alal kohendas isiklikku marki ka Külli Kaljus .
81880	1439	Odeprel	det obl root amod obj advmod nsubj flat punct parataxis punct punct
81880	1439	Sdeprel	det obl root amod obj advmod nsubj flat _ _ _ punct
			
229162	1330	O	Theresa Kiesl ( Austria ) 4.13 , 49.
229162	1330	S	Theresa Kiesl 4.13 , 49 .
229162	1330	Odeprel	root flat punct appos punct nummod punct
229162	1330	Sdeprel	root flat _ _ _ nummod punct
			
29907	475	O	Top 20 ( sulgudes koht eelmisel nädalal ) :
29907	475	S	Top 20 :
29907	475	Odeprel	root nummod punct nmod parataxis amod nmod punct punct
29907	475	Sdeprel	root nummod _ _ _ _ _ _ punct
			
416381	3124	O	Neile , kes kardavad , et minister tegeleb kolimisplaanidega igapäevaste haridusküsimuste lahendamise arvelt ( Hannes Astok 1. oktoobri Postimehes ) , võin kinnitada , et kaugel sellest .
416381	3124	S	Neile , kes kardavad , et minister tegeleb kolimisplaanidega igapäevaste haridusküsimuste lahendamise arvelt , võin kinnitada , et kaugel sellest .
416381	3124	Odeprel	obl punct nsubj acl:relcl punct mark nsubj ccomp obl amod nmod obl case punct parataxis flat amod nmod nmod punct punct aux root punct mark ccomp obl punct
416381	3124	Sdeprel	obl punct nsubj acl:relcl punct mark nsubj ccomp obl amod nmod obl case _ _ _ _ _ _ _ punct aux root punct mark ccomp obl punct
			
458800	2764	O	Nad söövad ainult kisselli ( üks magustoit teise otsa , mmm ! ) .
458800	2764	S	Nad söövad ainult kisselli .
458800	2764	Odeprel	nsubj root advmod obj punct det parataxis nmod case punct discourse punct punct punct
458800	2764	Sdeprel	nsubj root advmod obj _ _ _ _ _ _ _ _ _ punct
			
373801	807	O	Mootorite valik on algatuseks piisav : kas 1,6 ne kuueteistklapiline või 1,9 ne turbodiisel ( kummalgi varuks 100 hobujõudu ) .
373801	807	S	Mootorite valik on algatuseks piisav : kas 1,6 ne kuueteistklapiline või 1,9 ne turbodiisel .
373801	807	Odeprel	nmod nsubj:cop cop xcomp root punct advmod nummod flat amod cc nummod nmod parataxis punct det parataxis nummod nsubj:cop punct punct
373801	807	Sdeprel	nmod nsubj:cop cop xcomp root punct advmod nummod flat amod cc nummod nmod parataxis _ _ _ _ _ _ punct
			
189850	1774	O	Rahvus-poliitilist sõnumit pandi kandma rollijoonises ajaloolis-teatraalselt ülepaisutatud Aleksander Kesküla ( üllar Saaremäe ) , kes uurijate väitel kohtus Uljanoviga põgusalt - paar korda paar minutit .
189850	1774	S	Rahvus-poliitilist sõnumit pandi kandma rollijoonises ajaloolis-teatraalselt ülepaisutatud Aleksander Kesküla , kes uurijate väitel kohtus Uljanoviga põgusalt - paar korda paar minutit .
189850	1774	Odeprel	amod obj root xcomp obl advmod acl obj flat punct parataxis flat punct punct nsubj nmod obl acl:relcl obl advmod punct nummod obl nummod obl punct
189850	1774	Sdeprel	amod obj root xcomp obl advmod acl obj flat _ _ _ _ punct nsubj nmod obl acl:relcl obl advmod punct nummod obl nummod obl punct
			
388024	329718	O	Sealjuures saadab edu võib-olla ainult 20% lähenemiskatsetest , kuid sellest piisab laialt ( largement ) , kui sooritada õhtu jooksul linnas jalutades viis või enam lähenemist .
388024	329718	S	Sealjuures saadab edu võib-olla ainult 20% lähenemiskatsetest , kuid sellest piisab laialt , kui sooritada õhtu jooksul linnas jalutades viis või enam lähenemist .
388024	329718	Odeprel	advmod root obj advmod advmod nummod obl punct cc obl conj advmod punct parataxis punct punct mark advcl obl case obl advcl nummod cc conj obj punct
388024	329718	Sdeprel	advmod root obj advmod advmod nummod obl punct cc obl conj advmod _ _ _ punct mark advcl obl case obl advcl nummod cc conj obj punct
			
548661	370	O	( SL )
548661	370	S	
548661	370	Odeprel	punct root punct
548661	370	Sdeprel	_ _ _
			
648972	7602	O	Sise ministeerium ( 24% )
648972	7602	S	Sise ministeerium
648972	7602	Odeprel	nmod root punct parataxis punct
648972	7602	Sdeprel	nmod root _ _ _
			
546093	3237	O	Xavier Jan ( Fra , Francaise des Jeux ) +0.52 ; 3.
546093	3237	S	Xavier Jan +0.52 ; 3.
546093	3237	Odeprel	root flat punct appos punct conj flat flat punct nummod punct parataxis
546093	3237	Sdeprel	root flat _ _ _ _ _ _ _ nummod punct parataxis
			
516623	2766	O	( Verd on piisavalt - mullu kukkus Jaan Kirsipuu põlve lõhki . )
516623	2766	S	
516623	2766	Odeprel	punct nsubj:cop cop root punct advmod parataxis nsubj flat obl advmod punct punct
516623	2766	Sdeprel	_ _ _ _ _ _ _ _ _ _ _ _ _
			
380718	3832	O	Vanas eas võiks nitroglütseriin ka olemas olla ( südamevalude puhuks ) .
380718	3832	S	Vanas eas võiks nitroglütseriin ka olemas olla .
380718	3832	Odeprel	amod obl aux nsubj advmod xcomp root punct nmod parataxis punct punct
380718	3832	Sdeprel	amod obl aux nsubj advmod xcomp root _ _ _ _ punct
			
592967	370	O	( eelmisel nädalal 154. ) kohale .
592967	370	S	Kohale .
592967	370	Odeprel	punct amod parataxis parataxis punct root punct
592967	370	Sdeprel	_ _ _ _ _ root punct
			
588007	3179	O	West Ham United ( Inglismaa ) –FC Metz ( Prantsusmaa ) 0 : 1 ( 12 .
588007	3179	S	West Ham United – FC Metz 0 : 1 ( 12 .
588007	3179	Odeprel	root flat flat punct appos punct punct conj flat punct parataxis punct flat punct flat punct parataxis
588007	3179	Sdeprel	root flat flat _ _ _ punct conj flat _ _ _ flat punct flat punct parataxis
			
700926	421888	O	( lk 60 ) Samal ajal kui Urantia Raamat väidab , et annab Kristusest tõese ülevaate , astub see tõde vastu piibli ülestähendustele ja Jeesuse oma sõnadele .
700926	421888	S	Samal ajal kui Urantia Raamat väidab , et annab Kristusest tõese ülevaate , astub see tõde vastu piibli ülestähendustele ja Jeesuse oma sõnadele .
700926	421888	Odeprel	punct parataxis nummod punct det obl mark nsubj flat advcl punct mark ccomp obl amod obj punct root det nsubj case nmod obl cc nmod nmod conj punct
700926	421888	Sdeprel	_ _ _ _ det obl mark nsubj flat advcl punct mark ccomp obl amod obj punct root det nsubj case nmod obl cc nmod nmod conj punct
			
482394	1769	O	460 000 krooni saab ka avalikkussuhete töörühm ( Marju Lauristin , kati@saba.jrnl.ut.ee ) , kes peab teadvustama Tiigrihüppe olemust ja käekäiku avalikkusele , koguma sotsioloogilisi andmeid järelduste ja prognooside tegemiseks .
482394	1769	S	460 000 krooni saab ka avalikkussuhete töörühm , kes peab teadvustama Tiigrihüppe olemust ja käekäiku avalikkusele , koguma sotsioloogilisi andmeid järelduste ja prognooside tegemiseks .
482394	1769	Odeprel	nummod obj root advmod nmod nsubj punct parataxis flat punct conj punct punct nsubj aux acl:relcl nmod obj cc conj nmod punct conj amod obj nmod cc conj nmod punct
482394	1769	Sdeprel	nummod obj root advmod nmod nsubj _ _ _ _ _ _ punct nsubj aux acl:relcl nmod obj cc conj nmod punct conj amod obj nmod cc conj nmod punct
			
696744	63686	O	lõhn ( deodorant vms ) : Moschino-Cheap and Chic
696744	63686	S	lõhn : Moschino-Cheap and Chic
696744	63686	Odeprel	root punct parataxis nmod punct punct parataxis flat flat
696744	63686	Sdeprel	root _ _ _ _ punct parataxis flat flat
			
247270	461	O	Eelmisel MM-il aasta tagasi 16 tugevama hulka jõudnud Ehlvest ( ELO 2627 ) sai seekord 43. asetuse .
247270	461	S	Eelmisel MM-il aasta tagasi 16 tugevama hulka jõudnud Ehlvest sai seekord 43. asetuse .
247270	461	Odeprel	amod obl obl compound:prt nummod obl case root nsubj punct parataxis nummod punct conj advmod amod obj punct
247270	461	Sdeprel	amod obl obl compound:prt nummod obl case root nsubj _ _ _ _ conj advmod amod obj punct
			
644310	4946	O	GB 030 Alumiiniumidrossi riibed ( skimmings )
644310	4946	S	GB 030 Alumiiniumidrossi riibed
644310	4946	Odeprel	nmod nummod nmod root punct parataxis punct
644310	4946	Sdeprel	nmod nummod nmod root _ _ _
			
523371	304	O	Keskmootoriga autot pakutakse 2,7 - ja 3,2 liitrise mootoriga ( 228 ja 260 hj ) , mis suudavad liikuda vastavalt kuni 250 ja 264 km/h .
523371	304	S	Keskmootoriga autot pakutakse 2,7 - ja 3,2 liitrise mootoriga , mis suudavad liikuda vastavalt kuni 250 ja 264 km/h .
523371	304	Odeprel	nmod obj root nummod punct cc conj nmod obl punct parataxis cc conj conj punct punct nsubj acl:relcl xcomp advmod case nummod cc conj obl punct
523371	304	Sdeprel	nmod obj root nummod punct cc conj nmod obl _ _ _ _ _ _ punct nsubj acl:relcl xcomp advmod case nummod cc conj obl punct
			
451529	6532	O	4.51 Zsuzsa Szabo ( HUN )
451529	6532	S	4.51 Zsuzsa Szabo
451529	6532	Odeprel	nummod root flat punct appos punct
451529	6532	Sdeprel	nummod root flat _ _ _
			
80702	2614	O	Rahvusvahelise Kergejõustikuföderatsiooni ( IAAF ) Täitevkomitee valis eile Monacos 2001. aasta MM-võistluste linnaks Edmontoni ( Kanada ) .
80702	2614	S	Rahvusvahelise Kergejõustikuföderatsiooni Täitevkomitee valis eile Monacos 2001. aasta MM-võistluste linnaks Edmontoni .
80702	2614	Odeprel	nmod nmod punct appos punct nsubj root advmod obl amod nmod nmod xcomp obj punct parataxis punct punct
80702	2614	Sdeprel	nmod nmod _ _ _ nsubj root advmod obl amod nmod nmod xcomp obj _ _ _ punct
			
635254	981	O	Kogan ei kavatse enam uut parteid asutada ( 1996 . aastal ei saanud erakonnast Spravedlivost - Õiglus - mingit asja ) .
635254	981	S	Kogan ei kavatse enam uut parteid asutada .
635254	981	Odeprel	nsubj aux root advmod amod obj xcomp punct amod obl aux parataxis obl obl punct nsubj punct det obj punct punct
635254	981	Sdeprel	nsubj aux root advmod amod obj xcomp _ _ _ _ _ _ _ _ _ _ _ _ _ punct
			
59171	385	O	"Mari Pedak on sündinud 1957. aastal ja lõpetanud Tallinna Polütehnilise Instituudi ( TPI ) majandusteaduskonna teeninduse ökonoomika ja organiseerimise erialal ning TPI mittestatsionaarse aspirantuuri erialal "" Ökonoomika , juhtimise organiseerimine ja rahvamajanduse planeerimine "" ."
59171	385	S	"Mari Pedak on sündinud 1957. aastal ja lõpetanud Tallinna Polütehnilise Instituudi majandusteaduskonna teeninduse ökonoomika ja organiseerimise erialal ning TPI mittestatsionaarse aspirantuuri erialal "" Ökonoomika , juhtimise organiseerimine ja rahvamajanduse planeerimine "" ."
59171	385	Odeprel	nsubj:cop flat cop root amod obl cc conj nmod nmod nmod punct appos punct nmod nmod nmod cc conj obl cc nmod amod nmod conj punct appos punct nmod conj cc nmod conj punct punct
59171	385	Sdeprel	nsubj:cop flat cop root amod obl cc conj nmod nmod nmod _ _ _ nmod nmod nmod cc conj obl cc nmod amod nmod conj punct appos punct nmod conj cc nmod conj punct punct
			
349652	2125	O	"Viimases triloogias "" Õilsad südamed ehk Kaks sõpra Firenzes "" ( 1970 ) , "" Lohe hambad "" ( 1970 ) ja "" Kahekordne mäng "" ( 1972 ) kasutab Ristikivi ajalist kaheplaanilisust ."
349652	2125	S	"Viimases triloogias "" Õilsad südamed ehk Kaks sõpra Firenzes "" , "" Lohe hambad "" ja "" Kahekordne mäng "" kasutab Ristikivi ajalist kaheplaanilisust ."
349652	2125	Odeprel	amod obl punct amod appos cc nummod conj nmod punct punct parataxis punct punct punct nmod conj punct punct parataxis punct cc punct amod conj punct punct parataxis punct root nsubj amod obj punct
349652	2125	Sdeprel	amod obl punct amod appos cc nummod conj nmod punct _ _ _ punct punct nmod conj punct _ _ _ cc punct amod conj punct _ _ _ root nsubj amod obj punct
			
286487	448	O	"Tähelepanuväärselt palju kerkib siiski arhitektidelt tellitud eriprojektiga hooneid - "" ... Eesti eramuehitusest on kujunenud tugevasti traditsioonidele toetuv unikaalne valdkond , mis eristab meid majanduslikult arenenumatest põhjanaabritest ... ( K. Vellevoog näituse eessõnas ) "" ."
