sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,classification,explanation,classification2,explanation2,timex_tag,ekilex_tag,ner_tag,is_alive,is_abstract,is_time,is_event,is_org
16394694,25335947,8,ehitama,,in,esi,ees-,"Vastuoksa , kreeklaste tagamehed ehitasid tõkke Eesti ees- ja tagaliini vahele .",no,The phrase 'ees-' is a prefix and does not denote a physical or geographical location.,no,The phrase 'ees-' is not adverbial of place; it is part of a compound word and does not denote a specific location.,,,,no,no,no,no,no
11595888,18566846,4,rändama,,el,kergendustunne,kergendustundest,""" Näidend rändas kergendustundest ( "" Jumal tänatud , et ma seda lavastama ei pea ! "" ) saadetult kapipõhja .",no,"The phrase 'kergendustundest' was classified as 'no' because it refers to an emotional state, not a physical place.",no,"The phrase 'kergendustundest' specifies a feeling (relief) rather than a physical place, so it is not classified as an adverbial of place.",,,,no,no,no,no,no
19476688,29135974,7,ütlema,,ill,adre,adresse,asi: raffas öelge oma MSN adresse,no,"The phrase 'adresse' refers to addresses in a general sense and not to a specific location, hence it is classified as 'no'.",no,The phrase 'adresse' is not adverbial of place because it does not indicate a location or spatial relation.,,,,no,no,no,no,no
13024256,20838322,16,passima,,in,kümme,kümnes,"Tundub , et nii ETV kui ka TV3 tegijatel , kelle saated teises või kolmandas kümnes passivad ja siis korraga kõigile üllatuseks mõnel nädalal edetabelisse äkksööste teevad , jääb üle paluda kõigevägevamat , et sellised sööstud taas nende kõrvu ja silmi paitaksid .",no,The word 'kümnes' refers to a numerical order or ranking and not a physical location.,no,The phrase 'kümnes' is not adverbial of place because it refers to a numerical position or order rather than a physical location.,,,,no,no,no,no,no
18029529,27432872,12,baseeruma,,in,põhiosa,põhiosas,"Selles kasutatav keel on eelnõu autorite kasutatav keel , mis oma põhiosas baseerub 1960. aastate ENSV kriminaalkoodeksil .",no,The phrase 'põhiosas' was classified as 'no' because it does not refer to a specific geographic location or place.,no,"The phrase 'põhiosas' refers to an extent or degree, not a specific location, so it is not an adverbial of place.",,,,no,no,no,no,no
3207573,5152137,17,ilutsema,,in,hiilgus,hiilguses,"Äkki köidab üks detail minu tähelepanu : noorhärra rahuvalvepataljoni ees suvatseb kanda särki , millel täies hiilguses ilutseb Hitleri Aadu .",no,"The word 'hiilguses' refers to the state of being in splendor or glory and has no connection to a specific geographical or spatial location, thus classified as 'no'.",no,"The phrase 'hiilguses' is not specifying a location, so it is not an adverbial of place.",,,,no,no,no,no,no
17781805,27148134,2,hakkama,,ill,siiber,siibrisse,"Tõsiselt siibrisse hakkab viskama see jama , kurat raisk , kui ma sinna kuju ette satun ja mingi debiilik karjub « maha okupandid » või « fasistid » siis annan valimatult pasunasse .",no,The phrase 'siibrisse' was classified as 'no' because it does not refer to a specific geographic or locational entity.,no,The phrase 'siibrisse' is not indicating a place; it is used metaphorically and does not function as an adverbial of place.,,,,no,no,no,no,no
6456825,10382180,4,edenema,,in,tõusujoon,tõusujoones,"Revolutsioon edenes lainetena tõusujoones , saavutades haripunkti 1905. aasta sügisel , kui riiki haaras poliitiline üldstreik .",no,"The phrase 'tõusujoones' was classified as 'no' because it describes a metaphorical progression, not a physical location.",no,"The phrase 'tõusujoones' describes a manner or progression, not a specific place, so it is not an adverbial of place.",,,,no,no,no,no,no
5921080,9505440,11,toimuma,,in,Airbu,Airbus,"Eelmisel nädalal läksid uurijad appi Kanadale , et selgitada välja Airbus 340ga toimunud õnnetuse põhjus ning ka Sudaani , kus helikopteriõnnetuses sai surma sealne asepresident .",no,"The word 'Airbus' refers to an aircraft manufacturer, not a location.",no,The phrase 'Airbus' was classified as 'no' because it refers to an object (an aircraft) rather than indicating a location or place.,,,LOC,no,no,no,no,no
8664279,13901478,17,tervitama,,in,püstiseiste,püstiseistes,"Kui Barkley viis ja pool minutit enne lõpusireeni mängust lahkus , tervitas  Geor-gia Dome'i  publik teda püstiseistes ja suurte aplausiga .",no,"The phrase 'püstiseistes' describes a posture or action and not a specific location, so it was classified as 'no'.",no,"The phrase 'püstiseistes' was classified as 'no' because it describes the manner in which the audience greeted Barkley, not a physical location.",,,,no,no,no,no,no
13427400,21475940,10,kulgema,,abl,ülepolitiseeritu,ülepolitiseeritult,"Praegu on selge , et kõik kõnealused ametissemääramised kulgevad ülepolitiseeritult ja tähendavad vähemusvalitsusele uue , mittevajaliku rinde avamist .",no,"The phrase 'ülepolitiseeritult' refers to something being overly politicized, which is not a location.",no,"The phrase 'ülepolitiseeritult' was classified as 'no' because it describes the manner in which the appointments are proceeding, not a place.",,,,no,no,no,no,no
14988296,23514087,13,tulema,ära,el,mis,millest,"Pärast finišit ilmnes ka põhjus veritsevad varbad ja sinakaks tõmbunud varbaküüned , millest lõpuks seitse ära tulid .",no,"The word 'millest' functions as a pronoun and does not indicate a location, so it was classified as 'no'.",no,The phrase 'millest' was classified as 'no' because it does not describe a location but instead refers to the cause or source of something.,,,,no,no,no,no,no
20437856,29599055,4,laskma,,adit,jeb,jebi,superb_on_superb_ja_peale_sell: lase jebi jamine magama,no,The phrase 'jebi' was classified as 'no' because it does not refer to a specific location within the sentence.,no,The phrase 'jebi' was classified as 'no' because it does not indicate a location or place.,,,,no,no,no,no,no
2786996,4469177,14,kerkima,,all,"8,8%","8,8% -le","Inflatsioon on viimased kolm aastat olnud üle 6% ning kerkis tänavu juunis juba 8,8% -le .",no,"The phrase '8,8% -le' refers to a percentage, not a geographical location.",no,"The phrase '8,8% -le' indicates a percentage value rather than a location, so it was classified as 'no' for adverbial of place.",,,,no,no,no,no,no
3210498,5156912,6,laskma,maha,in,kriis,kriisis,"Küsimus , miks politseinikud psüühilises kriisis enesetapjat enne autosse tungimist maha ei lasknud , on küsimus , mida internetikommentaarides on esitatud korduvalt .",no,The phrase 'kriisis' refers to a crisis or condition and does not specify a location.,no,"The phrase 'kriisis' describes a mental state (being in a crisis) rather than a location, so it is not an adverbial of place.",,,,no,no,no,no,no
17298444,26548241,6,ronima,,adit,perse,perse,"Ega ma ei ronigi kellegi perse , kui jõuan kellegile järgi , sooritan kohe möödumise , hoian veel mingit aega natuke kiiremat tempot , et väike vahe sisse sõita ning siis naasen sama kiiruse juurde millega ma enne sõitsin .",no,"The term 'perse' is a colloquial and vulgar expression referring to a part of the body, not a location.",no,The phrase 'perse' was classified as 'no' because it is not referring to a place but is used in a different context.,,,,no,no,no,no,no
11964894,19148085,16,elama,kaasa,in,mis,milles,"» Tippmargi 7.45 hüppas Drechsler 1986. aasta juunis NSV Liidu ja Saksa DV matšil , milles Eesti publik pigem sakslastele kaasa elas .",no,"The phrase 'milles' is a relative pronoun referring to an unspecified event or context, not a location, so it is classified as 'no'.",no,The phrase 'milles' was classified as 'no' because it refers to a situation or event and not a physical location.,,,,no,no,no,no,no
15208598,23747758,3,paistma,,abl,defau,default,"actionbarid paistavad default WoWi omad olema , lisatud on Bottom Left ja Bottom Right Barid ( Interface -> Actionbars )",no,"The phrase 'default' was classified as 'no' because it describes a state or setting, not a specific geographical or physical location.",no,"The phrase 'default' was classified as 'no' because it refers to a state or condition, not a physical place.",,,,no,no,no,no,no
880282,1401778,1,viskama,,adit,korvpall,Korvpalli,Korvpalli Suproliigas viskas Gert Kullamäe lõpuminutil Oostende Telinduse seitse viimast punkti ja tüüris koduklubi 83 : 77 võiduni Saloniki Iraklise vastu .,no,"The phrase 'Korvpalli' was classified as 'no' since it refers to basketball, which is not a location but a type of sport.",no,"It was classified as 'no' because 'Korvpalli' refers to basketball, and it does not indicate a specific location or position, which is required for an adverbial of place.",,,,no,no,no,no,no
16087397,24972191,11,suunduma,,el,kohalolek,kohalolekust,"Automaatide , kumminuiade ja kilpidega varustatud politseinike ja sõdurite arvukast kohalolekust hoolimata suundus 10 000pealine munkade ja tavakodanike rongkäik Sule pagoodi poole .",no,The word 'kohalolekust' means 'presence' in this context and does not refer to a specific geographic or physical location.,no,"The phrase 'kohalolekust' refers to the state or presence of police and soldiers and does not specify a physical location, so it is not an adverbial of place.",,state,,no,no,no,no,no
11979060,19171313,5,tulema,ära,el,väsimus,väsimusest,"Au neile , et väsimusest hoolimata võit ära tuli , » kiitis A.Le Coqi peatreener Heino Enden .",no,The word 'väsimusest' refers to the state of fatigue and does not imply a location.,no,"The phrase 'väsimusest' refers to a state of fatigue rather than indicating a specific place, so it is not an adverbial of place.",,,,no,no,no,no,no
14700952,23164374,13,avastama,,el,kadmi,kadmist,"Ise pärast aastaid erinevate saabaste ( USA , Hiina , Vene ) kadmist avastasin ootamatult , et oma Alpi on nendest ikka peajagu üle .",no,The phrase 'kadmist' does not refer to a specific geographic or locational entity; it generally means 'searching' or 'seeking'.,no,The phrase 'kadmist' was classified as 'no' because it does not indicate a specific location or position—its focus is on an action or process and not a place.,,,,no,no,no,no,no
813759,1298432,24,hakkama,,ill,krae,kraesse,""" Need , kes alates esimesest jaanuarist on käitunud sama skeemi alusel , mida Hiit kasutas , on nüüd õiged mehed ning nende kraesse ei hakka keegi .",no,"The phrase 'kraesse' refers to a metaphorical concept or area, not a physical location.",no,"The phrase 'kraesse' refers to something metaphorical ('on their neck') and does not indicate a physical location, so it is classified as 'no'.",,,,no,no,no,no,no
6216345,9984013,4,väljuma,,abl,pool,poolelt,"Väljume kaubamaja teiselt poolelt Kaubamaja tänaval , sealt väljumine on sisenemisest tunduvalt lihtsam ning Indrek saab sellega hakkama kõrvalise abita .",no,"The phrase 'poolelt' describes a directional position rather than a specific physical location, so it is not classified as a location.",no,"The phrase 'poolelt' in the sentence does not indicate a specific location or direction, so it is not classified as an adverbial of place.",,,,no,no,no,no,no
4464993,7179513,14,kükitama,,in,kuumahirm,kuumahirmus,"Kui kangutasin jaanituleks kuuri tagant vanu palgiotsi , siis kükitasid ühe palgi all kuumahirmus kaks kärnkonna - üks rohekas ja teine pruun .",no,The word 'kuumahirmus' describes a state of fear of heat and does not denote a location.,no,"The phrase 'kuumahirmus' describes the emotional state of the frogs and not their location, so it is not an adverbial of place.",,,,no,no,no,no,no
5603883,8984940,8,sööma,,in,XL-suurus,XL-suuruses,"Lipsuga kontoriinimene sõidab kohale autoga ja sööb XL-suuruses prae , supi ja magustoidugi , õlle võtab kõrvale .",no,XL-suuruses was classified as 'no' because it refers to a size and not a specific place.,no,"The phrase 'XL-suuruses' describes size rather than location, so it is not an adverbial of place.",,,,no,no,no,no,no
745819,1188595,22,ehitama,,in,eesots,eesotsas,Pärnu linnaarhitekt Olev Siinmaa hülgas just umbes sel ajal oma senise traditsionalismi ning ehitas 1930. aastatel Pärnusse Eesti fungi säravad pärlid eesotsas omaenda eramuga .,no,"The phrase 'eesotsas' means 'at the forefront', which is not a physical or geographical location, so it was classified as 'no'.",no,"The phrase 'eesotsas' refers to a position or role within a group, not a physical location, so it is not an adverbial of place.",,location,,no,no,no,no,no
1788026,2846226,2,pidama,,adit,kasvupotentsiaal,kasvupotentsiaali,Elukindlustuse kasvupotentsiaali peab AB Kindlustuse Grupp paremaks kui kahjukindlustusel .,?,?,no,"The phrase 'kasvupotentsiaali' refers to growth potential, which is not describing the place of an action.",,,,no,no,no,no,no
2401593,3849592,15,kerkima,,all,90,90-le,"Algul teatasid võimud , et rünnakus hukkus 30 inimest , hiljem kerkis ohvrite arv 90-le .",no,"The phrase '90-le' indicates a numerical count of victims and does not represent a location, so it is classified as 'no'.",no,"The phrase '90-le' refers to a number or count, not describing the place of an action.",,,,no,no,no,no,no
13837164,22062931,3,hulkuma,,in,tõmbetuul,tõmbetuules,Et tänavate tõmbetuules hulgub sihitult migrant ... peaks ju tulema .,no,The phrase 'tõmbetuules' refers to a condition (drafts or breezes) rather than a tangible place or location.,no,"The phrase 'tõmbetuules' describes a state or condition rather than a specific location, so it was classified as 'no'.",,,,no,no,no,no,no
15117944,23643006,7,möllama,,in,antialia,antialias,"Ilus nah , kle , sul antialias möllab we ...",no,The phrase 'antialias' refers to a technical or graphical term and is not indicative of a location.,no,"The phrase 'antialias' does not indicate a location but rather a feature or concept, so it was classified as 'no'.",,,,no,no,no,no,no
6908719,11102803,14,kaevama,,in,mõte,mõttes,"Kaupmehed , käsitöölised , ärakaranud talupojad kogunesid losside ümber , kaevasid endalegi kindluse mõttes kaitsekraavid , ladusid müürid ja bastionid , ehitasid kirikud ... ; See on nagu galaktikate tekkimine : tuuma ümber keerlevad kontsentriliselt päikesed , nende ümber omakorda planeedid , planeetide ümber kuud , kuskil ringlevad oma trajektooridel asteroidid .",no,"The word 'mõttes' translates to 'in thought' and refers to a mental state or process, not a physical location.",no,The phrase 'mõttes' was classified as 'no' because it indicates a manner or reason (in terms of thinking) rather than a specific location.,,,,no,no,no,no,no
10591726,16977822,13,süütama,,in,foor,fooris,"Nimelt olid algul autod eri värvi , kuid FIA süütas selles küsimuses fooris punase tule .",no,"The phrase 'fooris' indicates a traffic light, which is not a location but a device or object.",no,"The phrase 'fooris' refers to a specific object (traffic light) and not to a general location, so it is not adverbial of place.",,,,no,no,no,no,no
9556625,15340006,6,eksisteerima,,in,huvi,huvides,Ent lennumeteoroloogiajaam eksisteerib ka lennunduse huvides ja sulgemise tagajärgede mõju lennundusele on põhiliselt käsitlemata .,no,"The phrase 'huvides' denotes interest or benefit, not a location.",no,The phrase 'huvides' is not adverbial of place because it indicates purpose or interest rather than a location.,,,,no,no,no,no,no
2921893,4684025,13,kasutama,,ill,taimeleht,taimelehtedesse,"Salatipiigad ja Brokolipoisid on PETA egiidi all tegutsevad rühmitused , kes kasutavad taimelehtedesse riietumist taimetoitluse propageerimiseks .",no,The word 'taimelehtedesse' refers to leaves and not to a specific location.,no,The phrase 'taimelehtedesse' was classified as 'no' because it describes what the group is wearing rather than indicating a specific place.,,,,no,no,no,no,no
20220313,29495499,5,tahtma,,adit,imema,imen,volli: tahad tulen imen vä,no,"The word 'imen' does not refer to a physical location or place, hence classified as 'no'.",no,The phrase 'imen' was classified as 'no' because it represents an action rather than describing a location.,,,,no,no,no,no,no
10828071,17342607,9,tervitama,,in,laad,laadis,Oma uusi saastavendi tervitavad vanemad olijad väga iseloomulikus laadis :,no,"The phrase 'laadis' was classified as not a location because it refers to a manner or style, not a physical location.",no,"The phrase 'laadis' refers to a manner or style, not a physical location, so it is not an adverbial of place.",,,,no,no,no,no,no
14168187,22522154,23,suunduma,,el,hoiatus,hoiatustest,"Kreeka välisminister Theodoros Pangalos ütles eile , et Öcalan varjas ennast Nairobis Kreeka saatkonnas 12 päeva , kuid suundus sealt Kreeka diplomaatide hoiatustest hoolimata Keenia julgeolekuvalve saatel esmaspäeval lennuväljale , kust tahtis suuna võtta Hollandile .",no,"The phrase 'hoiatustest' refers to warnings and not a location, so it was classified as 'no'.",no,The phrase 'hoiatustest' is not adverbial of place because it expresses a cause or reason (warnings) rather than a location.,,,,no,no,no,no,no
10814140,17319987,3,helisema,,in,klahvipuudutus,klahvipuudutuses,Ivari Ilja  klahvipuudutuses heliseb kelluke - Prokofjevi löökstiilis pianismi ning bufonaadiliku stiilitunde jaoks ehk kohati liialt õrn ja tundlik kõla .,no,The phrase 'klahvipuudutuses' refers to the act or manner of playing the keyboard and is not a location.,no,The phrase 'klahvipuudutuses' was classified as 'no' because it describes the manner or style of playing and is not related to a location or place.,,,,no,no,no,no,no
4689434,7535220,19,viskama,,adit,AIK,AIK-i,Eestist pärit jäähokimängija Toivo Suursoo ( pildil ) viskas Rootsi meistrivõistluste eliitseerias Lulea 4 : 1 võidumängus Stockholmi AIK-i vastu oma hooaja üheksanda värava .,no,"The word 'AIK-i' refers to a sports team and not a geographic or physical location, thus it is not classified as a location.",no,"The phrase 'AIK-i' does not indicate a location but rather refers to a sports team, so it is not an adverbial of place.",,,ORG,no,no,no,no,yes
2010983,3208650,4,valvama,,in,vormiriie,vormiriietes,"Randa valvavad sini-kollastes vormiriietes vetelpäästjad , töötab ruupor kadunud või leitud lastest teatamiseks , üles riputatakse teadetetahvlid ranna skeemi , eeskirjade ning keskkonnahoidmise võimalustega .",no,"The phrase 'vormiriietes' refers to uniforms, which are objects and not a location, so it was classified as not a location ('no').",no,"The phrase 'vormiriietes' describes the attire of the lifeguards, not a location, so it is not an adverbial of place.",,,,no,no,no,no,no
2108847,3366354,2,andma,,ill,avaldama,avaldas,"Annan avaldas lootust , et ÜRO töötajad pääsevad hiljemalt laupäeval Iisraeli .",no,The word 'avaldas' is an action and not indicative of a location.,no,"The phrase 'avaldas' (expressed) is an action and does not indicate location, so it is classified as 'no'.",,,,no,no,no,no,no
6815977,10966072,11,pesema,,in,riie,riietes,"Mullu suvel olid linlased korduvalt tunnistajaks , kui mõni räpastes riietes topsivend purskkaevuvees käsi , nägu , jalgu või ülakeha pesi .",no,"The phrase 'riietes' was classified as 'no' because it refers to clothing, which is not a location.",no,"The phrase 'riietes' (in clothes) describes a state or condition and not a location, so it is classified as 'no'.",,,,no,no,no,no,no
19485787,29140721,32,jooma,,in,p2r,p2ris,"Waffa: isa su yle jumla 6nnelik , sest saab yelda vanemate koikku tulekul : "" aga minu 15 aastane tytar on korralik , ta joob ainult paarkorda n2dalas , ja p2ris maani ei joo nagu """,no,"The phrase 'p2ris' was classified as 'no' because it represents an adverb or a descriptor, not a physical location.",no,"The word 'p2ris' does not indicate a location, so it is not classified as adverbial of place.",,,,no,no,no,no,no
17666970,27007205,19,viskama,,adit,heil,heili,"Kuskil trollipeatuses ( no ei mäleta täpselt millises , andke andeks ) istusid paar kamraadi ja viskasid sieg heili .",no,"The phrase 'heili' does not refer to any location but appears to be part of an expression, hence it was classified as not a location ('no').",no,"The word 'heili' does not refer to a location, so it is not classified as adverbial of place.",,,,no,no,no,no,no
6820413,10973861,24,nägema,,ill,peegel,peeglisse,"Ukse all on reisijal mõnus seista ja esiaknast välja vaadata , kuid võib juhtuda nii , et selle tõttu bussijuht lihtsalt ei näe peeglisse ning liigvarase ustesulgemise tõttu võib reisija ukse vahele kinni jääda .",no,"The phrase 'peeglisse' refers to a mirror, which is an object and not a geographic location.",no,The phrase 'peeglisse' refers to looking into an object (a mirror) and does not specify an adverbial location.,,,,no,no,no,no,no
18961033,28627245,12,kulgema,,abl,normilähedane,normilähedaselt,SMA 2. tüübi korral kulgeb lapse motoorne areng kuni 6. elukuuni normilähedaselt ja seejärel areng aeglustub ning tekib motoorsete oskuste taandareng .,no,"The word 'normilähedaselt' describes the developmental condition of a child and does not refer to any specific location, so it is classified as 'no'.",no,"The phrase 'normilähedaselt' describes the manner of the motor development, not the location, so it is not an adverbial of place.",,,,no,no,no,no,no
