text,id,label,review,text_id,las,uas,la
"Pole välistatud , et kümne aasta pärast valitseb maailma autotööstust neli-viis kontserni , kes on alla neelanud kõik senised iseseisvad autotootjad .",4201,"[{""start"": 21, ""end"": 39, ""text"": ""kümne aasta pärast"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,1989,78.9,100.0,78.9
Pärast ajalehe postkastidesse panemist kutsus Bairash majaelanikke üles ka rahvuslikku vaenu õhutavat trükist tellima .,4207,"[{""start"": 0, ""end"": 38, ""text"": ""Pärast ajalehe postkastidesse panemist"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,2026,90.9,90.9,90.9
Lehm koos piimaga ravimeid lüpsma,4224,"[{""start"": 5, ""end"": 17, ""text"": ""koos piimaga"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,2174,33.3,33.3,33.3
"Naiste seas olid rahulolematuse peapõhjuseks abieluprobleemid , kuid mehed ei nimetanud sedasorti raskusi üldse .",4250,"[{""start"": 0, ""end"": 11, ""text"": ""Naiste seas"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,2544,92.3,100.0,92.3
ERA Panga klientide jaoks on seega jäänud vaid üks küsimus - kas DEG saab ERA Panga investoriks ?,4251,"[{""start"": 0, ""end"": 25, ""text"": ""ERA Panga klientide jaoks"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,2556,85.7,92.9,92.9
"Gaas oleks parim , aga mul ei ole lähedal gaasitrassi .",4297,"[{""start"": 23, ""end"": 26, ""text"": ""mul"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,3181,90.0,100.0,90.0
"Sellel aastal tunnistas probleemi olemasolu 22% vastanutest , 78% eitas probleemi olemasolu .",4321,"[{""start"": 0, ""end"": 13, ""text"": ""Sellel aastal"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,3528,90.9,90.9,90.9
"Teisel poolajal läks mäng lahtisemaks kui enne vaheaega , mõlemad meeskonnad ründasid julgelt .",4335,"[{""start"": 0, ""end"": 15, ""text"": ""Teisel poolajal"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,3724,91.7,91.7,91.7
"Meil on hädasti vaja tuntud avalikke seksuaalvähemuste esindajaid , "" ütleb Lilian Kotter .",4347,"[{""start"": 0, ""end"": 4, ""text"": ""Meil"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,3878,76.9,76.9,84.6
Hiigelspurdi jooksul mängis pearolli Aivar Kuusmaa .,4389,"[{""start"": 0, ""end"": 20, ""text"": ""Hiigelspurdi jooksul"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,4339,80.0,80.0,80.0
Groznõi Oktoobri rajoonis hävitasid tšetšeenid ühe Vene vägede soomustransportööri ning kaks autot UAZ .,4392,"[{""start"": 0, ""end"": 25, ""text"": ""Groznõi Oktoobri rajoonis"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,4368,90.9,100.0,90.9
"ETV kanalile on üle tulnud ka "" Bingo loto "" .",4404,"[{""start"": 0, ""end"": 12, ""text"": ""ETV kanalile"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,4543,77.8,100.0,77.8
"Itaalia üleujutustes on hukkunud vähemalt 12 inimest , 15 inimest on teadmata kadunud .",4433,"[{""start"": 0, ""end"": 20, ""text"": ""Itaalia üleujutustes"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,4808,75.0,100.0,75.0
"Ministrite järsu palgatõusu vastu on protestinud ka Mõõdukate fraktsioon , kuigi on tunnistanud , et palgatõus on vajalik .",4462,"[{""start"": 0, ""end"": 33, ""text"": ""Ministrite järsu palgatõusu vastu"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,5155,86.7,100.0,86.7
""" Igal juhul ei saanud see olla lasti nihkumise süü .",4467,"[{""start"": 2, ""end"": 12, ""text"": ""Igal juhul"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,5250,88.9,100.0,88.9
"Polke teostele on iseloomulik pildiruumi jaotamine läbikumavateks kihtideks ja maaliliste , graafiliste , abstraktsete ja figuratiivsete elementide ühendamine dünaamiliseks visuaalseks tervikuks .",4537,"[{""start"": 0, ""end"": 14, ""text"": ""Polke teostele"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,6103,85.0,85.0,90.0
2001. aastal on hoogustunud käibevahendite ja ehituse finantseerimine faktooringtoodete abil .,4562,"[{""start"": 0, ""end"": 12, ""text"": ""2001. aastal"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,6448,77.8,100.0,77.8
Keskuurimisbüroo abidirektori Kersti Jundase sõnul on väidetaval narkomõrval nüüd koguni kaks raskendavat asjaolu .,4600,"[{""start"": 0, ""end"": 50, ""text"": ""Keskuurimisbüroo abidirektori Kersti Jundase sõnul"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,6908,88.9,88.9,100.0
Minu jaoks oli asi siis lahendatud .,4637,"[{""start"": 0, ""end"": 10, ""text"": ""Minu jaoks"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,7386,60.0,100.0,60.0
""" Paljudes proovides oli vereplasmat järel vähe , 22 korral alla ühe milliliitri ja 25 juhul täpselt üks milliliiter .",4649,"[{""start"": 2, ""end"": 20, ""text"": ""Paljudes proovides"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,7544,94.4,94.4,100.0
Tornikiivri taastamistööde ja uue kella ostmise heaks saab teha annetusi Nordea Panga arvetele : nr. 17403179 ( EEK ) ja nr. 17403182 ( EUR ) .,4657,"[{""start"": 0, ""end"": 53, ""text"": ""Tornikiivri taastamistööde ja uue kella ostmise heaks"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,7632,94.7,94.7,94.7
Raski sõnul on vabatahtlikult tänaseks lahkunud kolm-neli inimest ning mõni inimene on veel ära minemas .,4674,"[{""start"": 0, ""end"": 11, ""text"": ""Raski sõnul"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,7831,64.3,64.3,85.7
"Arnold Rüütli kantselei näol on selline asutus juba kenasti kujunemas , looduslikult kaunis kohas pealegi .",4696,"[{""start"": 0, ""end"": 28, ""text"": ""Arnold Rüütli kantselei näol"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,8192,91.7,100.0,91.7
"Riigihanked on lõppenud ka kahe renoveeritava lasteaia sisustamiseks ning uue mööbli saavad Tondi lasteaed-algkool ( 321 167 krooni , müüb Standard ) ja lasteaed Kraavikrõll ( 341 460 krooni , müüb Holster ) .",4702,"[{""start"": 27, ""end"": 68, ""text"": ""kahe renoveeritava lasteaia sisustamiseks"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,8290,96.4,96.4,100.0
"Rootsi väitel pole ta Ramat löönud , Rama väidab aga vastupidist .",4709,"[{""start"": 0, ""end"": 13, ""text"": ""Rootsi väitel"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,8354,70.0,100.0,70.0
"ENPA sessioonile oli kutsutud esinema ka Iraani parlamendi Majlise spiiker Ghoram Ali Haddad-Adel , aga mitte Iraani parlamendi , vaid Araabia parlamentaarse assamblee esimehena .",4750,"[{""start"": 0, ""end"": 16, ""text"": ""ENPA sessioonile"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,9111,87.0,95.7,91.3
"Kaitseväe teabeülem major Peeter Tali ütles , et eilse seisuga oli major Ühtegi endiselt luurepataljoni ülem .",4765,"[{""start"": 49, ""end"": 62, ""text"": ""eilse seisuga"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,9292,93.3,93.3,93.3
Esmaspäeval tähistab 51. sünnipäeva vabadusvõitleja ja Hirvepargi meeleavalduse organiseerija Heiki Ahonen .,4767,"[{""start"": 0, ""end"": 11, ""text"": ""Esmaspäeval"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,9327,90.9,90.9,90.9
"Tööteel suri mullu kuus inimest , üle-eelmisel aastal üks ja 1999. aastal viis töötajat , teatas tööinspektsiooni avalike suhete nõunik Tõnu Vare .",4769,"[{""start"": 0, ""end"": 7, ""text"": ""Tööteel"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,9370,95.5,95.5,100.0
Eve Viilupi sõnul on osalemissoovi saatnud 701 noort .,4786,"[{""start"": 0, ""end"": 17, ""text"": ""Eve Viilupi sõnul"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,9559,33.3,33.3,50.0
""" Kuulsin , et Missos on selliseid asju tehtud .",4813,"[{""start"": 15, ""end"": 21, ""text"": ""Missos"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,9956,88.9,100.0,88.9
Pärast Iraagi sõja takerdumist vägivallakeerisesse on USA aga üha enam hakanud otsima ÜRO tuge .,4822,"[{""start"": 0, ""end"": 50, ""text"": ""Pärast Iraagi sõja takerdumist vägivallakeerisesse"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,10091,80.0,100.0,80.0
Ajaloolase Robert Nermani sõnul alustati praeguse Tallinna-Narva maantee ( tuntud ka kui Peterburi tee - toim ) ehitamist 1940. aastate lõpus tollase nõukogude võimu poolt .,4875,"[{""start"": 0, ""end"": 31, ""text"": ""Ajaloolase Robert Nermani sõnul"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,10680,90.9,95.5,95.5
"Läti Eesti Seltsi esinaise Pärja Svarpstina sõnul on seekordse ESTO eelarve ligikaudu 1,5 miljonit krooni .",4904,"[{""start"": 0, ""end"": 49, ""text"": ""Läti Eesti Seltsi esinaise Pärja Svarpstina sõnul"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,11113,88.9,88.9,88.9
Eesti Reformierakonna fraktsiooni nimel esitas Savi kandidatuuri Maret Maripuu .,4923,"[{""start"": 0, ""end"": 39, ""text"": ""Eesti Reformierakonna fraktsiooni nimel"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,11403,83.3,83.3,83.3
Riigikogu aseesimeeste valimisel oli kehtetuid hääletamissedeleid 1.,4924,"[{""start"": 0, ""end"": 32, ""text"": ""Riigikogu aseesimeeste valimisel"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,11408,25.0,25.0,25.0
Selleks aastaks ennustab Nordea Pank sama aktiivset eluasemelaenu võtmist kui läinud aastal .,4973,"[{""start"": 0, ""end"": 15, ""text"": ""Selleks aastaks"", ""labels"": [""syntax_ignore_entity_obl""]}]",unnatural,11931,63.6,63.6,81.8
