sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,tags,timex_tag,ekilex_tag,ner_tag
10687940,17126967,2,esitama,,all,Marek,Marekile,21-aastasele Marekile on uurija esitanud süüdistuse tahtlikus tapmises raskendavatel asjaoludel .,|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER
13738516,21933531,20,paluma,,abl,RNK,RNKlt,"Lisa artikli 3 lõike 4 esimese lause rakendamiseks edastab asjaomane liikmesriik komisjonile samuti koopia toimikust , milles liikmesriik palub RNKlt konsultatsiooni .",,,,
9213012,14806929,6,muretsema,,all,kapo,kapole,"Sonn jutustas , et muretses kapole Kozlovi telefonid ja aadressi , edastas ka andmeid perekonna kohta .",|A|AE|AL|AS|AT|AET|ALT|AST|,,,ORG
6068492,9741753,3,sõnama,,all,senaator,senaatoritele,"Sharon sõnas senaatoritele , et Süüria kavatseb terroriorganisatsioonide esindused viia üle Damaskusest Liibanoni , et formaalselt mitte olla vastutav jätkuva terrori eest .",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,
8957557,14400505,3,valmistama,,all,allianss,alliansile,Eriti valmistab alliansile muret Kosovo ja Makedoonia vahelisele nn eikellegimaale suletud 60 000 põgeniku saatus .,|A|AE|AL|AS|AT|AET|ALT|AST|,,organisation,
12345964,19767294,9,tungima,kallale,all,Raimo,Raimole,"Kell 18 . 15 Serva tänaval 27-aastasele Esra taksojuhile Raimole kallale tunginud mehed lasid talle gaasi näkku ja võtsid Mercedese jõuga ära , ütles politseiameti pressiesindaja .",|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER
2301421,3685837,13,valetama,,all,öigeusuline,öigeusulistele,""" Tegelikult selgus kolmapäeval , et Kallase valitsus oli kogu aeg Eesti öigeusulistele valetanud , enamgi veel , silma pilgutamata valetanud kogu Eesti avalikkusele , "" oli Leppik ülikriitiline .",,,,
11238877,18008872,8,märkima,,all,sein,seinale,"Viimasel ajal märgivad arstid ja ämmaemandad sünnitustoas seinale punaseid ja siniseid täppe - siis on näha , mitu tüdrukut ja poissi on ilmale tulnud .",,,,
1308910,2079527,8,tasuma,,all,kõnetariif,kõnetariifidele,"Välismaise sissehelistamiskeskusega ühenduse looja tasub vastavalt rahvusvahelistele kõnetariifidele , mitte kohaliku kõneminuti hinnale .",,,,
14248592,22618731,4,kompenseerima,,all,rahvas,rahvale,4 ) kompenseeriks rahvale toiduainete vältimatu hinnatõusu vähemalt kahe mehhanismiga :,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,
12359161,19787551,13,andma,üle,all,büroo,Büroole,"Saksamaa Liitvabariigi suursaadik Eestis Bernd Mützelburg andis eile politseiameti Kohtuekspertiisi- ja Kriminalistika Büroole üle 1 , 5 miljoni Eesti krooni väärtuses kriminalistikatehnikat .",|A|AE|AL|AS|AT|AET|ALT|AST|,,organisation,
11375880,18228255,3,kommenteerima,,all,arter,Arterile,"Võrno kommenteerib Arterile oma tööd filmis , kus ta koos Ojaga on võtted juba lõpetanud .",,,,
5349539,8581195,8,maksma,kokku,all,telefon,Telefonile,Rakvere Lihakombinaat maksis jaanuaris kohalikke kõnesid Eesti Telefonile kokku 9760 krooni ulatuses ning riigisiseseid kaugekõnesid 21 746 krooni ulatuses .,|A|AE|AL|AS|AT|AET|ALT|AST|,,,ORG
4182985,6732076,3,kaebama,,all,kalmistuvaht,kalmistuvahile,"Svetlana kaebas kalmistuvahile ka seda , et tal on raske üksi hauda lahti kaevata ning ta ei suuda kuidagi kirstu kaant avada , lisades , et ta soovib emalt ära võtta kaelaristi ja käekella .",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,
12863611,20576269,8,sõitma,otsa,all,Birgit,Birgitile,Peatuses peatunud trammi esimesest uksest väljunud 12aastasele Birgitile sõitis otsa 28aastase Ruslani juhitud Mitsubishi Galant .,,,,
16086348,24970528,1,halastama,,all,Eesti,Eestile,"Eestile ei halastanud keegi , ka mitte The Times .",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC
1250784,1988740,2,korraldama,,all,haridusseadus,haridusseadusele,"Vastavalt haridusseadusele korraldavad kohalikud omavalitsused muu hulgas alaealiste õiguste kaitset , sõidu kooli ja tagasi , tagavad meditsiiniabi jms.",,,,
27908,48053,4,naeratama,,all,naine,naistele,Mis ma neile naistele naeratan ?,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,
3748129,6036371,9,hüvitama,,all,liituja,liitujatele,"Lisaks hüvitab Bravocom kampaania raames kuni 31. jaanuarini liitujatele endise teenusepakkujaga lepingute lõpetamisega seotud trahvid ja käsitlustasud , võimaldades kliendile trahvisumma väärtuses tasuta mobiiliteenuseid .",,,,
400665,623257,14,sõitma,otsa,all,Opel,Opelile,"Õnnetuses sai vigastada ka Pille ( 25 ) , kes oma Honda Civicuga Opelile otsa sõitis .",,,,
4953015,7952403,6,kuuluma,,all,FLN,FLN-ile,"Kolmandaks - sel puhul kuulus FLN-ile Lääne avalik toetus , nii moraalne kui materiaalne , mida ei varjanud ka meediavahendid .",|A|AE|AL|AS|AT|AET|ALT|AST|,,,ORG
19372465,29088481,6,kaebama,,all,goldy,goldyle,insomnia: kino > kaeban goldyle,,,,
4645690,7465451,3,uurima,,abl,noor,noortelt,"Küsitluses uurisime noortelt sedagi , kas partneri pärilike haiguste taust mängib rolli lapsemuretsemise otsuse juures .",,,,
9078805,14598675,13,tegema,välja,all,maa,Maile,"“ Rahune maha , mööbel ongi noorukitele mõeldud , ” ei tee Maile Grünberg meistri õiendamisest väljagi .",|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER
18449507,27954264,2,kirjutama,,all,Rullnoxi,Rullnoxidele,"Kirjutage Rullnoxidele ka midagi , neil on loomekriis .",|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER
7898941,12646426,4,andestama,,all,teineteise,teineteisele,Olid nad Hellega teineteisele andestanud ?,,,,
2271530,3636594,12,tunnistama,üles,all,maksuamet,maksuametile,"Samuti peavad ümbrikupalga-firmad arvestama suurema võimalusega , et nende töötaja tunnistab maksuametile üles ümbrikupalga saamise , kirjutab Äripäev .",|A|AE|AL|AS|AT|AET|ALT|AST|,,organisation,ORG
1073820,1706868,14,mõistma,,all,korraldus,korraldustele,Riia Kurzeme rajooni kohus mõistis kolmapäeval kohalikule natsionaalbolševikule Beness Aijole 15-latise rahatrahvi politsei korraldustele mitteallumise eest .,,,,
11755029,18811642,16,ulatama,,all,kaotaja,kaotajale,"Finišisirgel lubas sõitu algusest lõpuni juhtinud Barrichello tiitlikaitsja mööda , too aga ulatas vastutasuks võidukarika kaotajale ja lubas tal kõrgeimal pjedestaaliastmel seista .",,,,
1526841,2429696,5,mõjuma,,all,festivalikülaline,festivalikülalistele,Rammo sõnul mõjus tragöödia festivalikülalistele rusuvalt .,,,,
1959553,3124405,4,andma,üle,all,klubi,klubile,Karika enda andis klubile üle Pärkma tütar Helve Tähe .,,,,
16529515,25489221,16,uurima,,abl,ametivend,ametivennalt,"Björklundile jäi Kristal silma talvel Küprosel , Manchester Unitedi staari Joachim Björklundi isa uuris Flora ametivennalt Teitur Thordarsonilt ostuvõimalusi .",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,
3820984,6154611,5,virutama,,all,hing,hingele,""" Kui virutate vene hingele jalaga , siis mõelge alati ka 9. maile ! "" hoiatas üks loosung .",,,,
3739329,6021914,15,põhjustama,,all,pai,Paidele,"Hommikul kell 10.15 lülitus Paide alajaamas välja kõrgepingetrafo , mis põhjustas ulatusliku elektrikatkesuse kogu Paidele ja selle ümbrusele , seal hulgas Järva-Jaani , Koeru , Väätsa , Anna , Seinapalu ja teistele lähikonna piirkondadele .",|L|AL|EL|LS|LT|ALT|ELT|LST|,,,LOC
6927228,11132193,17,esitama,,all,Soome,Soomele,"Tänase esimese Eesti-visiidi eel rääkis Soome peaminister Anneli Jäätteenmäki Helsingis Imbi Pajule väljakutsetest , mida esitab Soomele Eesti saamine Euroopa Liidu liikmeks",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC
7368398,11825378,4,ulatama,,all,detektiiv,detektiivile,""" Ta ulatas detektiivile visiitkaarti .",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,
11908530,19057327,8,põhjustama,,all,hallollus,hallollusele,Surma põhjustab kolju tugev surve suuremaks paisunud hallollusele .,,,,
1377199,2190209,9,pärima,,abl,daam,daamilt,"Te ju ometi ei süsti ? "" pärin daamilt .",,,,
11496751,18414587,17,alluma,,all,kommertsdirektor,kommertsdirektorile,"Ta kurtis , et uues , praegu rajatavas paviljonis tuleb ruutmeetri eest maksta 400 krooni ja kommertsdirektorile alluvad turukontrolörid nõuavad 120 000 ettemaksu .",,,,
1732914,2758391,7,tungima,kallale,all,Natalja,Nataljale,"Jõhkardid tungisid kella 17.30 ajal 14-aastasele Nataljale kallale Vasara 20 elumaja trepikoja ees , tõmbasid ta autosse ja tekitasid žiletiteradega tüdruku näole ja kätele hulgaliselt haavu , ütles politseiameti pressiesindaja BNS-ile .",|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER
2670111,4283625,5,tasuma,,all,lennufirma,lennufirmale,"Selle tasus Margus Tsahkna lennufirmale juuni keskel , "" võtab kasiinosõidu kokku Isamaa ja Res Publica Liidu kommunikatsioonijuht Marko Lepik .",|A|AE|AL|AS|AT|AET|ALT|AST|,,organisation,
1320573,2099121,9,eeldama,,abl,grootpoom,grootpoomilt,Eeldasin tootja reputatsiooni arvestades spetsiaalselt ümbermaailma sõiduks ehitatud grootpoomilt suuremat tugevusvaru .,,,,
17145545,26338461,26,väljastama,,all,palju,paljudele,"Hädakorrral on ISP-del suure to~enäosusega olemas logisid , mis trace'imist vo~imaldaksid--aga nad ei väljasta toda trace'i just eriti paljudele peale politsei .",,,,
2044327,3262265,8,kaebama,,all,tervisekaitsetalitus,tervisekaitsetalitusele,"Tallinna ja Harjumaa elanikud kaebasid möödunud aastal tervisekaitsetalitusele kõige rohkem joogivee , suure müra ja kehvade elutingimuste üle .",|A|AE|AL|AS|AT|AET|ALT|AST|,,organisation,
6722426,10814972,5,kirjutama,,all,bülletään,bülletäänile,"Ohkab ja kirjutab eurovalimiste bülletäänile : "" Hääletan "" jah "" , aga palun väga , jätke meile alles Eesti kroon ! """,,,,
15707739,24510891,5,olema,võlgu,all,Tallegg,Talleggile,Linnufarm on võlgu ka Talleggile .,|L|AL|EL|LS|LT|ALT|ELT|LST|,,,LOC
500211,786767,17,annetama,,all,kool,Koolile,"Selle asemel et need lihtsalt seisma jätta , korjab lennufirma peenraha kokku ning annetab Tartu Maarja Koolile .",|A|AE|AL|AS|AT|AET|ALT|AST|,,,ORG
4145484,6672766,7,kommenteerima,,all,koha,kohale,Kuidas kommenteerite oma valimist nii tähtsale kohale ?,,,,
1669083,2657615,11,paluma,,abl,juuksur,juuksurilt,"Kui Hilary astus rolliks valmistumise esimese sammuna ilusalongi ja palus juuksurilt poisipead , silmitses viimane neiu ilusaid juukseid ja keeldus seejärel häälekalt .",,,,
815650,1301449,8,kuuluma,,all,BMW,BMW-le,Legendaarne Inglise automark Rover kuulub eelmisest aastast BMW-le .,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,
2144059,3424931,8,soovitama,,all,küsimus,küsimustele,""" Topelttosina "" saate tegijatel soovitan esitatavatele küsimustele ja nende vastustele rohkem tähelepanu pöörata .",,,,
17901458,27288289,8,sätestama,,all,kodakondsus,kodakondsusele,Konventsiooni artikkel 7 sätestab iga lapse õiguse kodakondsusele sünnihetkest peale .,,,,
3754347,6046630,9,rentima,,all,eraettevõtja,eraettevõtjale,"Viljandi linnavalitsus rentis Viljandi järve ranna viieks aastaks eraettevõtjale Margus Alamaale , kes seal juba täna rannakohviku ehitust alustab .",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,
3047810,4889760,22,kinkima,,all,Willy,Willyle,"Tokyo lennuväljal ootavad lapsed tervitasid koerakest loosungitega "" Tere tulemast Jaapanisse "" ja lennukompanii All Nippon Airways asepresident Junko Yamauchi kinkis Willyle piloodimütsi .",|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER
2065506,3295408,8,mõjuma,,all,Hiina-ihaldaja,Hiina-ihaldajatele,"Ei saa jätta hoiatamata , et kaunishingedest Hiina-ihaldajatele mõjub see raamat kahtlemata nagu rusikas silmaauku , kuid lugema peaksid nad seda ikka , kas või sellepärast , et mõista idamaist tarkust - kultuuri kaunid viljad saavad võrsuda ka räpast , otsekui lootosõied mudast .",,,,
