text,id,label,review,text_id,las,uas,la
"Tembeldagem meresõiduamet tavaliseks kirjakontoriks , kus isegi laevaõnnetus võib ununeda lauasahtlisse .",4040,"[{""start"": 90, ""end"": 103, ""text"": ""lauasahtlisse"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,341,100.0,100.0,100.0
"See tähendab , et laevakere konstruktsioon pidi vastu pidama kasvõi Atlandi jõududele .",4042,"[{""start"": 61, ""end"": 85, ""text"": ""kasvõi Atlandi jõududele"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,344,100.0,100.0,100.0
"Teine kolmeteistkümneaastane pihib , et tal lihtsalt on vaja südant kergendada .",4049,"[{""start"": 40, ""end"": 43, ""text"": ""tal"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,418,100.0,100.0,100.0
"Tüdrukuke loodab , et äkki lisatakse palka või võidab loteriiga natuke , aga lisab elutargalt - imesid ju ei juhtu .",4051,"[{""start"": 54, ""end"": 63, ""text"": ""loteriiga"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,423,100.0,100.0,100.0
"Väga ilmekas on lõik noore , lastega lese kirjast : “ Ma pole iial riigilt midagi oodanud .",4054,"[{""start"": 67, ""end"": 74, ""text"": ""riigilt"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,452,100.0,100.0,100.0
Aga nüüd tuleb üks vanem daam ja nõuab riigilt aru .,4055,"[{""start"": 39, ""end"": 46, ""text"": ""riigilt"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,453,100.0,100.0,100.0
"Näiteks 1974. aastal otsustati tema Rootsi sõidu taotlus rahuldada , “ arvestades 2. osakonna operatiivset huvitatust ” .",4056,"[{""start"": 8, ""end"": 20, ""text"": ""1974. aastal"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,478,100.0,100.0,100.0
Ehk mõtleb president Meri välja mõne uue auraha neile meestele medalina kaelas kandmiseks ?,4057,"[{""start"": 48, ""end"": 89, ""text"": ""neile meestele medalina kaelas kandmiseks"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,490,100.0,100.0,100.0
“ Terje tulekuni sahmisime siin omaette .,4059,"[{""start"": 2, ""end"": 16, ""text"": ""Terje tulekuni"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,515,100.0,100.0,100.0
"Heaks näiteks on tomat , mis on muudetud külmakartmatuks kala geeni sisseviimisega .",4064,"[{""start"": 57, ""end"": 82, ""text"": ""kala geeni sisseviimisega"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,584,100.0,100.0,100.0
"Kõlbelisemad taimetoitlased väidavad , et see tomat neile ei kõlba .",4065,"[{""start"": 52, ""end"": 57, ""text"": ""neile"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,585,100.0,100.0,100.0
Tuli ju selle loomiseks tappa kalu .,4066,"[{""start"": 8, ""end"": 23, ""text"": ""selle loomiseks"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,586,100.0,100.0,100.0
Nad ei kuluta selleks rohkemat peale oma perekonna tööjõu .,4067,"[{""start"": 14, ""end"": 21, ""text"": ""selleks"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,594,100.0,100.0,100.0
"Kui nende toodete hinnad aga langevad , on arengumaades oodata hoopis toiduainete eksporditulude vähenemist .",4068,"[{""start"": 43, ""end"": 55, ""text"": ""arengumaades"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,599,100.0,100.0,100.0
Mõlemad mäletavad Kukke targa ja õpihimulise poisina .,4072,"[{""start"": 24, ""end"": 52, ""text"": ""targa ja õpihimulise poisina"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,613,100.0,100.0,100.0
Mingit nõukogudevastasust Kuked Mõisaküla ajal õpetajate teada ei ilmutanud .,4074,"[{""start"": 32, ""end"": 46, ""text"": ""Mõisaküla ajal"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,643,100.0,100.0,100.0
Nõnda ei valmistanud edasijõudmine talle erilisi raskusi .,4076,"[{""start"": 35, ""end"": 40, ""text"": ""talle"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,666,100.0,100.0,100.0
"Kukk vastas alati , et see asi on otsustatud ning rohkem ta sellest ei räägi .",4077,"[{""start"": 60, ""end"": 67, ""text"": ""sellest"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,676,100.0,100.0,100.0
Kuke 10-kuune stazheerimine Prantsusmaal oli kogu ülikoolis esmakordne juhus .,4079,"[{""start"": 45, ""end"": 59, ""text"": ""kogu ülikoolis"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,698,100.0,100.0,100.0
Kukk tahtis parteibüroost välja astuda .,4082,"[{""start"": 12, ""end"": 25, ""text"": ""parteibüroost"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,720,100.0,100.0,100.0
Parteist aga teatavasti välja astuda üldse ei saanud .,4083,"[{""start"": 0, ""end"": 8, ""text"": ""Parteist"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,727,100.0,100.0,100.0
Kukk esitas avalduse dotsendi kohale valimiseks .,4084,"[{""start"": 21, ""end"": 47, ""text"": ""dotsendi kohale valimiseks"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,731,100.0,100.0,100.0
"Kukk ise ei lootnudki dotsendiks saada , seda näitab kasvõi asjaolu , et ta jättis selleks vajaliku  venia legendi  ehk avaliku akadeemilise loengu pidamata .",4085,"[{""start"": 83, ""end"": 90, ""text"": ""selleks"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,735,100.0,100.0,100.0
Ülikooli toonane rektor Arnold Koop soovitas siiski valimine kõigi reeglite kohaselt läbi viia .,4086,"[{""start"": 61, ""end"": 84, ""text"": ""kõigi reeglite kohaselt"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,738,100.0,100.0,100.0
Mängu tuleb tähtis tegur või isegi tegelane - fantaasia .,4090,"[{""start"": 0, ""end"": 5, ""text"": ""Mängu"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,814,100.0,100.0,100.0
"Tallinna Matusebüroo tegevdirektor Toomas Daum väidab , et ärisse on jäänud vaid need , kes sõna peavad ja keda “ süsteem ” tunnustab .",4092,"[{""start"": 59, ""end"": 65, ""text"": ""ärisse"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,836,100.0,100.0,100.0
"Nobedad noorikud , kes samuti matusebüroo palgal , valmistavad pärgi ja kimpe , kunstnikukäega mehed raiuvad hauaplaatidele kirju .",4094,"[{""start"": 109, ""end"": 123, ""text"": ""hauaplaatidele"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,843,100.0,100.0,100.0
Andrei ametivendi on Eestis kõvasti alla saja .,4097,"[{""start"": 21, ""end"": 27, ""text"": ""Eestis"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,863,100.0,100.0,100.0
Matusetarvete töökojas Tallinnas õmmeldakse halle kikilipse ja tavalisi lipse .,4100,"[{""start"": 0, ""end"": 32, ""text"": ""Matusetarvete töökojas Tallinnas"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,876,100.0,100.0,100.0
"Uus mood on Skandinaavia algupära paadikujuline kirst , mis inimese kehakujuga sobivam kui tavaline kandiline sark .",4102,"[{""start"": 60, ""end"": 78, ""text"": ""inimese kehakujuga"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,888,100.0,100.0,100.0
"Ja kus on teie kõnemees , nad pole muusikuga kokku leppinud !",4105,"[{""start"": 35, ""end"": 44, ""text"": ""muusikuga"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,904,100.0,100.0,100.0
"Matusemuusik peab oskama soleerida , aga iga esimene viiul ei suuda ilma orkestrita midagi teha .",4106,"[{""start"": 68, ""end"": 83, ""text"": ""ilma orkestrita"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,920,100.0,100.0,100.0
Tallinnas laululehed enam eriti ei lähe .,4107,"[{""start"": 0, ""end"": 9, ""text"": ""Tallinnas"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,921,100.0,100.0,100.0
Ühe korraliku peielaua valmistamiseks u 50 inimesele kulub 2-3 inimese tööjõud .,4109,"[{""start"": 0, ""end"": 52, ""text"": ""Ühe korraliku peielaua valmistamiseks u 50 inimesele"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,929,100.0,100.0,100.0
"Võib juhtuda , et kirst ei mahu auku ära .",4114,"[{""start"": 32, ""end"": 36, ""text"": ""auku"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,973,100.0,100.0,100.0
"Looduslähedust ihkavatele eestlastele meeldivad ka kodumaised põllukivid , mille töötlemist kivimeistrid ära ei põlga .",4115,"[{""start"": 0, ""end"": 37, ""text"": ""Looduslähedust ihkavatele eestlastele"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,982,100.0,100.0,100.0
Kirjaraidur toksib käsitsi marmor- või graniitplaadile kirjad ja pildid sisse .,4117,"[{""start"": 27, ""end"": 54, ""text"": ""marmor- või graniitplaadile"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,985,100.0,100.0,100.0
Rauatöökodades tehakse kalmulaternaid ja muid kujunduselemente .,4119,"[{""start"": 0, ""end"": 14, ""text"": ""Rauatöökodades"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,994,100.0,100.0,100.0
"Saksamaa , Soome ) on ühistuline pangandus ka tänagi suure osakaaluga , siis eeldame , et vajadus selle järele on meilgi olemas .",4123,"[{""start"": 114, ""end"": 120, ""text"": ""meilgi"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1022,100.0,100.0,100.0
Seega tähistasime 2002. aasta juulis rahvuslike ühistegelike krediidiasutuste 100. aastapäeva .,4126,"[{""start"": 18, ""end"": 36, ""text"": ""2002. aasta juulis"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1031,100.0,100.0,100.0
Seadused olid ranged pankrottide puhul .,4128,"[{""start"": 21, ""end"": 38, ""text"": ""pankrottide puhul"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1045,100.0,100.0,100.0
Seda on aga tänases Eestis väga raske eeldada .,4129,"[{""start"": 12, ""end"": 26, ""text"": ""tänases Eestis"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1092,100.0,100.0,100.0
"Suhteliselt tagasihoidlik on HLÜdes hoiuste summa , seda vaatamata kõrgete intresside lubamisele .",4133,"[{""start"": 29, ""end"": 35, ""text"": ""HLÜdes"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1125,100.0,100.0,100.0
"Ilmselt on meie seaduseandjad siin kõvasti üle pingutanud või tahtlikult nii kõrge sisendläve kehtestanud , et elimineerida juba eos ühistupanga asutamise idee .",4134,"[{""start"": 129, ""end"": 132, ""text"": ""eos"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1154,100.0,100.0,100.0
"Nende asutamine on lubatud töökoha põhimõttel ( vallas , linnas ) või usulisel printsiibil koguduse juurde ( Kedzierski , 2004 , lk. 237 ) .",4135,"[{""start"": 27, ""end"": 106, ""text"": ""töökoha põhimõttel ( vallas , linnas ) või usulisel printsiibil koguduse juurde"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1156,100.0,100.0,100.0
"Alustada võiks kasvõi sellest , et muuta suhtumist hoiu-laenuühistutesse .",4138,"[{""start"": 15, ""end"": 72, ""text"": ""kasvõi sellest , et muuta suhtumist hoiu-laenuühistutesse"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1170,100.0,100.0,100.0
Leedus oli 1996. a. lõpus 16 krediidiühingut .,4139,"[{""start"": 11, ""end"": 25, ""text"": ""1996. a. lõpus"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1176,100.0,100.0,100.0
"Meenutame kõrget kapitaliseeritust , demokraatlikumat juhtimist ( igal osanikul üks hääl vaatamata osamaksu suurusele ) , kasumi maksimeerimisele mitteorienteeritust ( kasumit dividendidena välja ei maksta ) , kohalike olude head tundmist jne.",4141,"[{""start"": 176, ""end"": 189, ""text"": ""dividendidena"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1183,100.0,100.0,100.0
"Näiteks tsiteerib Dubroff ( 1998 ) USA uuringuid , mis näitavad , et igat liiki finantsinstitutsioonidest on krediidiühistud esikohal klienditeeninduse kvaliteedi osas .",4143,"[{""start"": 134, ""end"": 167, ""text"": ""klienditeeninduse kvaliteedi osas"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1195,100.0,100.0,100.0
Neile meie praegune haldusaparaat ei vasta .,4146,"[{""start"": 0, ""end"": 5, ""text"": ""Neile"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1236,100.0,100.0,100.0
Minister vastutab parlamendi ees .,4148,"[{""start"": 18, ""end"": 32, ""text"": ""parlamendi ees"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1244,100.0,100.0,100.0
"Parlament peaks hakkama püstitama sisulisi ülesandeid , kuhu mingi minister peab oma haldusalas jõudma .",4149,"[{""start"": 81, ""end"": 95, ""text"": ""oma haldusalas"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1258,100.0,100.0,100.0
Ja eraldama selleks ka ressursid .,4150,"[{""start"": 12, ""end"": 19, ""text"": ""selleks"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1259,100.0,100.0,100.0
Eelarve ja seletuskirjad tulemustest ei räägi .,4151,"[{""start"": 25, ""end"": 36, ""text"": ""tulemustest"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1262,100.0,100.0,100.0
Tegevuspõhimõtted on mõlemal sarnased .,4152,"[{""start"": 21, ""end"": 28, ""text"": ""mõlemal"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1278,100.0,100.0,100.0
Kõiki tuleb menetleda kümne päevaga .,4156,"[{""start"": 22, ""end"": 35, ""text"": ""kümne päevaga"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1302,100.0,100.0,100.0
"Teadlikkus universaalsete ja ainuõigete lahendite puudumisest põhjustab indiviidides ängi ja isiklike riskistrateegiate rakendamist , individualiseerumist .",4160,"[{""start"": 72, ""end"": 84, ""text"": ""indiviidides"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1366,100.0,100.0,100.0
"Rahulolematust ei väljendata enam üksnes keskkonnaprobleemide liigsuse , vaid ka nende probleemide lahendamise meetodite suhtes .",4164,"[{""start"": 34, ""end"": 127, ""text"": ""üksnes keskkonnaprobleemide liigsuse , vaid ka nende probleemide lahendamise meetodite suhtes"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1436,100.0,100.0,100.0
"Samas on ühiskonna valdav materialistlik suunitlus toonud kaasa süsteemikriitiliste indiviidide tekke , kollektiivsus naaseb killustatud indiviidide väärtuspõhise koondumisena .",4165,"[{""start"": 125, ""end"": 175, ""text"": ""killustatud indiviidide väärtuspõhise koondumisena"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1445,100.0,100.0,100.0
"Probleemid nagu analüütilisuse ja kriitilisuse puudumine ning vähene lahenduste pakkumine ( Lauristin jt 1985 ) on tegurid , mida looduskaitse ekspertid meediale ka nüüd ette heidavad .",4168,"[{""start"": 153, ""end"": 161, ""text"": ""meediale"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1469,100.0,100.0,100.0
"Keskkonnaorganisatsioonide kiiresti kasvav liikmeskond on vähese loodussuhtega noorte päralt , kelle loodushuvi on tõusetunud nii märgilise-identiteedilise eristumissoovi ( keskkondlik p. ) kui ka ühiskonnakriitika ( ökoloogiline p. ) pinnalt .",4170,"[{""start"": 126, ""end"": 242, ""text"": ""nii märgilise-identiteedilise eristumissoovi ( keskkondlik p. ) kui ka ühiskonnakriitika ( ökoloogiline p. ) pinnalt"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1496,100.0,100.0,100.0
Vähene serotoniini ja noradrenaliini hulk ning kortisooli ülikogus võivad käivitada masendava depressiooniahela inimese tunnetustegevuses .,4174,"[{""start"": 112, ""end"": 137, ""text"": ""inimese tunnetustegevuses"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1542,100.0,100.0,100.0
Kindlasti esineb vanemaealistel depressioonihaigetel rohkesti väsimustunnet ja kehalisi häireid ning ka haiguslikku muretsemist oma tervise pärast .,4175,"[{""start"": 17, ""end"": 52, ""text"": ""vanemaealistel depressioonihaigetel"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1580,100.0,100.0,100.0
45-aastast Reinu peksid kaks tundmatut meest Haapsalu maantee äärses pargis .,4176,"[{""start"": 45, ""end"": 75, ""text"": ""Haapsalu maantee äärses pargis"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1603,100.0,100.0,100.0
Omanik hindab kahju 2000 kroonile .,4177,"[{""start"": 20, ""end"": 33, ""text"": ""2000 kroonile"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1609,100.0,100.0,100.0
Euroopa Liidu välisministrid kinnitasid eile endise NATO peasekretäri ja praeguse EL-i julgeoleku- ja välispoliitikajuhi kaitsealase Lääne-Euroopa Liidu ( WEU ) peasekretäri kohale .,4179,"[{""start"": 45, ""end"": 180, ""text"": ""endise NATO peasekretäri ja praeguse EL-i julgeoleku- ja välispoliitikajuhi kaitsealase Lääne-Euroopa Liidu ( WEU ) peasekretäri kohale"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1687,100.0,100.0,100.0
"Selgus ka , et lapsevanemad hindavad ühe lapse kasvatamise hinnaks kuus 1001-1500 krooni .",4180,"[{""start"": 67, ""end"": 71, ""text"": ""kuus"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1702,100.0,100.0,100.0
"Mullu Eesti rekordit uuendanud ( 8672 ) Erki Noole siht on selge : "" Võidust madalamat eesmärki ei saagi püstitada !",4182,"[{""start"": 69, ""end"": 76, ""text"": ""Võidust"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1719,100.0,100.0,100.0
Muus osas oleme täiesti võrdsed kandidaadid .,4192,"[{""start"": 0, ""end"": 9, ""text"": ""Muus osas"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1836,100.0,100.0,100.0
"Vladimir Padama ( Keskerakond ) : Tundub , et asjad liiguvad õiges suunas ja uut linnapead polegi vaja .",4194,"[{""start"": 61, ""end"": 73, ""text"": ""õiges suunas"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1852,100.0,100.0,100.0
Ühe kadunud pargipingi metallosad leitud .,4195,"[{""start"": 0, ""end"": 3, ""text"": ""Ühe"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1887,100.0,100.0,100.0
Tallinna tolliinspektorite altkäemaksuvõtmise himu vähendamiseks tõhustati sisekontrolli tööd,4196,"[{""start"": 0, ""end"": 64, ""text"": ""Tallinna tolliinspektorite altkäemaksuvõtmise himu vähendamiseks"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1898,100.0,100.0,100.0
"Seltskonnas viibisid endine hansapankur Rain Lõhmus , ekstennisist Helen Laupa Hansapanga juhatuse esimees Indrek Neivelt ja aeroobikatreener Riina Suhhotskaja .",4200,"[{""start"": 0, ""end"": 11, ""text"": ""Seltskonnas"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1969,100.0,100.0,100.0
Suured autofirmad liituvad samadel põhjustel kui pangadki - kulude kokkuhoiu ja uute turgude vallutamise eesmärgil .,4202,"[{""start"": 27, ""end"": 44, ""text"": ""samadel põhjustel"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,1997,100.0,100.0,100.0
Kindlasti ei tule tootmisse mudelid nimega Volvo Escort või Ford S40 .,4204,"[{""start"": 18, ""end"": 27, ""text"": ""tootmisse"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2004,100.0,100.0,100.0
"Miks ka mitte , kuna nimekiri koostati noore rahvusriigi ülesehitamise ja kindlustamise ajal ?",4208,"[{""start"": 39, ""end"": 92, ""text"": ""noore rahvusriigi ülesehitamise ja kindlustamise ajal"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2032,100.0,100.0,100.0
"Kõik kolm on jätkuvalt seda meelt , et senistel saavutustel - neist olulisim on pääs Euroopa Liidu esimesse laienemisvooru - ei või peatuda ja reformid peavad jätkuma .",4209,"[{""start"": 62, ""end"": 67, ""text"": ""neist"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2054,100.0,100.0,100.0
"Aga kindlasti on populismil ka oma osa selles , et valimistest osavõtu protsent jäi madalaks .",4210,"[{""start"": 39, ""end"": 92, ""text"": ""selles , et valimistest osavõtu protsent jäi madalaks"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2057,100.0,100.0,100.0
Siit johtuvalt näeme vajadust moodustada Riigikogus tugev koalitsioon kõigist uuendusmeelsetest jõududest .,4211,"[{""start"": 41, ""end"": 51, ""text"": ""Riigikogus"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2066,100.0,100.0,100.0
President Lennart Meri alustab täna India presidendi Kicheril Raman Narayanani kutsel aset leidvat nädalast riigivisiiti Indiasse .,4214,"[{""start"": 36, ""end"": 85, ""text"": ""India presidendi Kicheril Raman Narayanani kutsel"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2120,100.0,100.0,100.0
"Visiidi kavas on lisaks kahe riigipea kohtumisele ka kohtumine India peaministri Atal Behari Vajpaye , parlamendi Lok Sabha spiikeri Ganti Mohanachandra Balayogiga ja asepresidendi Krishnant Kantiga .",4215,"[{""start"": 17, ""end"": 49, ""text"": ""lisaks kahe riigipea kohtumisele"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2121,100.0,100.0,100.0
Estonia tugirühma juht läheb kohtu alla,4216,"[{""start"": 29, ""end"": 39, ""text"": ""kohtu alla"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2122,100.0,100.0,100.0
""" Meie prestiizh oli kõva , sest minimaalse suurusega delegatsiooniga kolm raportit ette valmistada on märkimisväärne , "" ütles Telgmaa .",4217,"[{""start"": 33, ""end"": 69, ""text"": ""minimaalse suurusega delegatsiooniga"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2136,100.0,100.0,100.0
Inimestel ja hiirtel sarnane toidulaud,4218,"[{""start"": 0, ""end"": 20, ""text"": ""Inimestel ja hiirtel"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2145,100.0,100.0,100.0
"Seetõttu peab neid uurima elusolendites , "" selgitab Karis .",4219,"[{""start"": 26, ""end"": 39, ""text"": ""elusolendites"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2147,100.0,100.0,100.0
Hiirel on 100 000 geeni nagu inimeselgi .,4220,"[{""start"": 24, ""end"": 39, ""text"": ""nagu inimeselgi"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2148,100.0,100.0,100.0
"Neid liine kasutavadki nüüd teadlased , sest juba järglaste välimusest saab palju olulist välja lugeda .",4222,"[{""start"": 45, ""end"": 70, ""text"": ""juba järglaste välimusest"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2157,100.0,100.0,100.0
Mees hukkus auto all .,4225,"[{""start"": 12, ""end"": 20, ""text"": ""auto all"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2219,100.0,100.0,100.0
"Kui Tampõld 63-aastaselt ootamatult infarkti suri , siis pärijaid ei leitud .",4226,"[{""start"": 36, ""end"": 44, ""text"": ""infarkti"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2225,100.0,100.0,100.0
"Ja milliseid hetki on "" põlvpükslased "" maailmale pakkunud !",4230,"[{""start"": 40, ""end"": 49, ""text"": ""maailmale"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2267,100.0,100.0,100.0
"Ent mehed ei saagi teisiti , sest nad teavad : Ewingule tuleb hankida meistrisõrmus .",4231,"[{""start"": 47, ""end"": 55, ""text"": ""Ewingule"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2275,100.0,100.0,100.0
"Kui teda mitmekesi kaeti , jõudis pall kiirelt korvist kaugemale , ja Spursi snaiprite armaada mõjub hirmuäratavalt : Sean Elliott , Jaren Jackson , Mario Elie , Steve Kerr , ka mängujuht Avery Johnson .",4233,"[{""start"": 47, ""end"": 54, ""text"": ""korvist"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,2288,100.0,100.0,100.0
