sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,classification,explanation,classification2,explanation2,timex_tag,ekilex_tag,ner_tag
4651921,7475852,17,esitlema,,in,Euroopa,Euroopas,""" Lõpuks näevad ka Eesti vaatajad vahepeal uuenenud Eurospordi visuaalset kujundust , mida Eurosport esitles mujal Euroopas 15. jaanuaril "" , lisas Tiits .",yes,,yes,"The phrase 'Euroopas' specifies the location where Eurosport presented its visual design, thus it is an adverbial of place.",,location,LOC
8330452,13350316,3,jälgima,,in,kelder,keldris,Jälgin Illegaardi keldris Jaak Tuksamit juba teist päeva .,yes,,yes,,,location,
5931214,9521483,5,peatuma,,in,Haapsalu,Haapsalus,"Enne Tallinna peatusid jahid Haapsalus , siit edasi minnakse üle lahe Helsingisse .",yes,,yes,,,location,LOC
7625873,12233308,4,sõidutama,,adit,Creek,Creeki,Ta sõidutab inimesi Creeki ühelt kaldalt teisele samamoodi nagu väga kaua aastaid tagasi .,yes,,yes,,,,
17186026,26387267,2,vedelema,,ad,koduka,kodukal,IBM-i kodukal ei vedele midagi ?,no,"The phrase 'kodukal' refers to a homepage or website, not a specific location, so it was classified as 'no'.",yes,,,,
8724465,14001941,12,sööma,,in,kolkaküla,kolkakülas,"Ja siis saab ta kuningliku eine , millesarnast pole ta oma kolkakülas iial söönud .",yes,,yes,,,location,
9041232,14536641,8,tungima,,adit,alevik,alevikku,Aprilli alguses laskis üks Kõrveküla mees maha alevikku tunginud marutõves rebase .,yes,"The phrase 'alevikku' refers to a settlement or village, which is a location, so it is classified as 'yes'.",yes,,,location,
4923385,7904961,8,esinema,,in,Bratislava,Bratislavas,"Möödunud kuul esines Tšehhi president Vaclav Havel Bratislavas NATO kandidaatmaade kohtumisel kirgliku üleskutsega jätta tähelepanuta Venemaa vihane vastuseis ning luua julgeolekuala "" Alaskast läänes kuni Tallinnani idas "" .",yes,,yes,The phrase 'Bratislavas' was classified as 'yes' because it specifies a geographical location where the event occurred.,,location,LOC
9091425,14618587,4,tulema,kokku,ill,Saku,Sakusse,"Eile üle Eesti Sakusse kokku tulnud kuuskümmend talunikku otsustasid algatada soodsat hinda lubades kartuleid kokku ostnud Audervalle vastu pankrotimenetluse , kuigi enamik põllumeestest ei looda oma saagi eest enam sentigi saada .",yes,,yes,,,location,LOC
8753317,14051811,17,looma,,ill,koostöö,koostöösse,"Zhalgirise juhendaja Jonas Kazlauskas märkis , et hoolealused pole saanud piisavalt koos harjutada , mis lõi koostöösse mõra .",no,"The word 'koostöösse' refers to cooperation, which is an abstract concept, not a location.",yes,,,,
4992700,8016473,12,liikuma,,adit,Pakistan,Pakistani,"Qanuni andmetel "" liiguvad bin Laden ja tema toetajad pidevalt Afganistanist Pakistani ja tagasi "" .",yes,,yes,,,location,LOC
3157815,5070892,10,pooma,üles,in,kool,koolis,"Õpetaja õigustas oma käitumist sellega , et ühes Itaalia koolis poos õpilane end üles , kui teda homoseksuaaliks nimetati .",yes,,yes,The phrase 'koolis' was classified as an adverbial of place because it specifies the location where the event (a student hanging themselves) occurred.,,,
9617364,15436582,6,pääsema,välja,el,kraater,kraatrist,"Kuulajate üllatuseks ei pääsenud muusikahelid kraatrist välja : mitmekordne kaja valli katvalt metsalt lõi mulje , et kogu loodus - järv , mets ja tumenev taevas selle kohal on täis muusikat .",no,"The phrase 'kraatrist' refers to an object (crater), not a location in this usage.",yes,,,location,
1293786,2055405,19,tutvustama,,in,Madalmaad,Madalmaades,"Päris mustadesse toonidesse türklaste võimalusi siiski maalida ei saa , andekaid ja osavaid pallureid tutvustab peatreener Mustafa Denizli Madalmaades kindlasti .",yes,,yes,,,location,LOC
6112077,9809939,1,võimutsema,,in,elutuba,Elutoas,"Elutoas ei võimutse teler , vaid alati värsked valged liiliad ja portselankujukesed , kohvilauas maitsvad šokolaadipulgad ja -kuubikud , mis hinnaliste nõudega harmoneeruvad .",yes,,yes,,,location,
10413438,16704721,5,tegelema,,in,Enterpris,Enterprises,"Silvese sõnul tegeleb Silves Enterprises OÜ praegu toiduainete ja tööstuskaupade vahendamisega Venemaale , Armeeniasse ja Gruusiasse .",no,"The phrase 'Enterprises' was classified as 'no' because it refers to a company name, not a location.",no,"The phrase 'Enterprises' refers to an entity or organization rather than a physical location, so it was classified as 'no' for adverbial of place.",,,ORG
10157849,16297325,11,saama,,ill,Mara,Marasse,"Felice Bauer asus elama Ameerika Ühendriikidesse , temast sai proua Marasse ning ta kinkis kirjad ( 500 ! )",yes,,yes,"The phrase 'Marasse' indicates the name or identity rather than describing location, so it does not function as an adverbial of place.",,,PER
4078084,6564199,13,kerkima,,all,hind,hinnale,Seega on kohvitööstuse tooraine hind kerkinud üsna lähedale odavamate kohvisegude 400-grammise paki hinnale ja peab vältimatult hakkama mõjutama kohvi jaehinda .,no,The phrase 'hinnale' refers to 'price' and not to a geographical or physical location.,no,"The phrase 'hinnale' indicates a target or reference related to cost, not a physical location, hence it is not an adverbial of place.",,,
14404153,22812504,12,tekkima,,ill,kurd,kurdudesse,"Nägin , kuidas ta oma pilgu aknasse pööras ja kuidas ta kurdudesse jälle see trotslik ilme tekkis .",no,"The phrase 'kurdudesse' refers to folds, which describe a feature rather than a specific location.",yes,,,,
8245434,13229710,13,sööma,,in,Tartu,Tartus,"Nimelt pakub Rannahotell tavatuid praekartuleid , mida viimati sõin 15 aasta eest Tartus .",yes,,yes,"The phrase 'Tartus' specifies a physical location (the city of Tartu), so it is an adverbial of place.",,location,LOC
1213264,1929795,11,hankima,,el,faasanifarm,faasanifarmidest,"Seejärel ehitas ta aiad ning hankis Juurus ja Varblas tegutsevatest faasanifarmidest põhikarja linnud , kellest munejaid kanu oli 35.",yes,,yes,,,,
1940276,3092415,5,kauplema,,in,küsimus,küsimustes,"Muidugi kauplesime kõvasti aktsiaemissiooni küsimustes , aga sellest said minu arust mõlemad pooled aru kui äri normaalsest protseduurist .",no,"The word 'küsimustes' refers to issues or topics, not a physical or geographical location.",no,"The phrase 'küsimustes' refers to a topic or subject matter, not a location, so it is not classified as an adverbial of place.",,,
4001513,6441393,17,tervitama,,in,Kadrioru,Kadriorus,"Täna saabus Eestisse riigivisiidile Tšehhi vabariigi president Václav Klaus ja proua Livia Klausová , keda tervitasid Kadriorus Eesti vabariigi president ja proua Ingrid Rüütel .",yes,,yes,,,,ORG
15316804,23915478,33,viskama,,adit,kõri,kõrri,"Siis kui valvur kunagi sisse tiksub komistab seal ja siis ma seal noaga teen mida vaja teha on  Teine valvur tuleb , siis ma võtan noa ja viskan selle teisele valvurle otse kõrri",no,"The phrase 'kõrri' refers to a throat, which is a body part and not a location.",yes,,,,
8831507,14185313,3,looma,,ill,aken,aknasse,"Lõin silmad aknasse ja nägin õues saepukki , raiepakku , kirvest ja kirvesilmale kleepunud kollast kaselehte .",no,The word 'aknasse' refers to looking out of or towards a window and not a geographical location.,no,"The word 'aknasse' refers to a direction or focus of sight, not a physical location, so it is not an adverbial of place.",,,
15003515,23538018,10,liikuma,edasi,ill,loe,loodesse,Pärast hävitustööd Põhja-Carolinas ja Virginia osariigis liikus torm edasi loodesse Pennsylvania suunas .,yes,,yes,,,location,
4312270,6937011,10,kasutama,,ill,vangla,vanglasse,"Venemaa miilits paljastas skeemi , kuidas kurjategijad kasutasid tuvisid vanglasse narkootikumide smugeldamiseks .",yes,,yes,"The phrase 'vanglasse' specifies a destination or direction towards a place, so it is an adverbial of place.",,location,
15452231,24133580,8,treenima,,in,Kreeka,Kreekas,"Eesti kergejõustiku esinumber Erki Nool treenib pühapäevast Kreekas , samas on ka treener Andrei Nazarovi ülejäänud grupp .",yes,,yes,,,location,
11869570,18995192,8,vahendama,,ill,ühiskassa,ühiskassasse,"Siis tuleb järgmine kiht , kes vahendavad ühiskassasse raha jne.",yes,,yes,,,,
1274403,2025131,3,panema,,adit,filmitegemine,filmitegemisse,"Nad panevad filmitegemisse raha , mis annab hea võimaluse rikastada oma kava .",no,"The term 'filmitegemisse' refers to an activity or process of filmmaking, not a location.",yes,,,,
14007540,22299475,5,tellima,,ill,kontor,kontorisse,"« Kui telliks õige kontorisse hiina toitu , näiteks kana magushapus kastmes , » otsustasid SL Õhtulehe töötajad kõhutäie kõrvalt testida , kui hea mõte on Tallinna hiina kiirsöögikohtadest-restoranidest kontorilõunat hankida .",yes,,yes,,,location,
3177545,5102838,19,takistama,,ill,kohus,kohtusse,""" Näiteks on reguleerimata situatsioon , kus inimesel on liikumishäire , näiteks jalaluu murd , mis takistab tema kohtusse minekut , ent kohtus võiks ta tunnistusi anda küll .",yes,"The word 'kohtusse' refers to a courthouse or court, which signifies a physical place, so it is classified as a location.",yes,,,,
3915484,6306661,1,põikama,,ill,Lillehammer,Lillehammerisse,"Lillehammerisse põikab kõige sagedamini Bjarte Engen Vik , kellega eestlasedki rollerirajal ja hüppemäel trehvavad .",yes,"The phrase 'Lillehammerisse' refers to a specific geographical location, so it was classified as 'yes'.",yes,The phrase 'Lillehammerisse' is classified as an adverbial of place because it specifies a location where the action occurs.,,location,LOC
2174792,3474866,6,esitlema,,in,Rakvere,Rakveres,"Juhan Kunderi kultuuriselts esitles eile Rakveres Eesti esimest muinasjuturaamatut , mille autoreiks on lapsed ise .",yes,,yes,,,location,LOC
710144,1130620,11,pussitama,,in,maja,majas,Tundmatud kurjategijad pussitasid Pjotrit ( 39 ) rindu Sõle 60 majas .,yes,,yes,,,,
2027126,3235647,8,tellima,,el,Viridis,Viridisest,"Seda kunsti tarbivad muuseumid , kes on Viridisest tellinud mahukaid ekspositsioone .",no,"The phrase 'Viridisest' refers to an entity or organization supplying exhibitions, not a location.",yes,,,,ORG
5976255,9591151,6,jooksma,,all,kino,kinodele,"Eestlased jooksevad detsembri algul tormi kinodele , kohalikel filmitootjatel aga kippus vähemasti möödunud nädala teisel poolel selleks aega nappima .",yes,"The word 'kinodele' refers to cinemas, which are physical locations, hence classified as 'yes'.",yes,,,,
14291998,22689076,3,hankima,,el,lauapall,lauapallist,Oma seitsmest lauapallist kolm hankis Rodman pingelisel viimasel minutil .,no,"The phrase 'lauapallist' refers to table tennis balls and not a location, so it is classified as 'no'.",yes,"The phrase 'lauapallist' indicates the location associated with obtaining something (from the table basketballs), so it is classified as an adverbial of place.",,,
10293633,16519216,7,pidama,,in,Boliivia,Boliivias,"Ka toodi välja fakt , et Boliivias ei pea naine enam enne , kui esitab kaebuse seksuaalkuriteo kohta , tõestama , et on “ aus ” .",yes,,yes,,,location,LOC
15355475,23983612,16,tooma,ära,el,ateljee,ateljeest,"Mis puutub portreesse , siis vahepeal me käisime Udoga kahekesi veel Oggenis ja tõime selle ateljeest ära .",yes,,yes,,,location,
14259568,22635382,10,istuma,,ill,Sauber,Sauberisse,"Oli sul lihtsam kui teisipäeval , mil esmakordselt BMW Sauberisse istusid ?",yes,,yes,,,,ORG
510374,803370,34,jalutama,,in,lennujaam,lennujaamas,""" Lisaks kohutavale teatele olin paanikas sellegi tõttu , et kedagi ei tulnud mulle lennujaama vastu , "" meenutab esimest korda ja pealegi ihuüksinda välismaal viibinud Anna , kuidas ta poolteist tundi kurvalt lennujaamas jalutas .",yes,,yes,The phrase 'lennujaamas' is classified as an adverbial of place because it specifies the location (airport) where Anna was walking sadly.,,location,
4774114,7666591,5,lubama,,adit,parlament,parlamenti,Lukashenko ei luba oponente parlamenti,no,"The word 'parlamenti' refers to parliament, which is an institution and not a specific geographic location.",yes,,,location,
559464,884588,1,opereerima,,in,Valga,Valgas,Valgas opereeris poissi Tartust kohale sõitnud arstibrigaad ning seejärel toimetati ka Maarjamõisa haiglasse .,yes,,yes,,,location,LOC
8384613,13436270,2,investeerima,,ill,auto,autosse,Uude autosse investeerib Opel ligikaudu 300 miljonit Saksa marka .,yes,,yes,,,,
8187019,13141021,12,hankima,,el,ülikool,ülikoolist,Ta on õppinud põllumajandusteadusi Adelaide'is ja seejärel hankinud enoloogikraadi Bordeaux' ülikoolist legendaarse veiniuuendaja Emile Peynaud' enda õpilasena .,yes,,yes,,,location,ORG
9102211,14635085,33,lahkuma,,el,ETL,ETList,"Antud artikliga tegite te järgmist : ala , mis Eestis on isegi liiga vähe tuntud ja suhteliselt halvas olukorras , kaotas ka selle raasukese maine ja potentsiaalse finantseeringu , hr Raiend lahkub ETList , ja ma võin lubada , et asi hakkab ainult allamäge tagasi veerema .",no,"The term 'ETList' refers to an organization or group, not a physical location.",yes,,,,
9360884,15035081,6,kõndima,,in,kaheksas,kaheksandas,"Raimo Kangro kõnnib oma arvult kaheksandas “ Displays ” ( op 42 , 1996 , Schuberti portree ) koos Schubertiga ja “ Ilusa möldrineiuga ” .",no,The phrase 'kaheksandas' refers to sequence or position (eighth) and not a physical location.,no,"The phrase 'kaheksandas' refers to an ordinal number (the eighth) and does not indicate a specific location, so it was classified as 'no'.",,,
2935745,4706863,22,ringlema,,in,sfäär,sfääris,"Kuna olen naftat puurinud ja geoloogilistel ekspeditsioonidel käinud , kõik mu noorepõlve aastad on ju rännakute rõõmud , siis olen selles sfääris ringelnud .",no,"The phrase 'sfääris' was classified as not a location because it refers to a metaphorical sphere of activity or domain, not a physical or geographical location.",yes,,,,
51130,88368,10,tooma,ära,el,Ameerika,Ameerikast,"Ning kavalalt muiates lisab ta , et Munir on Ameerikast ära toonud kõik talle armsad ja tähtsad asjad , alates piljardilauast ja lõpetades raamatutega .",yes,"The word 'Ameerikast' refers to a specific location, America, hence it is classified as a location.",yes,,,location,LOC
15239381,23800617,27,viskama,,adit,karp,karpi,"ma vahest mõtlen mis oleks siis kui mitte midagi ei oleks olemas , siis tuleb mingi imelik tunne , aga eks see näha ole kui ketsid karpi viskame",yes,,yes,,,,
8022761,12872337,10,sulgema,,adit,üsk,üska,"Alles siis , kui telestuudio tuttavad lõhnad teda oma üska sulgesid , sai Killu Uppin aru , mis tal terve suvi oli puudunud : oma pere tunne !",no,"The phrase 'üska' refers to a womb, which is not a location but a part of anatomy, hence classified as 'no'.",no,"The phrase 'üska' refers to a metaphorical or figurative sense rather than indicating a specific place, so it is not classified as an adverbial of place.",,,
91052,154137,9,üürima,,in,linn,linnas,"Hommikul üürime auto , kah ainsa saadaoleva selles linnas , ja tunneme ennast taas vabade inimestena .",yes,,yes,,,,
4689103,7534710,29,laiuma,,in,kirdenurk,kirdenurgas,""" Palju loodusvõtteid tegime Põhja-Uuralites ja Euroopa suurimas rahvuspargis "" Jugõd Va "" ( Puhas Vesi ) , mis laiub Uuralitest läände voolavate jõgede vahel Komi Vabariigis Euroopa kirdenurgas .",yes,,yes,,,location,
611545,969814,7,jõudma,,adit,MM,MM-i,"Hispaania jõudis finaali Kuni 20-aastaste noormeeste MM-i finaalturniiril Nigeerias jõudis esimesena finaali Hispaania , kes alistas kolmapäeval poolfinaalis Mali 3 : 1 ( 2. , 26.",no,"The phrase 'MM-i' does not indicate a geographic or locational reference, but rather refers to a sports event abbreviation, so it was classified as not a location.",no,"It was classified as 'no' because 'MM-i' refers to an event (World Championship), not a physical location.",,event,
4023037,6475575,9,ootama,,ill,pere,peresse,Ema Merle ja tema lapsed olid poisse oma peresse oodanud pea kolm aastat .,yes,,yes,,,,
919784,1465241,2,kohtama,,in,Itaalia,Itaalias,"Aga Itaalias kohtab ka Genua , Firenze ja Veneetsia vana ( vabriikliku ) identiteedi kandjaid .",?,?,yes,,,location,LOC
11004499,17625134,14,maksma,,ill,pesumasin,pesumasinasse,"Käsitöömeister tuletab meelde kuldset reeglit : käsitöö nõuab käsitsi pesemist , nii et pesumasinasse ei maksa neid pista .",yes,,yes,,,,
1171644,1862045,6,lahkuma,,el,Cofidis,Cofidisest,"Belgia maanteerattur Frank Vandenbroucke lahkus Cofidisest , kus sõidab Janek Tombak , ja sõlmis ühe aastase lepingu Itaalia tiimi Lampre-Daikiniga .",no,Cofidisest is not a specific geographic location but rather the name of a professional cycling team.,yes,"The phrase 'Cofidisest' indicates departure from a location (Cofidis) and specifies a place, so it is classified as adverbial of place.",,,ORG
5458591,8751638,13,vedama,,adit,raudteejaam,raudteejaama,Kahe halli kargu najal veab 16aastane Caspar Viitamees ennast üle lumehangede Keila raudteejaama .,yes,"The phrase 'raudteejaama' was classified as a location ('yes') because it refers to a train station, which is a specific physical location.",yes,,,location,
7693825,12335623,4,maksma,,in,Amazoni,Amazonis,"XP pro-versioon maksis Amazonis 300 dollarit , update 200.",yes,,yes,,,,LOC
12354189,19779873,6,valvama,,in,kaubamaja,Kaubamajas,Politsei andmetel vägivallatsesid kolm Tallinna Kaubamajas valvanud turvameest 25 . veebruaril 26-aastase Indreku kallal .,yes,,yes,,,location,ORG
3846240,6195338,16,käima,ringi,in,Euroopa,Euroopas,"Mind lausa sundis pliiatsit haarama 29. juuli EPL-is avaldatud artikkel "" üks tont käib jälle Euroopas ringi "" .",yes,"The word ""Euroopas"" refers to Europe, which is a geographical location, thus it was classified as 'location'.",yes,,,location,LOC
9821117,15758296,7,jalutama,,adit,lasketiir,lasketiiru,"Veebruaris jalutas Sillanpää Helsingi kesklinnas asuvasse lasketiiru Helsinki Shooting Club , üüris relva ja padrunid , ning märklaua asemel tulistas kõiki teisi lasketiirus olnuid .",yes,,yes,"The phrase 'lasketiiru' specifies a particular location where Sillanpää went, fulfilling the criteria of being an adverbial of place.",,location,
1379019,2193219,22,naasma,,el,Läti,Lätist,""" Praeguseks on ühinemiskava valmis , ning see esitatakse 30 juuniks Eesti ja Läti valitsustele üle vaatamiseks , "" ütles eile Lätist naasnud Eesti Energia juhatuse esimees Gunnar Okk .",yes,,yes,,,location,LOC
715707,1139832,10,pääsema,välja,el,ring,ringist,"Pangandus sai oma vitsad esimesena kätte , kuid pääseb ringist ka esimesena välja .",no,"The word 'ringist' refers to exiting a figurative circle or cycle, not a physical location, so it was classified as 'no'.",yes,,,,
1515483,2411510,16,tulema,kokku,ill,keskus,keskusesse,"Alternatiiv oleks lihtsalt seista tänavanurgal ja autod kokku lugeda , aga nüüd tuleb kõik info keskusesse kokku ja saame kuu aja vaatlustulemuste põhjal juba järeldusi teha , "" osutas Songisepp .",yes,,yes,,,,
8924236,14345251,16,kasvama,üles,in,Haapsalu,Haapsalus,"- , siis võib põhimõtteliselt iga neeger olla eestlane , kui ta kasvab üles näiteks Haapsalus või Põltsamaal , räägib oma kandi murrakut , käib saunas , sööb meeleldi hapukapsaid , ja arvab , et eesti rahval on õigus vabadusele ...",yes,,yes,,,location,LOC
10358897,16621171,1,soovima,,ill,kutsekool,Kutsekoolidesse,Kutsekoolidesse soovivad astuda vaid mõned Tamme gümnaasiumi lapsed .,yes,,yes,,,location,
13588414,21727690,20,rändama,,el,Kagu-Aasia,Kagu-Aasiast,""" Üks rünnak , millest ma eluga pääsesin , oli Austraalias , Sydneys , kus mind hilisõhtul kimbutasid tänaval Kagu-Aasiast sisse rännanud huligaanid .",yes,,yes,"The phrase 'Kagu-Aasiast' was classified as adverbial of place ('yes') because it indicates a specific geographic origin or location, describing where the people came from.",,location,LOC
5995145,9621956,1,sirguma,,in,Holland,Hollandis,"Hollandis või mujal pehmemas kliimas sirgunud taim kohaneb meil vaevaliselt , see võib kesta aastaid .",yes,,yes,,,location,LOC
8108934,13012752,9,müüma,,ill,Itaalia,Itaaliasse,Lisaks müüvad nad toodangut läbi Taani vahendajate ka Itaaliasse ja Prantsusmaale .,yes,,yes,,,location,LOC
2569941,4123683,15,pidutsema,,in,stiil,stiilis,"Kümned tuhanded eestlased on laias maailmas pidutsenud türgi , rootsi , gotlandi või hispaania stiilis .",no,The phrase 'stiilis' refers to styles and not a physical or geographical location.,no,"The phrase 'stiilis' refers to style rather than a specific physical location, so it is not classified as an adverbial of place.",,,
12474488,19968773,12,tulema,tagasi,adit,abi,appi,"” Jah , portjee magab kodus ja major tuleb hommikul tagasi appi .",no,"'appi' was classified as 'no' because it denotes assistance or help, not a place.",no,"The phrase 'appi' was classified as not adverbial of place because it describes assistance or help, which is related to purpose or manner rather than location.",,,
860931,1370966,3,elama,kaasa,in,lõpufin,lõpufinis,Erki Noole lõpufinis^ile 28. septembril elas kaasa 187.000 inimest .,no,"The phrase 'lõpufinis' refers to the end of a race or event, not a geographical or specific location.",yes,,,,
1646491,2620397,11,toimuma,,in,Arhangelsk,Arhangelskis,"Moskva ajalehe Komsomolskaja Pravda andmeil tuli Heyerdahl oma väitega lagedale Arhangelskis toimunud Vene Geograafiaühingu kongressil , kus ta tegi ettekande islandi saagade uurimise geograafilisest aspektist .",yes,,yes,,,location,LOC
9640730,15470896,17,kihutama,,adit,pikaküla,Pikakülla,"Esmaspäeva pärastlõunal kella poole kahe paiku kihutasid kiirabi ja tuletõrje kümmekond kilomeetrit Paidest Tallinna suunas asuvasse Pikakülla , kus ühe korteri lastetoas oli süttinud voodi ning samast suitsu täis toast leitud üksi kodus olnud Kristjani ( 3 ) ja Küllikese ( 4 ) elutud kehad .",yes,,yes,,,,LOC
9005677,14479238,21,käima,,in,A-Eksperdi,A-Eksperdis,"“ Kõik hinnad tõusevad , aga et see just nii palju peab tõusma , ” ütles eile oma Zhiguliga Tartus A-Eksperdis käinud Endel Värv .",yes,"The term 'A-Eksperdis' refers to a specific place or entity where someone visited, so it is classified as 'yes'.",yes,,,,LOC
13335739,21334626,27,peatuma,,in,Bethesda,Bethesdas,"Kohus aga ei nõudnud Eliani jäämist tema sugulaste hoole alla ja nii otsustaski Reno poisi vahepealseks ajaks anda isale , kes peatub ühe Kuuba diplomaadi juures Bethesdas .",yes,,yes,,,,LOC
14198062,22572197,19,vestlema,,in,ETV,ETVs,"Sest pilk internetti bändi tihedale esinemisgraafikule veenab pigem vastupidises , koos tegutsetakse ka eurolaulu kallal vähemalt vestlesid mehed ETVs eurolugude salvestuspäeval omavahel igati sõbralikult .",no,"The word 'ETVs' references a television network and not a physical place, therefore it was classified as not a location.",yes,,,location,ORG
14894919,23407578,7,tekkima,,ill,kanal,kanalisse,nyyd akki tekkis yhel sisselylitamisel teise kanalisse kah heli .,no,"'kanalisse' refers to a channel, which is used in a non-geographical context here.",yes,,,,
18968463,28635015,7,omama,,in,elukorraldus,elukorralduses,"Uuringu tulemused kinnitasid , et vanemaealiste elukorralduses omavad suurt tähtsust kohastumist soodustavad õppeprogrammid , sest need vähendavad kõrvalabi vajavate isikute hulka ja on seetõttu sotsiaal-majanduslikult väga kasulikud .",no,"The phrase 'elukorralduses' refers to a concept or system of living arrangements, not a physical location.",no,The phrase 'elukorralduses' was classified as not adverbial of place because it refers to the structure or organization of life rather than specifying a physical location.,,state,
8143054,13071169,6,minema,edasi,ill,Spiritt,Spiritisse,Ken ja Tolk lähevad edasi Spiritisse .,yes,"The word 'Spiritisse' is classified as a location as it refers to 'Spirit,' likely a specific place.",yes,"The phrase 'Spiritisse' indicates a movement towards a specific location (Spirit), so it is adverbial of place.",,,
5375420,8621496,10,teatama,,ill,kahjum,kahjumisse,Jaapani suurim mobiiltelefonide tootja Matsushita Communication Industrial teatas täna kahjumisse jäämisest tootevigade ja läbimüügi vähenemise tõttu .,no,"The phrase 'kahjumisse' refers to financial losses, which are abstract and not a location, so it was classified as not a location ('no').",no,"The phrase 'kahjumisse' indicates a financial loss or deficit, which is abstract and not related to a specific physical location, so it is not adverbial of place.",,,
1909294,3042692,10,leidma,,ill,põrand,põrandasse,Poola politsei leidis teisipäeval turismikeskuse territooriumil asuvast vanast majast põrandasse kaevatult endise Krasnodari grupeeringu liidri Mihhail Gorbatšovi ja tema elukaaslase laibad .,no,"The phrase 'põrandasse' is not a location because it describes a direction or part of an object (floor), not a geographic or physical location.",yes,,,location,
9160,15715,6,ringlema,,in,MTV,MTVs,"Kolm Sahlene soolosinglit on ringelnud MTVs , jõudes MTV Nordic Top 5 hulka .",no,"The term 'MTVs' refers to a TV network brand and not a geographic place, so it is not classified as a location.",yes,,,,
