sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,classification,explanation,classification2,explanation2,timex_tag,ekilex_tag,ner_tag
13688743,21872302,7,reisima,,adit,lääs,läände,"Kui SDV lagunes , reisis Schalck-Golodkowski läände ja pakkus oma teeneid endistele vaenlastele .",yes,,yes,,,location,
8134478,13055747,5,magama,,in,kliinik,kliinikus,"Uuritav magab öösel kõrva- kliinikus , tema keha ja pea külge ühendatakse andurid ning aparaat registreerib kaheksa tunni jooksul aju elektrilist aktiivsust , silmalihaste aktiivsust , lihastoonust , hingamissagedust ja südame tegevust .",yes,"The word 'kliinikus' explicitly refers to a physical place, a clinic, which makes it a location.",yes,,,location,
13877855,22129435,9,pidama,,in,BBC,BBCs,"Esimesel jõulupühal , kui kuninganna Elizabeth II peab BBCs oma traditsioonilist kõnet , astub Victoria Beckham teisel telekanalil üles nn alternatiivse kuningannakõnega .",no,"The word 'BBCs' was classified as not a location ('no') because it refers to a broadcasting corporation, not a physical place.",yes,,,location,ORG
5748032,9219777,13,lahkuma,,el,Detroit,Detroidist,""" Viis aastat tagasi osanuksin teda leida , siis lahkus ta kodulinnast Detroidist , "" pakub Riho Soonik .",yes,,yes,,,location,LOC
8421228,13497665,8,tutvustama,,in,Pariis,Pariisis,Peugeot'd ja Citroeni tootev PSA grupp tutvustab Pariisis Peugeot' 406 uusi modifikatsioone ja Citroeni väikeveoki Berlingo pereversiooni .,yes,,yes,,,location,LOC
15500381,24205992,12,panema,,adit,hooldeprojekt,hooldeprojekti,""" Vajaduse korral panevad Veerpalu ja loodetavasti õed Šmigunid isiklikku raha hooldeprojekti , sest kehvade suuskadega kaugele ei sõida .",no,"The phrase 'hooldeprojekti' refers to a project or initiative, not a geographic location, so it is not classified as a location.",no,"The phrase 'hooldeprojekti' was classified as 'no' because it does not indicate a location or answer the question 'where', but rather refers to a project related to care.",,,
13877523,22128897,3,kukkuma,alla,abl,lainehari,laineharjalt,"Kui laev laineharjalt alla kukub , läbib rivi jõnksatus .",no,"The phrase 'laineharjalt' refers to a part of a wave and not a geographical location, so it is classified as 'no'.",yes,,,,
7383647,11851024,41,andma,üle,in,aula,aulas,"Vähemalt mõelge sellele võimalusele , ” oli pakkunud Klaas ja sellest hetkest peale tundsin ma ennast , ilma et oleksin lillegi liigutanud , tema järglasena ajakirjandusosakonna juhataja kohal , kujutasin ette akadeemilist tseremooniat , kus auväärne professor Klaas annab ülikooli aulas mulle üle oma veelgi auväärsema ameti .",yes,,yes,,,location,
16032430,24923713,8,tooma,,adit,eestis,eestisse,"Kas keegi teab mõnda netipoodi mis tooks eestisse kaupu või teab mõnda poodi , mis müüb iPode odavamalt , kui minu otsitud hinnad ?",yes,,yes,"The phrase 'eestisse' specifies a direction toward a location (Estonia), which qualifies it as adverbial of place.",,,
9255384,14872212,2,juhtuma,,in,Ecuador,Ecuadoris,Laupäeval Ecuadoris juhtunud lennu- ja bussiõnnetuses hukkus kokku üle saja inimese .,yes,,yes,,,location,LOC
18375902,27858061,22,ütlema,,ill,eelnev,eelnevasse,Mind lihtsalt huvitas kuidas Sa vastaksid .. neile kahele küsimusele ja ka sellele kolmandale mille Teekäija esitas .. tõesti sekkumata üldse eelnevasse kus mida keegi ütles - tahtsin teada lihtsalt mida Sina arvad v ütled selle kohta !,no,"The word 'eelnevasse' refers to a preceding context or matter, not a physical or geographical location.",no,"The phrase 'eelnevasse' refers to something previously mentioned or an earlier situation, not indicating a specific place.",,,
12830747,20524470,6,hankima,,el,pedagoogikaülikool,Pedagoogikaülikoolist,"Rahandusministri nõunik Aivo Vaske hankis Pedagoogikaülikoolist üliõpilaspileti , olemata ise selle kooliga seotud .",yes,,yes,,,location,ORG
3194869,5131106,4,kogunema,,in,Haapsalu,Haapsalus,Pärast tänast mängu Haapsalus Jaroslavli Neftjannikuga kogunevad pallurid uuesti 13. septembril .,yes,"The word 'Haapsalus' refers to the city of Haapsalu, which is a specific geographical location.",yes,,,location,LOC
2406475,3857917,10,jääma,alles,ill,toimik,toimikusse,"Kohus saatis kriminaalasja täiendavale eeluurimisele , mille järel jäi toimikusse alles vaid neli episoodi ajast mil Aleksandr Belokon viibis juba Venemaal redus ning Sergei sõlmis 1995. aasta 31. augustil ja 4. septembril vahetult enne põgenemist USA-sse üksi laenulepingud nelja firmaga .",no,"The phrase 'toimikusse' refers to a case file, which is an object and not a physical location, so it is not classified as a location.",yes,,,,
8099731,12997190,8,pöörama,,ill,langus,langusesse,"Pigem on see madal või pöörab sootuks langusesse . """,no,"The word 'langusesse' refers to a state or condition (decline) rather than a physical location, so it is classified as 'no'.",no,The phrase 'langusesse' describes a state or condition (decline) rather than a physical location or place.,,,
10060758,16137721,6,jõudma,tagasi,el,lisaraha,lisarahast,"200 miljonit ettevõtete kätte jäävast lisarahast jõuab riigile tagasi üksikisiku tulumaksuna , käibemaksuna ja aktsiisidena .",no,"The phrase 'lisarahast' refers to additional funding and does not denote a location, hence classified as 'no'.",no,"The phrase 'lisarahast' refers to additional funding or resources, not specifying a place.",,,
1050198,1670252,15,parkima,,all,parkimisplats,parkimisplatsile,Eile hommikul kella 10 paiku parkis Kihelkonna valla elanik Eino Kuressaares kaupluse Tehnika Äri parkimisplatsile oma Moskvitshi ning läks kauplusest ehitusmaterjali ostma .,yes,,yes,,,location,
13849454,22083696,10,ootama,,ill,McLareni,McLarenisse,« Tegemist on suurepärase võimalusega ning ma ootan kannatamatusega McLarenisse istumist .,yes,,yes,,,,ORG
579087,917184,2,omama,,in,Suurbritannia,Suurbritannias,Näiteks Suurbritannias omab ISO sertifikaati iga seitsmes ettevõte .,yes,,yes,"The phrase 'Suurbritannias' specifies the location where the action takes place, qualifying it as an adverbial of place.",,location,LOC
794442,1267274,16,omama,,in,kaubanduskeskus,Kaubanduskeskuses,"25 protsenti aktsiatest jääb Ühendatud Kapitali kätte , kes omab enamusosalust ka Rocca al Mare Kaubanduskeskuses .",yes,,yes,"The phrase 'Kaubanduskeskuses' indicates the location related to the ownership, making it an adverbial of place.",,location,ORG
12638210,20222827,10,möllama,,in,Jugoslaavia,Jugoslaavias,"Tema ajal ( aastail 1991-1995 ) möllas Jugoslaavias kodusõda , endine föderaalriik lagunes väiksemateks osadeks .",yes,,yes,,,location,LOC
5229308,8388685,4,sõitma,ringi,in,linnaosa,linnaosas,"12. mail sõidavad linnaosas ringi autod , mis veavad ära tänavatele tõstetud suuregabariidilist prügi .",yes,,yes,,,location,
3009334,4827121,5,peitma,,adit,metallkarp,metallkarpi,Sel päeval peitis nooruk metallkarpi kaks meeste mütsi ja paari Hugo Bossi teksapükse ning üritas kauba eest maksmata poest lahkuda .,yes,,yes,,,,
343019,530202,3,jõudma,,adit,Greifswald,Greifswaldi,"Kui ta Greifswaldi jõudis , hakkas ta mõtlema : “ Midagi on autoga valesti .",yes,,yes,,,,ORG
8944081,14376836,11,pidama,,ill,võistluspaik,võistluspaikadesse,Helsingi nõrkuseks on ROKi vaheraport pidanud liiga pikka vahemaad teistesse võistluspaikadesse .,yes,"The phrase 'võistluspaikadesse' refers to competition venues, which are specific physical locations.",yes,,,location,
8322972,13339438,8,lubama,,ill,laul,lauludesse,"Ja õigusega - rock lubas välismaailma oma lauludesse , vägivalla , ebakõlad , ühiskondliku kaose .",no,"The phrase 'lauludesse' refers to 'songs' and does not indicate a location, so it was classified as not a location ('no').",yes,,,,
449816,704203,8,naasma,,el,Harku,Harkust,Koloonias hakkas Maria põllealune aga paisuma ja Harkust naasis ta juba lapsega .,yes,,yes,,,location,LOC
9280583,14910548,23,saama,sisse,ill,vallamaja,vallamajadesse,"Et telefonipostide saamist kergendatakse , tuleb ka vallavalitsustel ja nõukogudel kõik võimalikud abinõud selleks ära kasutada , et telefon käesoleva aasta jooksul vallamajadesse sisse saaks .",yes,,yes,,,location,
4144323,6670996,21,lubama,,ill,siseruum,siseruumidesse,"Koeraomanikud peavad restorani minnes oma koera koju või ukse taha jätma , sest enamik Eesti söögikohtadest neljajalgseid sõpru kuigi meelsasti siseruumidesse ei luba .",yes,,yes,"The phrase 'siseruumidesse' indicates a physical location (indoors), so it is classified as an adverbial of place.",,location,
14404862,22813726,4,järgnema,,ill,lahing,lahingutesse,"Need järgnevad talle lahingutesse , mis ta söakalt välja kuulutab , kuid mille ettekäänded on väärad .",no,"The word 'lahingutesse' refers to battles or conflicts and not a specific geographic location, so it is not classified as a location.",yes,,,event,
190807,316201,13,paiknema,,ad,kiht,kihil,"Peale nimetatud elementide võivad dokumenti kuuluda  kujutised  , mis paiknevad teisel loogilisel kihil kui dokumendi tekst .",?,?,yes,,,,
2629662,4219377,27,panema,,adit,alevik,alevikku,"Pisike , tihedalt kortermaju täis tipitud 700 elanikuga Ramsi alevik Mulgimaal on kurja kuulsusega , kirjutab  Täpselt neli aastat tagasi panid viis kohalikku koolipoissi otse keset alevikku toime nii jõhkra kuritöö , et veel praegugi on Viljandimaal vähe inimesi , kes "" seda Ramsi lugu "" ei mäleta .",yes,,yes,,,location,
12633679,20215816,2,toimuma,,ill,krae,kraesse,Raudteelaste kraesse toimunud õnnetusi Rentiku sõnul siiski veeretada ei saa .,no,"The phrase 'kraesse' does not indicate a location; it metaphorically implies blame, so it was classified as 'no'.",no,"The phrase 'kraesse' does not indicate a location but rather has a figurative meaning related to blame, so it is not classified as an adverbial of place.",,,
1340445,2131556,4,sündima,,in,Belgia,Belgias,"Lugtmeijer on sündinud Belgias , kuid elanud oma USA kontsernis töötanud isa tõttu pikemalt Itaalias ja Belgias .",yes,,yes,,,location,LOC
10085162,16179059,10,tegelema,,in,ALMAVÜ,ALMAVÜs,Tulevane piirivalvelendur Anneli Kajamaa ( 29 ) on tegelenud ALMAVÜs purilennundusega ja langevarjuga hüpanud .,no,"The phrase 'ALMAVÜs' was classified as 'no' because it refers to an organization, not a physical location.",yes,,,,ORG
3859057,6215463,5,väljuma,,ill,Kiiev,Kiievisse,"Kui seni väljus lennuk Kiievisse kell 14.05 , siis edaspidi väljub see Tallinnast kell 8.45. ülejäänud väljumisaegades suvine lennuplaan muudatusi kaasa ei too või jäävad need 5 ja 15 minuti vahele , teatas Estonian Air .",yes,,yes,,,location,LOC
8323187,13339804,5,võtma,kaasa,el,esik,esikust,"Ühed koeravaatajad võtsid lahkudes esikust kaasa , mis seal ripakil oli .",yes,"The word 'esikust' (from the hallway) refers to a specific physical location within a building, thus classified as a location.",yes,,,,
9787399,15703680,13,maanduma,,all,ema,emale,"Mõneski kultuuris tähendab öösel nähtud liblikas surma , või kui äsja sünnitanud emale maandub ööliblikas , siis sureb laps .",no,"The phrase 'emale' refers to 'to the mother' and is related to a person, not a location, so it was classified as 'no'.",no,"The phrase 'emale' refers to a person and not a physical location, so it is not classified as an adverbial of place.",,,
2582804,4145287,3,andma,üle,in,Kadriorg,Kadriorus,Neljapäeval andis Kadriorus president Arnold Rüütlile üle volikirja Saksamaa erakorraline ja täievoliline suursaadik Eestis Jürgen Dröge .,yes,,yes,The phrase 'Kadriorus' is classified as adverbial of place because it indicates the specific location where the action of handing over the credentials happened.,,,ORG
6372122,10240246,7,ronima,,adit,laut,lauta,""" Politsei küsis , miks ta lauta ronis ?",yes,,yes,The phrase 'lauta' is classified as adverbial of place because it specifies the location where the person climbed into.,,location,
1954592,3115844,10,jagama,,in,Cannes,Cannes'is,""" Inglite unistuste elu "" kaks pea-osatäitjat jagasid tänavu Cannes'is parima näitlejanna preemiat .",yes,,yes,,,location,LOC
2254552,3608200,7,avanema,,adit,saal,saali,Varem kinniehitatud rõdudelt avaneb vaade suurde saali .,yes,,yes,,,,
2119550,3383805,9,pöörduma,,adit,meditsiinipunkt,meditsiinipunkti,Esmaspäevast neljapäevani pöördus Põhja-Eesti regionaalhaigla Saku suurhallis paiknenud meditsiinipunkti keskmiselt 25 patsienti päevas .,yes,,yes,,,location,
1772490,2822490,7,kolima,,el,ETV,ETV-st,"Tutvumismäng "" Reisile Sinuga "" kolis ETV-st Kanal 2 lainele ja vahetas saatejuhti .",no,"The phrase 'ETV-st' refers to a television station rather than a geographic location, so it was classified as 'no'.",yes,,,location,ORG
7924124,12694970,14,peatuma,,in,Kuressaare,Kuressaares,Kella viie või kuue paiku panime pillid kotti ja tunni pärast peatusime taas Kuressaares Jussi värava taga .,yes,,yes,,,location,LOC
1655547,2635026,10,müüma,,ill,Irne,Irnesse,Erastamisagentuur müüs hotelli Tallinn 15 miljoni krooni eest aktsiaseltsile Irnesse 1997. aasta suvel .,no,The phrase 'Irnesse' is not classified as a location because it refers to a company or entity rather than a geographical place.,yes,,,,ORG
453517,710289,24,startima,,ill,pori,Porisse,"Tubli nädal tagasi kui kõik , ka Soome ilmaennustajad lubasid parajat külma , tugevat tormi ja lumetuisku , startisime Helsingist loode suunas , Porisse .",yes,,yes,,,,
4710253,7567457,2,peatuma,,in,Jaanilinn,Jaanilinnas,Nii Jaanilinnas kui ka Kingissepas peatub Peterburi minev buss .,yes,,yes,,,location,LOC
11531238,18466941,16,viskama,,adit,lähedus,lähedusse,"Sama salaja , kui varas koera võttis , tõi ta looma tagasi ja viskas varjupaiga lähedusse masuudiauku .",yes,,yes,The phrase 'lähedusse' was classified as an adverbial of place because it indicates proximity to a specific location.,,,
1802846,2868959,1,pidutsema,,in,Paldiski,Paldiskis,"Paldiskis ühes korteris pidutsenud rahuvalvekompanii luurerühma ülem leitnant Margus Koplimägi ja ta tuttav tagalapataljoni nooremleitnant läksid kohalike vene noormeestega tülli , kui nad baarist alkoholi juurde ostma läksid .",yes,,yes,,,location,LOC
12047433,19284273,2,juhtuma,,ill,kasiino,kasiinosse,Ka kasiinosse olen juhtunud vaid paar korda elus .,yes,"The term 'kasiinosse' refers to a physical place, a casino, indicating a specific location, hence classified as 'yes'.",yes,,,location,
2891090,4635435,3,saama,,adit,Risbiter,Risbiteri,[ Saab Risbiteri mõõga kätte .,no,The phrase 'Risbiteri' was classified as 'no' because it appears to refer to a specific object (possibly a sword) rather than a location.,no,The phrase 'Risbiteri' was not classified as an adverbial of place because it refers to a proper noun (likely a name) rather than a location or spatial context.,,,
2016215,3217236,1,olema,koha,in,Shveits,Shveitsis,"Shveitsis polnud kohal ka ühtki minu esindajat , "" märgib Baranova-Massolkina .",yes,"The word 'Shveitsis' refers to Switzerland, which is a specific geographical location.",yes,,,,LOC
6442052,10357386,4,saama,sisse,ill,rehabilitatsioonikeskus,rehabilitatsioonikeskusesse,"Suur-Sõjamäe 6a kiiskavkollasesse rehabilitatsioonikeskusesse saab praegu sisse kõrvaluksest , sest remont ei ole veel päris lõpetatud .",?,?,yes,,,location,
11271906,18064796,5,puhkema,,in,Hebron,Hebronis,Pärast palestiinlase tapmist puhkesid Hebronis ägedad kokkupõrked sadade araablaste ja linna juudi kvartalit kaitsvate Iisraeli sõdurite vahel .,yes,,yes,,,location,
10787474,17280428,6,tulema,ära,el,ansambel,ansamblist,Poole aasta pärast tuli ta ansamblist ära .,no,"The phrase 'ansamblist' refers to a group or ensemble and is not a location, hence classified as 'no'.",yes,,,,
3126437,5021032,3,põrkama,kokku,in,algus,alguses,Viimase ringi alguses põrkas Tobreluts raja lahknemiskohas sloveenlasega kokku .,no,"'alguses' refers to the timing of an event, not a specific location.",no,The phrase 'alguses' was not classified as an adverbial of place because it refers to a temporal context (the beginning) rather than a spatial one.,,,
11841329,18950695,12,lubama,,adit,vabamüük,vabamüüki,"Sotsiaalminister Siiri Oviir allkirjastas märtsi lõpul määruse , mis lubab taas vabamüüki mitmeid ravimtaimedel põhinevaid odavaid rohtusid nagu validool ja alohol .",no,"The phrase 'vabamüüki' refers to the concept of free sale, which is not a location.",yes,,,,
6197221,9951630,22,pagema,,ill,varjupaik,varjupaikadesse,"Orkaan Wilma jõudis eile Yucatani poolsaarele Mehhikos ja tabas sealseid rannakuurorte , tuhanded turistid pagesid tormi teele jäänud Cozumelist ja Cancunist varjupaikadesse .",yes,,yes,"The phrase 'varjupaikadesse' was classified as 'yes' because it indicates a location and specifies where the tourists went, qualifying it as an adverbial of place.",,location,
4594375,7384057,4,jälgima,,in,Tartu,Tartus,pealtvaatajat jälgis eile Tartus ülikooli spordihoones korvpalli neljandat finaalmängu,yes,,yes,,,location,ORG
442864,692891,7,tahtma,,adit,boks,boksi,"Võistkond tahtis mind Davidiga ühel ajal boksi ning see õnnestus hästi ja täpselt nii , nagu võistkond oli kavandanud .",yes,,yes,,,location,
6808261,10953390,16,sõitma,läbi,el,territoriaalvesi,territoriaalvetest,Seega sõidaks tanker praeguste plaanide kohaselt paari nädala pärast 100 000-tonnise naftalaadungiga Eesti ja Soome territoriaalvetest läbi .,yes,,yes,,,,
704615,1121500,5,saatma,,adit,Läti,Lätti,"Ühinenud Meiereid saatis üleeile Lätti 20 tonni jogurteid ja joogipiima , mis läheb müüki Tukuma Piensi uue kaubamärgi Baltais ( Valge ) all , teatas ettevõte .",yes,,yes,,,location,LOC
7408118,11892279,6,minema,edasi,ill,Compostela,Compostelasse,"Kuhu te edasi lähete , Compostelasse või Montserrat'sse ? """,yes,,yes,,,,LOC
12193880,19523784,9,maksma,,in,Bet,Betis,"Jarni eest maksid inglased Hispaania klubile Sevilla Real Betis 2 , 6 miljonit Suurbritannia naela .",yes,,yes,,,,
7729824,12393141,8,võimutsema,,in,lääs,läänes,"Antoniusest sai suurriigi kõigi idaalade valitseja , läänes võimutses Octavianus .",yes,,yes,,,location,
14293818,22692055,3,laskma,,adit,Narusk,Naruski,Mae laskis Naruski üheksasekundilisse eduseisu ja alustas siis karmi tagaajamist .,no,'Naruski' is not classified as a location because it appears to refer to a person's name rather than a geographical location.,no,"The phrase 'Naruski' was classified as 'no' because it refers to a person and not a place, so it does not indicate an adverbial of place.",,,LOC
4289449,6901328,7,naasma,,el,Austria,Austriast,Eesti jääpurjetajad naasid eile aasta tippjõuproovidelt Austriast .,yes,,yes,,,location,LOC
8167596,13110457,11,kolima,,el,Uhtna,Uhtnast,"KAUGEL MINEVIKUS polnud veel need ajad , mil Tanel perega Uhtnast Haljalasse kolis .",yes,,yes,The phrase 'Uhtnast' is classified as an adverbial of place because it specifies a starting location for the movement described in the sentence.,,location,LOC
11049268,17695588,9,minema,edasi,ill,akadeemia,akadeemiasse,"Nagu tegi sõber Kirill , kes hiljem allveelaevnike akadeemiasse edasi läks .",yes,,yes,,,location,
4873099,7823503,11,sõitma,välja,abl,boksiraja,boksirajalt,"Saime masina boksis taas käima , kuid sõitsin punase tulega boksirajalt välja ning mind kutsuti rajalt ära . """,yes,,yes,,,,
9554003,15335599,6,sadama,,in,Roraima,Roraimas,"AP andmeil on sel aastal Roraimas sadanud vaid 0,1 mm vihma .",yes,,yes,,,,LOC
13261100,21216098,13,startima,,abl,olümpiamängud,olümpiamängudelt,"SÕUDMINE Kui kõik lubanud sõna peavad , stardib Tartu laupäevasel sõude-show'l kolmteist olümpiamängudelt või täiskasvanute MMilt medaleid võitnud sportlast .",yes,"The term 'olümpiamängudelt' refers to the Olympic Games, which is associated with a location where the event takes place, hence classified as a location.",yes,,,event,
14266646,22647514,18,ilutsema,,in,tabloovõrk,tabloovõrgus,"Juhtus mängija täie jõuga võrku servima , lendas pildil ka pall võrgu poole ja järgmisel hetkel ilutses tabloovõrgus auk .",no,"The word 'tabloovõrgus' refers to 'in the scoreboard net' and describes a part of an object, not a geographical location.",yes,,,,
5900553,9471819,5,esitlema,,in,Kiiev,Kiievis,"Neljapäeval esitles ta lämbes Kiievis rahvusvahelisel Kyiv Travnevy teatrifestivalil oma uut lavastust "" Mesta "" .",yes,,yes,,,location,LOC
5367021,8608438,5,pöörduma,,adit,org,orgu,Paraku pöördus tee taas orgu .,yes,,yes,,,location,
2066247,3296559,23,pagema,,adit,peit,peitu,"Valdo Lips lõi tempo alla , Ivo Saksakulm ja Chris Moore kontrollisid lauavõitlust , Indrek Varblane ja Andrus Nagel pagesid kaitse haardest peitu ja tulistasid kaugvisetega .",no,"The phrase 'peitu' was classified as 'no' because it describes a state or action of hiding, not a location.",no,The phrase 'peitu' is not classified as an adverbial of place because it indicates a movement to hide rather than specifying a precise location.,,,
5193848,8332973,29,saama,sisse,ill,tehas,tehasesse,"Nii viibib ta teatris sealt lahkumata mitu ööd-päeva järjest ja valvurivanamehed ning koerad , kes elavad kindlakskujunenud vankumatu rutiini järgi , murravad pead selle üle , mismoodi ta tehasesse märkamatult sisse sai .",yes,,yes,,,location,
375771,583472,19,pääsema,välja,el,masin,masinast,"Co mõelnud : pärast pesu teevad ultra-infrapunakiired ja soe föön , kliendi ilusti kuivaks , enne kui ta masinast välja pääseb .",yes,,yes,The phrase 'masinast' was classified as 'yes' because it denotes a specific location (out of the machine).,,,
3061711,4913417,4,ootama,,in,Lissabon,Lissabonis,"Kolmapäeval ootab hollandlasi Lissabonis poolfinaal ning siis tuleb vastaseks Portugal , vahendas Sportnet .",yes,,yes,,,location,LOC
11302806,18113893,34,olema,,ill,eelarve,eelarvesse,"Tallinna rahandusküsimustega tegelev abilinnapea Ants Leemets kinnitas esmaspäeva õhtul oma kabinetis “ Postimehele ” selge sõnaga , et vähemalt selleks aastaks on Nomura laenu tagasimaksmiseks linnal raha juba olemas , s.o sisse planeeritud eelarvesse , mille volikogu nii või teisiti peagi vastu võtab .",no,The phrase 'eelarvesse' refers to a budget rather than a geographical or physical location.,no,The phrase 'eelarvesse' was classified as 'no' because it indicates a target or goal (to the budget) rather than a specific place.,,,
168523,280706,6,vaatama,ringi,in,maailm,maailmas,"Panamakübar peas , vaatab härrasfotograaf maailmas ringi , kadreerib teemasid , loob tähendusi ja tähtsuse järjekordi .",yes,,yes,,,,
